lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,abe_average,veh_average,Blank,veh_N3,Abe_N3,veh_N4,Abe_N4,veh_N5,Abe_N5,veh_N6,Abe_N6,veh_N7,Abe_N7
Cholesteryl nitrolinoleate,-0.03611228,5.817846648,0.097284443,0.755113071,0.99982009,711.5696 -> 369.1,CE,3483.392252,3575.596248,3672.420265,3442.120232,3469.26025,3625.58025,3537.000256,3704.220245,3466.800255,3625.020267,3425.620247,3481.040245,3518.280251
cis-5-Tetradecenoylcarnitine,0.037636452,6.959802102,0.106723712,0.743905426,0.99982009,370.3 -> 85.1,acy-carnitines,8180.440567,7986.708556,5348.360394,7887.120564,9142.080635,7595.56052,8584.420578,8892.36063,7001.74049,7272.000465,7401.680462,8286.500603,8772.28067
"Docosa-4,7,10,13,16-pentaenoyl carnitine, Clupanodonyl carnitine",-0.025720568,6.589988915,0.049730507,0.823532877,0.99982009,474.4 -> 85.1,acy-carnitines,6182.604434,6304.556468,4262.400276,5964.040428,7704.160534,6581.100513,5308.420368,6256.44046,5857.020405,6447.100475,5106.440372,6274.100464,6936.980492
"ecdysone palmitate, 22:3 Cholesteryl ester, 20:2 Stigmasteryl ester, 20:3 Sitosteryl ester",-0.009250068,5.830275302,0.006385053,0.936311598,0.99982009,720.5435 -> 369.1,CE,3577.448248,3603.96026,3411.500237,3466.840237,3564.500256,3554.640263,3503.240253,3515.140259,3542.740242,4024.32029,3609.280251,3458.860252,3667.480236
Hexacosanoyl carnitine,0.084173096,6.733367145,0.533079487,0.465315049,0.99982009,540.5 -> 85.1,acy-carnitines,7152.280524,6747.088463,4223.700298,6724.90044,9019.720661,6711.180454,6956.200504,6407.720478,7281.340557,6433.14043,5435.600403,7458.500511,7068.540493
"lanosteryl oleate, 20:2 Campesteryl ester",0.038137611,6.034742914,0.108788919,0.741527169,0.99982009,708.6315 -> 369.1,CE,4206.192294,4100.788286,3791.240284,4201.300289,3712.480274,4216.160282,4265.460285,4194.020302,4232.520294,4064.880299,4611.840309,3827.580257,4208.660309
"lanosteryl palmitoleate, 18:2 Campesteryl ester",0.014235247,5.854519382,0.015126308,0.902115764,0.99982009,680.6002 -> 369.1,CE,3669.896254,3637.752254,3454.520248,3481.760231,3555.88023,3612.020245,3733.780254,3843.720272,3604.260265,3506.840252,3511.280247,3744.420273,3944.280273
"Linoelaidyl carnitine, O-linoleoylcarnitine, 9,12-Hexadecadienylcarnitine",-0.050642195,7.549832856,0.193748713,0.65981474,0.99982009,424.3 -> 85.1,acy-carnitines,12239.92086,12674.40489,5522.580391,13374.2009,15116.18097,14517.60108,15483.16116,12032.20084,12632.46094,11613.08082,8918.880608,11834.94081,9048.920639
LPG (12:0),0.150426796,4.617127141,1.650515539,0.198888778,0.99982009,446.2249 -> 257.2249,PG,1634.948116,1475.272102,1394.440094,1543.440102,2315.32016,1495.420116,1273.260086,1453.940094,1544.960106,1407.000103,1268.500103,1476.560097,1772.700127
LPG (16:0),9.87E-04,4.730489971,7.13E-05,0.993264307,0.99982009,502.2875 -> 313.2875,PG,1697.536117,1696.772118,1382.460094,1622.980122,1539.660114,1888.660126,1699.960114,1488.180103,1757.500114,1656.200115,1600.800117,1827.840126,1889.760124
LPG (20:0),0.014413742,4.799340072,0.015222828,0.901805542,0.99982009,558.3501 -> 369.3501,PG,1743.756129,1726.472124,1876.060135,1712.600128,1523.220116,1808.040138,1799.26012,1677.06012,1893.88015,1875.380135,1664.50013,1559.280098,1837.920128
O-(11-carboxyundecanoyl)carnitine,-0.096622458,7.036164456,0.703533388,0.401598966,0.99982009,374.2 -> 85.1,acy-carnitines,8192.640557,8759.416622,6148.660435,8068.140518,7764.100536,9159.580688,8141.840561,8447.260616,8821.460594,8418.380608,7289.080517,9703.72068,8946.720577
O-(13-carboxytridecanoyl)carnitine,0.039808237,7.133989165,0.119455016,0.729626322,0.99982009,402.3 -> 85.1,acy-carnitines,8753.128609,8528.008604,10524.6008,7935.040535,9913.140659,8711.400608,7508.940559,8791.100658,8658.560612,8341.120567,8358.140545,8861.380653,9326.860668
O-behenoylcarnitine,-0.068519983,10.28691334,0.356209286,0.550619076,0.99982009,484.4 -> 85.1,acy-carnitines,84881.18176,88740.82579,4595.920334,83160.08561,60317.46353,94044.22623,104084.2672,113821.8069,133124.9692,91336.40582,92827.56631,61341.60435,34051.64251
"O-oleoylcarnitine, Elaidic carnitine",0.10976822,7.302924889,0.909197053,0.340327554,0.99982009,426.4 -> 85.1,acy-carnitines,10821.52477,10032.96472,5250.700375,11506.08078,12772.90098,10206.12079,12823.74091,10518.96075,10565.48075,9110.320652,8927.520584,8823.340637,9017.980614
"O-palmitoleoylcarnitine, trans-Hexadec-2-enoyl carnitine",-0.070277403,7.378506093,0.372872256,0.54144279,0.99982009,398.3 -> 85.1,acy-carnitines,10852.95277,11373.32077,4479.040306,10280.36066,9698.70071,10707.44071,11251.76075,11854.62085,13650.32104,11004.72075,10174.38071,13019.46088,9489.600643
"Palmitoylcarnitine, (5Z)-13-carboxytridec-5-enoylcarnitine",0.092591657,6.868939612,0.645563238,0.421703418,0.99982009,400.3 -> 85.1,acy-carnitines,7906.112545,7417.928507,4401.240284,7388.360523,8141.74057,7802.740536,8265.940552,7124.680527,8002.400593,7413.84045,7032.580486,7360.0205,8087.900524
PC (30:0),-0.087330756,10.606144,0.578685003,0.44682822,0.99982009,706.5 -> 184.1,PCandSM,105143.2997,111521.6643,4500.580296,110316.4282,89158.8466,127014.7287,121914.2896,125853.7306,145842.9313,123065.0281,105177.0267,71358.40575,63623.40452
PC (30:1),-0.048924799,10.81842433,0.181654008,0.669955648,0.99982009,704.5 -> 184.1,PCandSM,122961.0087,126895.1328,11413.40065,115414.549,102245.4064,143229.5495,139708.9102,149836.2499,185577.0944,143723.6693,120086.4277,82271.64637,67187.20478
PC (30:2),-0.053934134,6.736657089,0.218959064,0.639834207,0.99982009,702.5 -> 184.1,PCandSM,7107.152502,7359.116504,1982.360146,6678.000458,7153.080532,7334.320488,7224.580475,9423.36071,10974.42079,8359.600498,6593.000454,5000.300365,3590.68026
PC (32:0),-0.163446965,11.83375153,2.026936939,0.154531783,0.99982009,734.6 -> 184.1,PCandSM,239497.0843,267884.9869,9970.000717,257860.1161,191595.0117,305124.8625,266638.2373,299254.2597,318495.0843,291518.682,216079.9348,185667.0139,204677.1534
PC (32:3),-0.060756501,5.283373516,0.273531693,0.600972462,0.99982009,728.5 -> 184.1,PCandSM,2504.428195,2607.968182,1470.660118,2835.180214,2391.400173,2847.56023,2538.460213,3091.680199,3422.700302,2159.820152,2302.160141,2105.600113,1867.420147
PC (32:4),0.090499206,5.114334459,0.604787843,0.436757056,0.99982009,726.5 -> 184.1,PCandSM,2310.344168,2171.500153,1585.060104,2132.860157,2144.680161,2454.10017,3012.70023,2375.60017,2385.880165,2163.160152,2111.280144,1731.780117,1897.180141
PC (32:5),-0.179867358,7.289572469,2.440665517,0.118226057,0.99982009,724.5 -> 184.1,PCandSM,10083.83274,11415.32484,1583.700092,12126.18097,8072.180637,13575.50094,13666.70088,13617.94092,13170.74107,12741.70095,10912.60085,5015.300415,4596.940296
PC (34:0),-0.03253547,9.884509427,0.080299632,0.776891768,0.99982009,762.6 -> 184.1,PCandSM,64722.60477,66094.83648,5444.180454,64577.22541,53259.20441,75491.76437,70308.18578,76766.82525,90925.06532,71154.90446,61420.10458,42483.46291,47700.46373
PC (34:1),0.084287816,12.52444367,0.539296535,0.462724411,0.99982009,760.6 -> 184.1,PCandSM,421753.6419,397108.1075,19421.9014,374498.2463,366471.6484,454830.1326,430443.4313,472767.4122,624061.2635,432606.0468,414453.2258,250838.6994,273338.6402
PC (34:4),0.184693789,9.609463352,2.58540467,0.107852841,0.99982009,754.5 -> 184.1,PCandSM,57489.71993,50698.4716,2428.680172,50645.32327,53883.62367,50270.66364,46244.98314,54098.78358,55138.62389,52093.76381,67108.10475,46383.82368,65073.2642
PC (34:6),0.019520087,5.992633228,0.028509443,0.865916678,0.99982009,750.5 -> 184.1,PCandSM,4274.936294,4212.532292,1789.600121,4653.740326,3839.840252,4411.580307,5330.200405,4390.560322,5133.060322,4485.720306,4304.560314,3121.0602,2767.020176
PC (36:0); PCp(38:6),-0.001305369,8.465330156,1.29E-04,0.990936172,0.99982009,790.6 -> 184.1,PCandSM,24150.5097,24141.95374,4826.800323,22999.30166,22107.62157,26018.6218,23434.36168,28018.54232,33892.26227,27909.74165,24781.82177,15763.56125,16536.48121
PC (36:1),0.071826807,10.3840331,0.39143438,0.531546393,0.99982009,788.6 -> 184.1,PCandSM,94829.00246,90051.58656,8571.62064,78964.22584,77441.78581,94216.56731,92285.1669,116345.3483,146557.3291,106225.7075,101006.0065,54506.08388,56854.72403
PC (36:2),0.05470584,10.82817005,0.227117015,0.633669808,0.99982009,786.6 -> 184.1,PCandSM,127876.8133,122726.7251,17483.9413,101821.8477,101252.2871,134405.7709,123579.7889,168530.2914,222948.6186,139932.8303,127957.7272,68942.88499,63645.64455
PC (36:3),-0.119946346,9.425175925,1.090677838,0.296321071,0.99982009,784.6 -> 184.1,PCandSM,45315.85919,49162.64385,7301.120544,43867.02345,38809.12214,58071.92438,49943.94319,59238.08495,66784.8654,54802.2841,42691.76314,29833.90236,28349.60206
PC (36:5),-0.126672648,7.302091483,1.210923666,0.271149269,0.99982009,780.6 -> 184.1,PCandSM,10294.96075,11233.53683,2282.74015,9160.760571,8142.780548,11648.98091,11699.24093,13425.2411,13346.00095,13575.38099,10604.6608,8357.320568,7682.120502
PC (36:6),0.042256111,5.608739217,0.132983746,0.715358229,0.99982009,778.5 -> 184.1,PCandSM,3279.100237,3177.860221,1606.740101,3020.56023,3189.980247,3294.540222,2909.620213,3455.740215,4559.640339,3188.880234,2777.660191,2929.580204,2958.600193
PC (36:7),0.179104019,5.920573473,2.396766402,0.121586343,0.99982009,776.5 -> 184.1,PCandSM,4288.600314,3788.684261,1645.940128,4040.20031,4320.300323,3852.540241,4074.80027,3842.460281,4559.660355,3831.260246,3672.060291,3376.960224,4816.180332
PC (36:8),0.094609891,7.58746029,0.676306874,0.410861347,0.99982009,774.5 -> 184.1,PCandSM,13574.17698,12703.22485,2622.040169,12321.12099,13247.32093,14485.30091,13711.12091,14970.52075,18535.86141,13346.80102,13936.0011,8392.38055,8440.58054
PC (38:1),-0.109329355,8.392106249,0.904930536,0.341463084,0.99982009,816.6 -> 184.1,PCandSM,22282.92149,24006.77374,2913.640213,21058.50153,18469.64134,27036.46191,23114.3417,28693.9422,32533.76211,28645.86199,24754.70151,14599.10106,12542.16081
PC (38:2),-0.121334609,9.6148067,1.116254656,0.290726355,0.99982009,814.6 -> 184.1,PCandSM,51956.81953,56453.2521,4868.300308,52605.52399,43669.16318,62098.10426,59471.04372,67133.18506,70568.22485,62514.94454,53296.50365,37914.50266,32779.16226
PC (38:6),-0.169740258,8.807329444,2.182032321,0.139629972,0.99982009,806.6 -> 184.1,PCandSM,29129.86621,32740.57448,2981.420223,29660.68203,24492.46181,34309.24232,31066.56279,37858.76324,38345.66277,38976.78287,30053.72234,22897.40196,21690.92135
PC (38:7),0.130428521,6.29336696,1.276024385,0.258639544,0.99982009,804.6 -> 184.1,PCandSM,5506.492418,5032.684335,1836.920128,4192.300232,5860.520458,5177.080368,5221.380398,6342.600449,6741.400486,5022.880306,4980.00042,4428.560322,4729.160328
PC (38:8),-0.042920718,6.377143732,0.138310242,0.709966672,0.99982009,802.5 -> 184.1,PCandSM,5483.524396,5641.380394,2197.30014,5687.440399,4423.480316,6621.080475,6456.76046,6491.040493,7382.16058,5420.060295,5161.580341,3987.280308,3993.640282
PC (38:9),-0.127456534,6.368970921,1.219295489,0.269498957,0.99982009,800.5 -> 184.1,PCandSM,5312.616383,5797.748428,1916.140129,5973.700443,4723.860355,6531.080456,5726.20039,5979.180454,6789.260456,6447.680477,5439.680424,4057.100311,3884.080292
PC (40:0),0.083719252,5.363728846,0.520017076,0.470834398,0.99982009,846.7 -> 184.1,PCandSM,2781.596191,2628.460169,1481.020111,2539.120182,3209.160236,2493.300163,2937.880203,2928.940189,2676.460171,2850.020142,2471.240162,2330.92017,2613.240181
PC (40:1),-0.09327982,5.233829835,0.644134572,0.422217562,0.99982009,844.7 -> 184.1,PCandSM,2391.084168,2544.136172,1445.880112,2188.500153,2125.320156,2576.300163,2457.340187,2744.560196,3389.900219,2889.540207,1951.96014,2321.78014,2030.900139
PC (40:2),-0.137466464,5.615865124,1.407070413,0.235543331,0.99982009,842.7 -> 184.1,PCandSM,3100.756219,3402.092228,1523.64011,3283.34024,2970.880184,3141.600208,3835.700287,3254.340225,3817.300312,3932.780251,2576.300167,3398.400215,2303.600143
PC (40:9),-0.069401437,5.559789003,0.358445602,0.549370778,0.99982009,828.6 -> 184.1,PCandSM,3040.168221,3187.684225,1637.660122,2851.96019,2683.200203,3701.900276,2970.080219,3785.060246,4226.820309,3645.100292,2821.840202,1954.400124,2498.900169
PC (42:0),0.12186137,4.638331727,1.083920478,0.297822171,0.99982009,874.7 -> 184.1,PCandSM,1641.628113,1509.868106,1443.780102,1614.060104,1473.460106,1515.900105,1656.380116,1506.32011,1622.760105,1490.360107,1691.800121,1422.700104,1763.740116
PC (42:1),0.03295208,4.805643511,0.079649189,0.777773383,0.99982009,872.7 -> 184.1,PCandSM,1812.560127,1771.316127,1429.520092,1706.140121,1909.920139,1905.320133,1587.080116,1750.120132,2123.180153,1693.540104,1773.340118,1801.460144,1669.280109
PC (42:2),-0.049347593,4.857082428,0.178831569,0.672379301,0.99982009,870.7 -> 184.1,PCandSM,1823.700127,1888.412129,1495.24012,1701.820129,1833.560131,2016.320148,1714.380116,2094.760124,2077.30014,1823.940128,1837.460125,1805.220116,1655.800121
PC (42:3),0.016574491,4.895992397,0.020193789,0.886997185,0.99982009,868.7 -> 184.1,PCandSM,1922.20014,1898.236134,1517.280121,1844.820129,1816.220139,1876.200153,2052.740147,2194.440136,2397.560177,1891.180145,1674.200119,1684.540108,1670.280121
PC (42:4),0.118318539,5.320084328,1.037855668,0.308320712,0.99982009,866.7 -> 184.1,PCandSM,2743.984202,2522.656165,1404.720104,2569.060158,2125.860149,2490.880177,3141.360233,2954.960197,3652.140297,2468.820145,2415.160172,2129.560146,2385.400158
PC (42:5),-0.158926235,5.454347771,1.87590912,0.170799832,0.99982009,864.6 -> 184.1,PCandSM,2725.604188,3048.636217,1548.260117,2369.420166,2437.320145,3560.340206,2548.140167,3484.600281,2983.540195,3163.020229,2618.200188,2665.800201,3040.820244
PC (42:6),-0.172048074,5.332711994,2.194199954,0.13853112,0.99982009,862.6 -> 184.1,PCandSM,2500.856171,2811.908202,1395.460083,2687.720211,2276.620159,2922.140194,2545.920174,2628.220192,3186.100201,3040.060223,2125.34016,2781.400192,2370.300159
PC (42:7),-0.145442289,5.27397033,1.566433651,0.210725691,0.99982009,860.6 -> 184.1,PCandSM,2395.980164,2654.496195,1554.180096,2193.400158,2506.140171,2860.860203,2584.000156,2758.140194,2404.060165,3035.340237,2467.720177,2424.740185,2017.980152
PC (44:0),-0.073691943,4.510344435,0.394999361,0.529683162,0.99982009,902.8 -> 184.1,PCandSM,1400.968098,1474.512103,1364.440094,1569.500092,1354.660103,1564.780121,1351.900085,1416.920094,1509.600105,1398.3801,1356.8601,1422.980106,1431.820099
PC (44:1),0.060867522,4.629015196,0.270501194,0.602995765,0.99982009,900.7 -> 184.1,PCandSM,1611.500117,1544.812105,1333.340096,1381.200096,1637.680119,1720.300117,1476.040104,1492.140099,1848.460133,1615.780102,1338.060093,1514.64011,1757.260136
PC (44:10),-0.101315415,5.05236578,0.757034402,0.384258195,0.99982009,882.6 -> 184.1,PCandSM,2069.364149,2221.372144,1526.260098,1940.280121,2146.220146,2286.440159,1958.060131,2425.480156,2320.28017,2454.220154,1936.52013,2000.440132,1985.740166
PC (44:12),-0.164015314,5.065356874,1.984085628,0.158960655,0.99982009,878.6 -> 184.1,PCandSM,2052.440144,2303.12817,1417.280106,1919.80014,1846.240147,2100.860149,1920.040142,2837.740196,2238.320156,2705.380219,2325.54015,1951.860146,1932.060123
PC (44:2),0.075492292,4.548337862,0.414719994,0.519583492,0.99982009,898.7 -> 184.1,PCandSM,1491.464106,1415.2361,1612.100121,1507.520111,1474.040108,1343.040104,1495.440113,1449.3601,1588.980122,1392.120087,1386.78009,1384.140099,1512.080097
PC (44:3),-0.115302723,4.57752788,0.969017905,0.324925233,0.99982009,896.7 -> 184.1,PCandSM,1457.896101,1579.504117,1312.260098,1617.240112,1357.180096,1508.160118,1456.100098,1546.480114,1518.920101,1759.620132,1436.500111,1466.020107,1520.780098
PC (44:4),0.064866753,4.646959544,0.307257141,0.579368211,0.99982009,894.7 -> 184.1,PCandSM,1620.012118,1548.592113,1473.7201,1520.14011,1570.880104,1556.640118,1647.140121,1653.540119,1824.560135,1470.2201,1569.780109,1542.42012,1487.700119
PC (44:5),-0.033797934,4.698320148,0.083559148,0.772530877,0.99982009,892.7 -> 184.1,PCandSM,1637.428116,1676.072125,1391.700104,1651.100132,1434.240108,1718.640129,1597.020107,1836.520142,1910.540138,1580.000114,1675.100113,1594.100109,1570.240112
PC (44:6),0.041492703,4.69706673,0.125924404,0.722695759,0.99982009,890.7 -> 184.1,PCandSM,1676.292113,1628.476112,1408.560093,1671.280109,1491.2201,1517.820103,1861.480125,1688.380127,1774.040123,1720.180115,1624.420109,1544.720108,1630.30011
PC (44:7),-0.048005024,4.641711438,0.168279672,0.681645265,0.99982009,888.6 -> 184.1,PCandSM,1556.360107,1608.860114,1432.820107,1549.420113,1503.640102,1704.420124,1592.780113,1638.120117,1765.020126,1670.200115,1457.10009,1482.140102,1463.260101
PC (44:8),-0.020896945,4.719530872,0.031961329,0.858112556,0.99982009,886.6 -> 184.1,PCandSM,1669.684117,1694.256113,1404.380104,1589.320118,1512.100113,1633.540115,1949.380127,1944.26012,1758.160126,1580.220093,1395.240097,1723.940121,1733.540123
PC (46:0),-0.005031726,4.483946122,0.001840393,0.965781406,0.99982009,930.8 -> 184.1,PCandSM,1409.752104,1414.268098,1335.980099,1563.240112,1377.120094,1417.300106,1372.340111,1389.940098,1535.860119,1352.360088,1326.100098,1348.500088,1437.340099
PC (46:1),-0.073648648,4.494402301,0.394281978,0.530057156,0.99982009,928.8 -> 184.1,PCandSM,1379.224101,1452.900105,1397.320087,1488.460106,1417.140106,1438.100101,1404.500099,1436.040096,1330.8601,1490.420116,1379.420097,1411.480103,1364.200104
PC (46:2),0.032958013,4.516159938,0.079013816,0.778638331,0.99982009,926.8 -> 184.1,PCandSM,1452.140105,1420.468101,1433.7201,1421.980103,1531.200119,1453.820103,1435.500095,1421.520103,1467.720116,1360.960091,1439.540104,1444.060104,1386.740093
PC (48:0),0.061149213,4.513304432,0.271937445,0.602035069,0.99982009,958.8 -> 184.1,PCandSM,1460.696103,1401.256096,1458.640087,1362.820091,1447.500092,1431.280106,1431.000103,1493.320095,1535.0201,1363.460098,1481.340107,1355.400089,1408.620113
PC (48:2),-0.079139741,4.462315076,0.454707554,0.500107848,0.99982009,954.8 -> 184.1,PCandSM,1338.664092,1415.052101,1445.100105,1417.040108,1358.220093,1558.98011,1318.960079,1298.320091,1366.640099,1395.78009,1288.940098,1405.140106,1360.560093
PC (50:0),-0.027810416,4.493126724,0.056218407,0.812575945,0.99982009,986.9 -> 184.1,PCandSM,1397.524097,1425.504098,1429.200096,1470.260105,1358.540081,1422.480087,1414.780106,1406.640102,1425.300102,1417.660103,1462.500107,1410.480091,1326.500092
PC (52:0),-0.033909229,4.398746459,0.08333316,0.772830222,0.99982009,1014.9 -> 184.1,PCandSM,1304.192097,1336.604095,1355.260101,1284.62009,1293.26009,1361.200096,1330.420101,1379.780098,1300.680096,1319.300091,1306.720097,1338.120098,1289.8801
PC (52:4),-0.041846365,4.499905083,0.127336497,0.721209793,0.99982009,1006.8 -> 184.1,PCandSM,1404.752101,1446.472099,1368.060101,1440.0201,1527.780106,1421.020103,1349.940102,1422.340088,1465.320107,1461.12009,1298.000095,1487.860111,1382.720097
PCo(32:0),-0.069773506,9.427492507,0.369140347,0.543473226,0.99982009,720.6 -> 184.1,PCandSM,46510.31948,48782.50342,3401.420216,49187.90358,40632.84319,53121.7039,56945.46432,52151.90333,55277.7639,50500.74339,46390.80336,38950.26292,33304.72261
PCo(34:0),-0.049061375,8.106267303,0.182158165,0.669525071,0.99982009,748.6 -> 184.1,PCandSM,18701.23336,19324.91739,2007.480148,18820.7615,14889.40104,23297.58176,22026.86144,20627.52145,24642.18201,19838.20122,18406.18132,14040.52101,13541.54099
PCo(34:1),-4.92E-04,10.14749839,1.84E-05,0.996580134,0.99982009,746.6 -> 184.1,PCandSM,78727.6735,78721.86963,3610.180256,80271.52603,73158.64557,92286.00708,95573.20653,85102.86565,96642.18678,78942.12523,83442.00484,57006.82414,44822.32379
PCo(34:3),-0.019203876,5.371523986,0.027365019,0.868610457,0.99982009,742.6 -> 184.1,PCandSM,2685.364198,2719.256204,1667.480125,2647.480194,2514.340195,2858.980209,2831.000221,2570.78019,3108.960224,2890.180237,2583.80019,2628.860191,2388.720158
PCo(34:4),0.093162593,8.109035164,0.656744588,0.417711584,0.99982009,740.6 -> 184.1,PCandSM,19593.10542,18408.78926,1966.160133,18647.48135,18453.12122,18377.44128,18492.40126,19265.38117,18295.16128,20548.40137,22505.78164,15205.2411,20219.06169
PCo(36:1),0.160603167,7.751675496,1.949191033,0.162674051,0.99982009,774.6 -> 184.1,PCandSM,15556.54909,13899.13301,2897.480198,14034.38107,14988.88095,15173.44121,16501.14114,16450.38116,21308.22148,14310.44093,14860.30115,9527.020668,10124.20074
PCo(36:2),0.140447567,7.917585386,1.491552173,0.221975787,0.99982009,772.6 -> 184.1,PCandSM,17431.7812,15798.94917,2352.500206,16527.24125,16855.9612,18019.06143,19236.86153,17640.78128,23157.84139,16577.9612,18182.60127,10229.70071,9725.640587
PCo(36:3),-0.132330225,7.001847284,1.319720644,0.250642193,0.99982009,770.6 -> 184.1,PCandSM,8369.53259,9173.404647,1534.420105,8917.940628,8308.460629,10840.96079,9823.140621,10041.38071,10099.90073,9387.660603,8295.66061,6679.080502,5320.500362
PCo(36:5),-0.131830749,6.305034098,1.303822353,0.253516205,0.99982009,766.6 -> 184.1,PCandSM,5105.328369,5588.876394,1559.180119,4255.340263,3886.040253,6216.920498,5770.320393,6337.10038,6713.040493,6015.460449,5125.28038,5119.560379,4031.960327
PCo(38:0),0.061251685,6.213762171,0.281306001,0.595846493,0.99982009,804.7 -> 184.1,PCandSM,5091.200354,4883.492339,1697.90012,4185.440269,5871.800438,4352.540283,4719.480347,6151.800426,5812.640369,5457.040405,4731.28035,4270.640312,4320.800266
PCo(38:1),0.027302906,6.554723729,0.056044536,0.812860618,0.99982009,802.7 -> 184.1,PCandSM,6385.564426,6260.952457,2164.420155,6095.380466,6005.280437,7085.72049,5721.260471,7215.620594,8662.940601,6080.140419,6314.260315,4827.900318,5224.080307
PCo(38:2),-0.021697446,6.507459943,0.035380606,0.850800354,0.99982009,800.6 -> 184.1,PCandSM,6040.440424,6123.152441,2477.320171,5769.240471,4716.700306,6797.880531,6595.120464,7423.260468,8511.880585,6154.280453,6262.820446,4471.100281,4115.680317
PCo(38:3),-0.178054843,6.413043783,2.379640679,0.122925818,0.99982009,798.6 -> 184.1,PCandSM,5385.60837,6097.100412,1841.720135,5687.280422,4713.100327,6793.060425,5752.9804,7297.440521,6403.260456,5786.120346,5924.880402,4921.600346,4133.820267
PCo(38:6),-0.170217079,7.107737358,2.184175878,0.139435681,0.99982009,792.6 -> 184.1,PCandSM,8881.28458,9994.788715,1620.12011,9657.360737,8997.34063,11508.94079,11244.86067,10320.94077,9717.740612,10398.04074,7803.600555,8088.660542,6642.880436
PCo(40:2),-0.161580474,5.454620829,1.938657125,0.163814416,0.99982009,828.7 -> 184.1,PCandSM,2698.388192,3020.408196,1796.460121,2639.060173,2265.480167,2829.380188,2956.100212,3453.5802,2955.020203,3495.980236,3133.360218,2684.040184,2181.98016
PCo(40:3),-0.11592335,5.375283559,0.996819779,0.318081254,0.99982009,826.6 -> 184.1,PCandSM,2589.468189,2803.068195,1831.540138,2285.880142,2217.900146,3684.260254,2840.740223,2607.520184,3429.520241,2971.78022,2415.480186,2465.900177,2043.70015
PCo(42:0),-0.074709537,5.351340906,0.413988928,0.519951795,0.99982009,860.7 -> 184.1,PCandSM,2595.040176,2738.080187,1630.680111,2502.660133,2610.02018,3378.500229,2624.360195,2690.100197,2715.260174,3326.180237,2585.640182,1792.96014,2439.920147
PCo(42:3),-0.150602327,6.190307843,1.699715877,0.192325138,0.99982009,854.7 -> 184.1,PCandSM,4680.132348,5186.400376,1562.540096,3116.48019,2802.840202,4412.880302,4013.440266,7519.540554,7759.16066,8140.180626,5838.520428,2742.920208,2986.700184
PCo(42:4),-0.097960789,5.175400385,0.709640706,0.399563115,0.99982009,852.7 -> 184.1,PCandSM,2289.632169,2444.524172,1397.640099,2556.700207,2110.880161,2472.880154,2689.660194,2478.180172,2985.76022,2706.960194,1898.500126,2007.900135,1763.360146
PCo(44:3),0.14733364,5.107954339,1.602433879,0.205558635,0.99982009,882.7 -> 184.1,PCandSM,2351.780174,2126.048151,1500.580109,2042.860138,2136.74017,2261.460167,2401.760166,2431.240196,2488.040173,2251.20015,2133.64016,1643.480106,2598.720203
PCo(44:5),-0.147988128,5.050897912,1.615026285,0.203786698,0.99982009,878.7 -> 184.1,PCandSM,2045.416142,2270.288163,1394.420094,1966.900143,1730.060116,2348.480164,2013.720135,2757.080185,2243.960175,2656.700199,2195.340145,1622.280125,2044.000141
PCp(32:4),0.180485994,11.51229572,2.471130096,0.115954527,0.99982009,738.5 -> 184.1,PCandSM,215308.1997,190540.4017,2998.780231,188582.333,203006.9752,194500.3124,174543.0732,199797.8951,199708.5339,212216.3758,263276.7204,157605.0919,236005.6959
PCp(36:5),-0.051887182,6.38346613,0.202169056,0.652975713,0.99982009,764.6 -> 184.1,PCandSM,5559.636397,5755.428426,1528.080109,6212.100502,4532.260277,6509.700455,6305.480412,6358.260468,7218.30061,5730.880436,5049.820415,3966.200268,4692.320271
PCp(42:4),-0.154071125,5.3303783,1.759268608,0.184715769,0.99982009,850.7 -> 184.1,PCandSM,2480.396166,2759.272203,1674.240112,2901.260208,2324.280151,2769.280209,2793.380196,2785.680222,2676.600174,2894.9002,2335.160168,2445.240177,2272.560143
PCp(42:6),0.117703614,5.284432212,1.026268837,0.311036624,0.99982009,846.6 -> 184.1,PCandSM,2646.97619,2442.696175,1551.000122,2375.720173,2883.940182,2846.380177,2616.540195,2385.780178,2668.880188,2419.080196,2291.58017,2186.520149,2773.940216
PE (12:0),-0.001722165,4.465899692,2.15E-04,0.988289433,0.99982009,398.2303 -> 257.2303,PE,1386.552103,1389.3761,1374.140091,1406.2001,1468.100105,1425.800102,1354.220104,1325.28009,1386.040108,1422.020103,1417.680107,1367.580105,1306.720093
PE (14:0),-0.007647758,4.485089781,0.004251423,0.948012422,0.99982009,426.2616 -> 285.2616,PE,1406.772098,1415.524099,1354.120094,1391.280109,1372.960098,1406.66011,1442.580109,1496.640099,1427.500088,1389.560093,1447.840103,1393.480083,1342.980091
PE (14:1),0.005488113,4.484769848,0.002189267,0.962680912,0.99982009,424.246 -> 283.246,PE,1412.084097,1408.212099,1354.420082,1464.920113,1401.220097,1313.300091,1426.080093,1504.360096,1351.92009,1323.140087,1426.300091,1435.340111,1454.900112
PE (16:0),-0.083077383,4.76405633,0.505590266,0.477054053,0.99982009,454.2929 -> 313.2929,PE,1680.196118,1779.984128,1473.780113,1831.200127,1659.100113,1620.140118,1588.440109,1731.100124,1773.620132,1821.140133,1925.000134,1896.340137,1454.820103
