lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,abe_average,veh_average,Blank,veh_N2,Abe_N2,veh_N3,Abe_N3,veh_N4,Abe_N4,veh_N5,Abe_N5,veh_N6,Abe_N6,veh_N7,Abe_N7
PCo(40:2),0.01539083,5.252566553,0.019847648,0.887963414,0.999881201,828.7 -> 184.1,PCandSM,2467.846844,2460.58684,1796.460121,3098.60022,2010.320122,2023.740143,1992.800159,2281.900158,2078.960155,2226.740166,3210.680233,2441.820183,2621.020168,2690.720173,2893.300224
PCo(40:4),-0.012223294,6.379697012,0.012685062,0.910325501,0.999881201,824.6 -> 184.1,PCandSM,5532.633736,5618.670394,1803.080128,6400.340485,5267.500336,4262.360325,4086.200306,4644.640312,3382.440247,6181.160419,9269.080669,5052.640358,6014.920418,7170.880463,5175.660442
PCo(40:5),-0.072590208,6.868760941,0.448714979,0.502945823,0.999881201,822.6 -> 184.1,PCandSM,7666.683893,8123.697217,1783.500141,9411.780655,6961.900524,5323.300369,7318.580566,6340.240459,6148.940468,9808.660625,9337.820633,7372.780418,8311.480644,10485.42077,7921.38052
PCo(40:6),-0.028208859,7.445679201,0.067937872,0.794363243,0.999881201,820.6 -> 184.1,PCandSM,11717.20415,12033.0608,1604.060131,14796.98097,10652.26075,8760.960636,14486.16114,9683.840584,8482.980534,13754.82086,10918.46086,10666.96068,12922.40076,14534.80104,12840.96085
PCo(42:0),-0.149230679,5.300367921,1.866832404,0.17183831,0.999881201,860.7 -> 184.1,PCandSM,2425.840168,2710.116847,1630.680111,2736.600178,2502.660172,1924.220123,2048.640141,2605.740173,2202.260159,2725.440163,2049.800152,3335.360249,3175.320221,2933.340195,2576.360165
PCo(42:1),-0.19808346,5.309700368,3.288892764,0.069750044,0.999881201,858.7 -> 184.1,PCandSM,2414.360167,2785.933521,1447.280098,2209.940155,2236.120178,2293.860153,2400.740139,2703.20018,2270.940166,3270.320251,2388.540157,2827.60017,2843.840187,3410.680218,2345.980175
PCo(42:3),-0.140413554,5.23087319,1.6509898,0.198824268,0.999881201,854.7 -> 184.1,PCandSM,2319.773497,2573.130178,1562.540096,2889.840183,2120.160141,2180.740162,2557.440159,2565.060169,1790.280128,2686.620197,2634.100193,2507.900181,2734.760208,2608.620178,2081.90015
PCo(42:4),0.10096973,5.231070033,0.854012375,0.355419729,0.999881201,852.7 -> 184.1,PCandSM,2537.290181,2384.77683,1397.640099,2631.680195,2120.12014,1518.140099,2021.620152,2319.660164,2252.740154,2534.820156,3528.720245,2779.520199,2735.700207,2524.840168,2564.840187
PCo(42:6),-0.02112823,5.229828831,0.037397241,0.846658509,0.999881201,848.6 -> 184.1,PCandSM,2421.216835,2474.140176,1513.98011,2834.100178,2312.700146,2153.020164,2271.44017,2495.720173,1962.440144,2194.540176,3037.7202,2260.120148,2469.500172,2907.340218,2473.500179
PCo(44:3),-0.128842779,4.965574033,1.38321322,0.239554576,0.999881201,882.7 -> 184.1,PCandSM,1920.4268,2112.836816,1500.580109,1780.58012,1598.760109,1754.220135,2094.500156,2067.200138,1564.940109,1873.380127,1922.660133,2920.960201,2200.780155,2280.680176,2140.920135
PCo(44:4),-0.168470835,4.902205023,2.361588351,0.124355515,0.999881201,880.7 -> 184.1,PCandSM,1818.826795,2057.81682,1327.5201,1963.160141,1771.460117,1854.060146,1626.840115,2110.060162,1803.540134,2271.140152,1927.080147,2031.640148,1919.120136,2116.840172,1864.92012
PCo(44:5),-0.127028186,4.844899681,1.341155386,0.246830316,0.999881201,878.7 -> 184.1,PCandSM,1765.180119,1941.11014,1394.420094,2149.260155,1594.260105,1810.820133,1727.960102,1500.900108,1683.560116,2035.560146,1860.800144,2097.16016,1985.380131,2052.96014,1739.120117
PCp(32:4),0.15520037,11.48224435,2.065171292,0.150697995,0.999881201,738.5 -> 184.1,PCandSM,206398.7774,187180.7734,2998.780231,226689.0365,258619.7196,98062.50822,185085.4132,197626.232,209891.974,206813.274,190968.253,175287.1329,162710.9887,218606.4566,231116.3158
PCp(36:5),-0.106879505,6.489428723,0.970431489,0.32457259,0.999881201,764.6 -> 184.1,PCandSM,5810.373748,6299.157117,1528.080109,6710.600418,4942.20034,4668.740341,4544.58028,4713.320362,4594.660297,7074.000519,5958.820435,5977.720421,7891.680649,8650.560642,6930.300484
PCp(40:6),-0.0550081,7.299438343,0.258188217,0.611367615,0.999881201,818.6 -> 184.1,PCandSM,10450.00074,10941.52743,1900.340134,15585.20096,8930.600719,7573.960506,13473.62107,8024.200581,8662.300583,11314.48093,9443.700584,9895.220661,12344.94076,13256.10091,9844.840733
PCp(42:4),-0.020667424,5.530513397,0.035947607,0.849623731,0.999881201,850.7 -> 184.1,PCandSM,3001.566889,3062.506882,1674.240112,3113.040199,2155.960163,2974.180187,2309.880154,2745.860229,2553.480171,3229.600185,4669.10038,2864.76022,3617.260269,3447.600273,2703.7202
PCp(42:6),0.08369969,5.283224189,0.587334956,0.443451529,0.999881201,846.6 -> 184.1,PCandSM,2607.876856,2477.206844,1551.000122,2675.320194,2240.540173,2048.660149,2684.240192,2584.840199,2210.480164,2064.680149,2858.660217,2810.820206,3169.540222,2678.920166,2483.800171
PE (12:0),0.047875409,4.48770192,0.188778962,0.663934825,0.999881201,398.2303 -> 257.2303,PE,1438.5501,1401.293436,1374.140091,1477.680107,1438.000099,1300.940094,1479.620106,1368.740105,1473.000099,1414.160114,1340.480103,1446.940098,1527.180103,1399.300098,1373.020092
PE (14:0),0.023032095,4.459564797,0.043657714,0.834491734,0.999881201,426.2616 -> 285.2616,PE,1398.173433,1385.5701,1354.120094,1565.940128,1444.840103,1383.200092,1305.500103,1397.500092,1332.540096,1317.460091,1453.000099,1350.8601,1481.280109,1298.460094,1371.880089
PE (14:1),-0.071496895,4.4560178,0.420607772,0.516633934,0.999881201,424.246 -> 283.246,PE,1349.346762,1427.716771,1354.420082,1594.900131,1325.380096,1417.020107,1452.020103,1357.960098,1284.26009,1293.660091,1408.320103,1560.500103,1379.640095,1342.260094,1246.460083
PE (16:0),0.003394716,4.650826751,9.53E-04,0.975367379,0.999881201,454.2929 -> 313.2929,PE,1592.283447,1599.610115,1473.780113,1604.000111,1656.920135,1510.780106,1817.600124,1569.780117,1438.700096,1504.920113,1618.14011,1841.960133,1388.300095,1566.220112,1634.040119
PE (16:1),0.001398442,4.475926781,1.61E-04,0.98987513,0.999881201,452.2773 -> 311.2773,PE,1406.0601,1415.470101,1336.900108,1625.960106,1563.620113,1348.500092,1438.540104,1344.940102,1388.060093,1265.540096,1374.180099,1518.600117,1301.12009,1389.280094,1370.840099
PE (18:0),-0.020875567,4.822943169,0.036214934,0.849072316,0.999881201,482.3242 -> 341.3242,PE,1802.5868,1844.030128,1392.96011,2407.360161,2151.800156,1504.240105,1685.720131,1790.340126,1563.640102,1829.580135,1797.28014,1657.56012,1753.960129,1875.100121,1863.12014
PE (18:1),0.141098907,5.198305577,1.666274478,0.196758281,0.999881201,480.3086 -> 339.3086,PE,2496.286837,2287.9335,1542.080109,4172.08033,2859.960186,1466.120106,2286.360157,1933.640133,1794.52013,1876.820114,2800.840164,2097.920166,2266.400154,2181.020153,2969.640228
PE (18:2),-0.023984256,4.551273141,0.047479115,0.827509343,0.999881201,478.2929 -> 337.2929,PE,1480.150104,1515.803445,1286.840092,1814.140137,1402.680096,1399.680107,1510.360104,1378.680096,1360.280087,1515.0401,1475.820118,1471.300106,1567.620106,1515.980122,1564.140114
PE (18:3),0.043686023,4.46038876,0.157058338,0.691879402,0.999881201,476.2773 -> 335.2773,PE,1407.91677,1374.943434,1363.520103,1382.860104,1387.660099,1341.500092,1364.300102,1507.920109,1425.160091,1361.420105,1349.700104,1281.76009,1431.340111,1374.200104,1489.340111
PE (18:4),0.007261364,4.441771573,0.004337971,0.947486678,0.999881201,474.2616 -> 333.2616,PE,1379.103429,1381.616767,1275.440086,1475.340099,1389.560101,1319.720104,1332.880096,1345.100094,1299.780087,1367.320114,1494.840107,1389.860092,1412.920097,1392.360096,1344.640083
PE (20:0),0.00478714,4.489331732,0.001887186,0.965349394,0.999881201,510.3555 -> 369.3555,PE,1410.290094,1415.570098,1472.920101,1662.240108,1417.860096,1443.180096,1449.240097,1393.660103,1386.180092,1258.860096,1370.320084,1381.980087,1422.380104,1353.500095,1415.760094
PE (20:1),-0.001938866,4.830223675,3.12E-04,0.985899596,0.999881201,508.3399 -> 367.3399,PE,1801.433463,1821.986801,1653.400112,3343.560253,2180.300144,1558.380112,1783.360142,1467.600101,1483.740105,1392.700092,1757.220127,1658.860134,1764.060116,1510.82011,1839.920147
PE (20:2),0.03578962,4.622085859,0.105886479,0.744876822,0.999881201,506.3242 -> 365.3242,PE,1576.880109,1547.706781,1460.600101,1724.700123,1571.720116,1909.040138,1479.320095,1488.760109,1485.200096,1384.8801,1996.920143,1455.000114,1518.780113,1323.8601,1409.340092
PE (20:3),0.067100065,5.064290585,0.37605295,0.539723238,0.999881201,504.3086 -> 363.3086,PE,2217.780158,2136.180155,1422.600109,3054.660213,2170.360149,1460.080109,2018.340141,1739.040123,1580.62011,2255.340179,3115.600227,2080.940159,1863.700134,2227.020145,2558.060184
PE (21:0),0.124932115,4.601779078,1.289597186,0.256122197,0.999881201,524.3348 -> 383.3348,PE,1615.790111,1491.966777,1294.260094,1569.240112,1642.280109,1459.840103,1375.480091,1421.280098,1407.720093,1546.280125,2014.60014,1568.580116,1591.100113,1386.580109,1663.56012
PE (22:0),0.00693168,4.416744435,0.003949117,0.949892323,0.999881201,538.3868 -> 397.3868,PE,1346.893426,1349.326766,1343.780106,1331.240089,1328.48008,1363.400105,1333.26009,1369.380104,1344.900105,1311.140099,1329.300087,1413.2001,1329.680092,1307.600101,1415.740101
PE (22:1),0.017546896,4.533100139,0.025391513,0.873395379,0.999881201,536.3712 -> 395.3712,PE,1469.120102,1461.876767,1419.460102,1773.920116,1486.260101,1439.040092,1470.180107,1423.020103,1366.140099,1420.400105,1721.440113,1382.28009,1414.8601,1332.600094,1355.840092
PE (22:2),-0.078991101,4.705956166,0.516944692,0.472147907,0.999881201,534.3555 -> 393.3555,PE,1616.573448,1720.733451,1408.60009,1656.760117,1593.400112,1450.580101,1631.700104,1600.460106,1976.100136,2076.440144,1532.520119,1728.000122,1406.98011,1812.160118,1558.740108
PE (24:0),0.038629167,4.611823946,0.123322732,0.725458291,0.999881201,580.3974 -> 439.3974,PE,1566.540109,1536.106769,1450.940102,1617.920113,1621.68013,1419.140079,1391.920101,1466.780098,1515.420094,1797.320133,1567.040108,1319.640087,1450.980095,1595.840103,1852.200127
PE (26:0),-0.026081908,4.568725442,0.056159688,0.812672032,0.999881201,608.4287 -> 467.4287,PE,1488.013438,1525.613443,1399.680107,1644.620117,1490.140106,1471.500099,1564.140114,1596.240108,1481.760098,1597.040119,1506.74012,1477.560116,1444.280102,1366.7201,1441.020088
PE (26:1),0.009331743,4.447145012,0.007159938,0.932566346,0.999881201,606.4131 -> 465.4131,PE,1359.793427,1360.400098,1559.780106,1339.0201,1432.44009,1281.900097,1237.820087,1389.840096,1355.840099,1389.220097,1405.380093,1353.960098,1334.560089,1408.460098,1392.7201
PE (28:0),0.024466243,4.419044987,0.049208797,0.824445789,0.999881201,636.46 -> 495.46,PE,1361.620097,1347.936757,1295.240086,1412.100098,1313.060101,1368.94009,1259.320091,1330.020081,1445.660099,1269.800098,1347.760101,1331.360081,1391.540096,1375.400093,1412.380093
PE (28:1),-0.02676298,4.443775783,0.058931374,0.808192989,0.999881201,634.4444 -> 493.4444,PE,1365.213432,1400.9601,1267.900082,1600.140102,1423.540092,1378.280102,1359.980099,1425.680096,1419.120106,1271.640091,1347.340107,1408.640114,1353.500107,1321.380093,1287.800079
PE (28:2),0.009362869,4.393604858,0.007199544,0.932380543,0.999881201,632.4287 -> 491.4287,PE,1323.60009,1324.043424,1355.880089,1409.420101,1322.58009,1301.44009,1268.440086,1363.460087,1311.780098,1268.920082,1393.900089,1284.18008,1334.440094,1316.840103,1310.460083
PE (30:0),0.037010231,4.485650785,0.112830794,0.73694405,0.999881201,664.4913 -> 523.4913,PE,1437.156764,1410.356765,1308.3601,1431.440098,1323.020096,1286.7001,1509.300095,1298.340107,1405.58009,1326.740082,1464.720093,1538.080101,1481.200108,1580.840103,1439.120106
PE (30:1),0.069590178,4.479053327,0.398670472,0.52777668,0.999881201,662.4757 -> 521.4757,PE,1433.72677,1375.993427,1436.340096,1497.340099,1495.840107,1351.260094,1426.020111,1342.560097,1511.30011,1378.620094,1455.760109,1404.580093,1428.3801,1281.600086,1285.060085
PE (30:2),0.028962098,4.369192938,0.06883419,0.793041822,0.999881201,660.46 -> 519.46,PE,1308.940094,1291.663426,1345.800091,1359.500103,1440.180099,1306.660084,1312.8801,1260.700089,1264.600079,1315.680099,1278.740093,1265.720093,1286.240101,1241.720089,1271.000092
PE (30:3),0.009465984,4.378119138,0.007357084,0.931646514,0.999881201,658.4444 -> 517.4444,PE,1315.840092,1315.823427,1268.400082,1323.680096,1390.280109,1359.660088,1313.520088,1389.140099,1288.94009,1325.120106,1347.240097,1263.240093,1244.160084,1234.100082,1310.900085
PE (30:4),0.04911634,4.375476754,0.198010314,0.656331679,0.999881201,656.4287 -> 515.4287,PE,1325.666759,1289.603426,1333.640099,1240.260086,1354.100082,1230.500092,1341.780094,1389.260101,1329.020088,1314.280083,1227.800087,1333.240105,1422.240105,1230.08009,1279.060097
PE (32:0),0.062943884,4.807489027,0.32906706,0.566208954,0.999881201,692.5226 -> 551.5226,PE,1828.703456,1764.496789,1455.780102,1994.640148,2061.280132,1470.720104,2002.340149,1542.740101,1536.400112,1686.820118,1935.080112,2061.680138,1570.620106,1830.380127,1866.500122
PE (32:1),-0.039820501,4.954107062,0.132118717,0.716245316,0.999881201,690.507 -> 549.507,PE,1955.456811,2025.923479,1596.560143,2311.420158,2499.4002,1645.440121,2107.460144,1614.200123,1624.680126,2261.100151,1696.740128,2164.82016,1931.100136,2158.560162,1873.360134
PE (32:2),-0.016808491,4.44983318,0.02324432,0.878823442,0.999881201,688.4913 -> 547.4913,PE,1368.346766,1394.280099,1362.340096,1715.760117,1353.240097,1415.980091,1432.360096,1329.620102,1309.920097,1263.720097,1356.900093,1345.0201,1402.140102,1295.580086,1355.520107
PE (32:3),-0.071572044,4.424460904,0.420984283,0.516446315,0.999881201,686.4757 -> 545.4757,PE,1310.750093,1386.810102,1428.500103,1423.600105,1315.120087,1378.920105,1330.080093,1332.800102,1287.240086,1327.440098,1316.680103,1489.920109,1301.980087,1368.180092,1313.400101
PE (32:4),-0.026602408,4.402976412,0.058145969,0.809450679,0.999881201,684.46 -> 543.46,PE,1320.893422,1355.233422,1300.28009,1377.520088,1384.980087,1302.800083,1253.640079,1335.160091,1406.94009,1313.320076,1346.460094,1429.820091,1248.280083,1372.780102,1285.060097
PE (32:5),0.089075394,4.420590554,0.652181962,0.41933365,0.999881201,682.4444 -> 541.4444,PE,1392.95343,1318.686763,1294.200085,1314.080097,1479.280106,1429.700104,1317.960094,1289.760098,1542.360104,1249.320087,1326.000092,1357.840096,1256.820084,1271.420097,1435.300102
PE (34:0),-0.106765619,5.114522289,0.952737591,0.329023445,0.999881201,720.5539 -> 579.5539,PE,2158.020158,2343.526836,1507.200108,3055.300217,2439.58017,1779.44014,1830.960136,2056.540134,2006.840157,2513.400158,2084.680153,2346.540176,2442.800175,2309.940189,2143.260159
PE (34:1),0.117196236,6.807825395,1.169016233,0.27960347,0.999881201,718.5383 -> 577.5383,PE,7813.377221,7286.140489,2034.900135,13004.421,9645.100666,2499.280163,7257.780521,5524.180309,5476.800373,6498.160404,7296.46048,7484.480438,8745.000648,8706.320618,8459.12064
PE (34:2),-0.072579146,5.139349474,0.440520218,0.506871475,0.999881201,716.5226 -> 575.5226,PE,2218.473492,2354.143494,1589.460125,3540.880238,2489.220181,1485.700092,2114.620144,2142.060135,1694.900127,2386.140141,2321.140179,2076.840168,2383.340137,2493.240192,2307.620182
PE (34:3),0.100991371,4.977375581,0.850298367,0.356467945,0.999881201,714.507 -> 573.507,PE,2107.376811,1980.870135,1371.560104,2111.700169,2774.32019,1588.900105,1850.080128,2048.680141,2011.460133,1988.420124,1978.800152,2100.200142,1994.160126,2047.320129,2035.44014
PE (34:4),0.201820091,8.218255807,3.481935008,0.062042152,0.999881201,712.4913 -> 571.4913,PE,21679.87821,19035.25129,1620.820114,22007.16143,26844.46192,10918.38075,17192.46107,19259.72134,22902.80126,20684.30145,19993.74147,17758.64104,16461.76126,23583.30175,26684.04226
PE (34:5),0.102396391,6.019566571,0.887375318,0.346189564,0.999881201,710.4757 -> 569.4757,PE,4482.403643,4215.803619,1302.140095,5205.260315,5667.720371,2550.580196,3810.620274,4446.640343,4469.340324,4547.360279,4550.000355,3750.720211,3352.400253,4794.260368,5044.340282
PE (34:6),0.008811827,4.388047053,0.006375775,0.93635779,0.999881201,708.46 -> 567.46,PE,1317.470094,1317.943427,1360.400085,1343.140091,1379.620106,1367.580112,1352.480103,1274.020084,1281.120087,1288.580086,1287.660088,1292.520092,1328.180092,1341.820099,1275.76009
PE (36:0),0.070459384,5.910683396,0.419752958,0.517060339,0.999881201,748.5852 -> 607.5852,PE,4104.570292,3944.010286,1367.62009,5839.180454,4669.180332,2512.180183,4103.700294,2755.180195,2890.120201,4133.780334,4306.600288,3651.600204,4451.060299,4772.140347,4206.760338
PE (36:1),-0.075240173,7.578306936,0.483483314,0.486848741,0.999881201,746.5696 -> 605.5696,PE,12574.3742,13394.0475,2339.400154,21991.1213,14237.62096,4886.620296,11740.86077,9159.220604,9968.260571,12253.94074,13986.18107,15169.44105,13875.78102,16903.941,11637.54079
PE (36:4),-0.046601421,6.358145856,0.184344904,0.667665585,0.999881201,740.5226 -> 599.5226,PE,5383.127063,5612.747048,1759.320141,6786.220474,5694.020393,2248.720161,4542.980373,3950.540237,3920.020245,6037.900421,5929.82045,6175.480404,5291.160458,8477.62059,6920.76046
PE (36:5),0.016390545,4.763988677,0.022292832,0.881310726,0.999881201,738.507 -> 597.507,PE,1745.273459,1739.306785,1431.160088,2183.440144,1862.680122,1326.44009,1767.040123,1418.480099,1417.82011,1827.580132,1841.180141,1685.360115,1786.060127,1994.540131,1796.86013
PE (36:6),-0.014140382,4.467524931,0.016462676,0.897906057,0.999881201,736.4913 -> 595.4913,PE,1394.81343,1417.826764,1287.880093,1538.340111,1275.500076,1432.44009,1468.360104,1348.940098,1349.880096,1414.880108,1375.620094,1450.320087,1474.660095,1322.040092,1424.860111
PE (36:7),0.106762994,4.621017095,0.94241615,0.331657243,0.999881201,734.4757 -> 593.4757,PE,1631.616776,1526.613444,1263.180092,1656.860123,1659.000099,1401.600101,1607.520123,1520.040104,1736.000111,1578.000114,1873.220127,1622.240116,1515.340099,1380.940105,1398.620094
PE (36:8),0.085372447,4.930865695,0.607056472,0.435898258,0.999881201,732.46 -> 591.46,PE,2023.24347,1924.243471,1398.580101,2512.160198,2334.040146,1597.000111,1877.760143,1548.900112,2082.780151,1950.900127,2032.120129,2028.100143,1780.800125,1908.400135,2031.960125
PE (38:0),-0.150569029,6.337968743,1.922985709,0.165527891,0.999881201,776.6165 -> 635.6165,PE,5033.297009,5634.137072,2728.480171,7335.460556,4692.660316,3408.600243,5339.480362,4250.380291,4248.500309,5553.040436,4309.660286,5894.520351,5927.70039,7362.820553,5681.780388
PE (38:1),-0.128618814,5.11056587,1.382613304,0.239656508,0.999881201,774.6009 -> 633.6009,PE,2147.663485,2365.823507,1378.580086,2726.380215,2104.940147,1484.540112,2580.520199,2128.380138,1819.020115,2456.000183,1967.900127,2548.140186,2449.420185,2851.50021,1964.180138
PE (38:2),-0.118737941,5.12036441,1.178587557,0.277643729,0.999881201,772.5852 -> 631.5852,PE,2167.206828,2374.326838,1402.08009,3363.16024,2633.040211,1612.600124,2191.860149,1633.180126,1957.780136,2707.580193,2123.080154,2140.500168,2326.100178,2788.940174,1771.380142
PE (38:3),-0.027744368,6.678230935,0.065485491,0.798027028,0.999881201,770.5696 -> 629.5696,PE,6809.760494,7017.450495,1673.600113,10194.06072,8150.020527,2677.560173,5487.560402,5040.360363,5494.340393,7431.580517,7793.14053,8212.360561,6735.240562,8548.780632,7198.260548
PE (38:4),-0.073928107,8.566708173,0.467831222,0.493986603,0.999881201,768.5539 -> 627.5539,PE,25111.81843,26702.37189,3028.380207,37855.04255,26817.04167,7801.580524,21665.96154,15745.14106,16392.82121,28675.52213,27234.42197,32411.78249,29935.98216,37725.1626,28624.68207
PE (38:5),-0.03122896,6.98880864,0.083105031,0.77313285,0.999881201,766.5383 -> 625.5383,PE,8445.897273,8719.187347,2034.540134,12993.36108,9234.160702,3237.660236,7581.820446,5921.360424,5160.100399,9178.720669,9256.220638,9930.640705,8991.780632,11053.38097,10451.30082
PE (38:6),0.002520797,6.470180407,5.40E-04,0.981462633,0.999881201,764.5226 -> 623.5226,PE,5947.947128,5989.580439,1615.100098,7407.000549,5534.460423,2806.4002,5788.080395,4108.140301,4300.800308,6814.220505,7536.220631,6610.860416,6300.380501,8190.860661,6227.740509
PE (38:7),-0.039677167,4.789348518,0.130744086,0.717661789,0.999881201,762.507 -> 621.507,PE,1757.77013,1821.086803,1274.020088,2167.940163,1661.420116,1518.320107,1772.040131,1712.980141,1531.360104,1572.480106,1991.780163,2188.880157,1692.340134,1765.920143,1897.68013
PE (38:8),0.080392982,4.59055656,0.533672883,0.465066783,0.999881201,760.4913 -> 619.4913,PE,1557.06344,1483.310106,1524.80011,1578.280106,1657.700104,1441.900097,1446.260105,1514.700111,1587.420113,1463.300102,1517.14011,1544.32011,1537.860104,1357.360111,1596.000107
PE (38:9),0.102842633,4.556718103,0.872902247,0.350153095,0.999881201,758.4757 -> 617.4757,PE,1551.683441,1455.330102,1287.620094,1667.560112,1442.040092,1359.740093,1586.460114,1403.020092,1483.920094,1474.960098,1731.520119,1482.500107,1513.860111,1344.200108,1552.300114
PE (40:0),0.0393282,4.503594072,0.127462601,0.721077546,0.999881201,804.6478 -> 663.6478,PE,1454.583436,1424.823436,1340.120079,1400.660095,1484.260105,1408.560116,1443.980095,1420.340096,1384.540096,1478.420105,1461.840103,1489.320103,1438.840092,1351.640102,1514.040123
PE (40:1),0.099255652,4.483336326,0.811327888,0.367727951,0.999881201,802.6322 -> 661.6322,PE,1466.536769,1378.016764,1290.440086,1333.640102,1413.12011,1308.94009,1383.800102,1495.080093,1437.560108,1403.680111,1580.580105,1391.520084,1492.900097,1335.240105,1491.26009
PE (40:10),0.034830487,4.497867882,0.09998005,0.751853576,0.999881201,784.4913 -> 643.4913,PE,1453.233434,1428.94677,1256.700081,1475.020111,1545.740105,1301.880089,1401.460106,1505.500111,1505.380093,1314.820095,1500.800106,1510.040104,1407.740105,1466.420109,1358.28009
PE (40:2),-0.076220946,4.633572044,0.480438462,0.488223779,0.999881201,800.6165 -> 659.6165,PE,1536.650108,1629.800116,1384.740112,1650.020103,1532.160107,1776.540127,1407.540096,1523.480118,1366.780098,1555.600113,1716.120132,1648.76012,1701.600109,1624.400112,1495.700108
PE (40:3),-0.005043265,4.985571163,0.002121338,0.963264031,0.999881201,798.6009 -> 657.6009,PE,2048.656809,2070.176818,1345.640091,2019.440159,1818.56012,1629.280117,1903.800137,1886.160137,1590.580109,2570.460171,2287.260185,1953.480156,1830.000122,2362.24017,2861.740185
PE (40:4),-0.102699368,6.71697093,0.897328764,0.343498979,0.999881201,796.5852 -> 655.5852,PE,6837.067158,7408.690519,1465.740093,8777.000622,7509.740524,3241.400242,4667.38031,4651.980289,5022.300419,8795.120579,7092.580505,8378.060589,8285.060532,10608.58079,8445.34066
PE (40:5),-0.146696518,7.607250633,1.83750723,0.175243396,0.999881201,794.5696 -> 653.5696,PE,12566.9876,14041.04432,1732.580124,17808.76131,12986.10087,5168.720352,9156.520592,7596.520542,8242.740631,16820.88128,14338.64119,18074.06106,17047.88139,18777.32134,13630.04094
PE (40:7),-0.175271558,6.206742095,2.603031684,0.106659509,0.999881201,790.5383 -> 649.5383,PE,4621.427011,5270.053691,1668.480125,7705.480442,5513.700466,2442.720184,3735.980278,3798.140244,3635.660267,5495.44043,4725.000275,5595.060429,5639.92046,6583.480415,4478.300323
PE (40:8),-0.034127994,4.649274932,0.096395064,0.756199353,0.999881201,788.5226 -> 647.5226,PE,1588.82011,1639.03345,1260.080082,1879.020126,1517.980106,1398.200092,1340.5201,1420.520103,1475.240105,1786.56012,1765.260117,1686.160133,1759.560123,1663.740124,1674.360111
PE (40:9),-0.011236888,4.500307958,0.010405712,0.918750015,0.999881201,786.507 -> 645.507,PE,1428.413434,1449.843433,1310.76009,1604.280125,1401.180096,1444.100098,1543.540115,1437.260098,1421.64011,1386.700092,1457.840099,1533.500092,1309.68008,1293.220097,1436.600105
PE (42:0),0.046595412,4.467895408,0.178685922,0.672504979,0.999881201,832.6791 -> 691.6791,PE,1411.570099,1376.07676,1427.600109,1432.720104,1501.560104,1344.600079,1349.920097,1388.820099,1293.120083,1301.260098,1433.420101,1387.320095,1388.420101,1401.740086,1502.980106
PE (42:1),-0.060335624,4.464452449,0.299544507,0.584168115,0.999881201,830.6635 -> 689.6635,PE,1354.550097,1421.873434,1449.360111,1421.000095,1358.26009,1451.380104,1406.840103,1436.640102,1381.840107,1324.540081,1399.120098,1499.080112,1285.800091,1398.600109,1295.44009
PE (42:10),0.02361926,4.580099564,0.046075158,0.830039235,0.999881201,812.5226 -> 671.5226,PE,1531.766773,1516.206772,1351.660091,1598.380108,1550.500111,1585.840126,1631.620113,1484.300098,1433.820103,1494.320103,1504.320107,1433.300091,1658.520107,1501.100105,1411.820099
PE (42:11),-0.036617676,4.537561366,0.110559423,0.739508137,0.999881201,810.507 -> 669.507,PE,1436.776766,1483.516768,1532.740101,1475.660099,1406.560108,1459.620094,1532.260098,1348.340099,1367.680099,1526.92009,1467.08009,1694.900124,1442.200096,1395.660103,1404.880104
PE (42:2),0.028744376,5.454501753,0.069411447,0.792195647,0.999881201,828.6478 -> 687.6478,PE,2793.943525,2756.990191,2695.420197,2834.7402,2866.440186,2862.46019,2806.000198,2840.660202,2784.940205,2646.100185,2889.460178,2712.360184,2691.9002,2645.620186,2724.920181
PE (42:3),-0.011480013,4.504857432,0.010860973,0.916997945,0.999881201,826.6322 -> 685.6322,PE,1428.993434,1450.00677,1360.420097,1484.500107,1388.08009,1434.600109,1354.600101,1483.380104,1389.080097,1396.30011,1358.560085,1511.140102,1521.180107,1390.120087,1562.460121
PE (42:4),0.009554678,4.795053707,0.007582357,0.93061052,0.999881201,824.6165 -> 683.6165,PE,1790.876792,1792.000131,1331.26009,1904.84013,1975.260136,1457.740108,1610.960114,1612.820118,1512.260098,1810.900135,2017.840157,2032.30014,2028.820145,1933.400154,1600.120106
PE (42:5),0.006343119,4.770071853,0.003339246,0.953918925,0.999881201,822.6009 -> 681.6009,PE,1746.873449,1753.093458,1423.060112,1887.260124,1978.600124,1443.46011,1513.980095,1418.540108,1534.520107,1769.96014,1961.700134,2046.560135,1661.080112,1952.780132,1831.360123
PE (42:6),0.001635992,4.638122017,2.21E-04,0.988128623,0.999881201,820.5852 -> 679.5852,PE,1582.723443,1593.196779,1401.040104,1990.640152,1683.42012,1413.600094,1411.760113,1396.60009,1484.680099,1588.96011,1496.420105,1505.400101,1745.340111,1663.980129,1674.720112
PE (42:7),-0.034892951,4.635502281,0.100715267,0.750972968,0.999881201,818.5696 -> 677.5696,PE,1566.77344,1617.033454,1320.220093,1804.160141,1750.480122,1477.760105,1556.720112,1411.020107,1445.360088,1704.500126,1608.000118,1814.480133,1617.420116,1490.280109,1422.660084
