lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,abe_average,veh_average,Blank,veh_N3,Abe_N3,veh_N4,Abe_N4,veh_N5,Abe_N5,veh_N6,Abe_N6,veh_N7,Abe_N7
PC (44:6),0.03635266,4.204969359,0.069500415,0.792065568,0.999200575,890.7 -> 184.1,PCandSM,1958.612139,1874.892139,1342.420094,2092.560154,1970.000134,1737.680134,1557.320122,1847.640125,2076.780136,1835.260136,2204.300159,1861.320148,1984.660145
PC (44:7),0.069269722,4.111804107,0.251904005,0.615737588,0.999200575,888.6 -> 184.1,PCandSM,1843.708134,1724.808118,1362.540092,1733.480106,1829.540131,1701.960117,1920.56015,1757.780121,1829.280121,1636.300121,2070.580151,1794.520126,1568.580116
PC (44:8),0.131536921,4.202829864,0.909645614,0.340208465,0.999200575,886.6 -> 184.1,PCandSM,2025.376151,1814.500137,1288.280087,1575.8601,2101.560154,1923.140148,1632.380108,1667.740135,1912.120136,2114.56015,2303.36018,1791.20015,2177.460175
PC (46:0),0.045161191,4.099247843,0.107043621,0.743535366,0.999200575,930.8 -> 184.1,PCandSM,1803.95613,1716.132117,1431.30011,1577.120121,1733.360123,1657.680111,1678.800121,1819.220119,2031.340145,1871.120125,2056.340153,1655.520111,1519.940109
PC (46:1),0.127624086,3.975750314,0.852600931,0.355817587,0.999200575,928.8 -> 184.1,PCandSM,1694.652113,1522.304108,1376.120102,1590.960129,1676.160103,1547.560108,1488.78009,1453.96011,1669.980106,1522.2001,1993.120152,1496.840096,1645.220116
PC (46:2),-0.05089329,3.995642382,0.135683461,0.712610515,0.999200575,926.8 -> 184.1,PCandSM,1620.068118,1648.080116,1356.520096,1683.740124,1555.800106,1670.0401,1493.080116,1604.420113,1652.000118,1735.520123,1700.360115,1546.680119,1699.100136
PC (48:0),-0.053133353,3.981867108,0.147851945,0.700596626,0.999200575,958.8 -> 184.1,PCandSM,1603.420113,1633.452115,1348.880093,1508.980103,1601.540112,1470.580097,1375.800102,1663.380119,1608.2001,1776.940121,1805.520126,1747.380135,1626.040127
PC (48:2),-0.011131038,4.087082692,0.006502598,0.935729299,0.999200575,954.8 -> 184.1,PCandSM,1762.684117,1745.512121,1332.320091,1961.520126,1727.560108,1723.260124,1707.260124,1678.040115,1729.600113,1789.180126,1671.940105,1575.560112,1977.060135
PC (50:0),-0.015983816,3.903385388,0.013357866,0.9079884,0.999200575,986.9 -> 184.1,PCandSM,1527.536113,1516.14811,1369.180096,1529.480106,1573.940121,1572.200111,1490.600117,1434.440117,1514.440113,1566.660103,1647.020107,1477.960114,1411.680107
PC (52:0),0.036426849,3.844849714,0.069299798,0.792359014,0.999200575,1014.9 -> 184.1,PCandSM,1497.220106,1434.068102,1279.960087,1526.840103,1462.980099,1324.020088,1451.840107,1347.62009,1627.180119,1501.040127,1496.3801,1470.820103,1447.720104
PC (52:4),0.047468981,4.066452156,0.118211263,0.730982675,0.999200575,1006.8 -> 184.1,PCandSM,1773.472122,1685.648122,1315.340096,1927.820129,1650.360111,1585.760128,1722.400105,1676.440113,1928.040138,1615.680122,1817.540127,1622.540115,1749.02013
PCo(32:0),0.120905739,8.15445654,0.785345672,0.375511213,0.999200575,720.6 -> 184.1,PCandSM,33102.56635,29916.25811,4633.240334,30713.62222,31996.96246,26977.88184,29244.84223,26455.18223,33486.56194,37251.26242,36011.52264,28183.34184,34772.94247
PCo(32:1),0.174148682,8.435630851,1.629224907,0.201810288,0.999200575,718.6 -> 184.1,PCandSM,41092.57881,35781.57442,4366.500328,35634.02269,42955.80308,34414.06234,37387.50266,31234.94229,40816.18261,44463.40297,42614.4629,33161.44183,41688.94279
PCo(32:2),0.142021455,6.443122333,1.080006347,0.298696136,0.999200575,716.6 -> 184.1,PCandSM,10157.28876,9044.148676,1585.760105,9728.380669,10715.82067,8372.480663,8390.080711,8121.180592,10253.70078,10622.44082,10328.16076,8376.260635,11098.68087
PCo(32:3),0.050867669,4.70002772,0.137004628,0.711277165,0.999200575,714.5 -> 184.1,PCandSM,2802.520201,2656.872189,1662.920113,2867.520203,2701.320198,2371.400173,2394.360172,2387.980183,3291.040215,3081.600204,3185.160225,2575.860184,2440.720196
PCo(34:0),0.268823281,7.771412835,3.876253107,0.048973738,0.999200575,748.6 -> 184.1,PCandSM,26678.17788,21756.51348,3175.960247,21840.64154,28322.80231,19486.66125,23182.78131,20306.48128,26982.08206,26812.08182,27963.28207,20336.70153,26939.94166
PCo(34:1),0.29087437,9.54636575,4.543099564,0.033051692,0.999200575,746.6 -> 184.1,PCandSM,92638.93465,74410.50933,5370.32037,74204.24477,94655.60768,64760.6446,77891.94534,70587.6848,90427.2861,91670.70662,101344.3472,70829.26588,98875.48694
PCo(34:2),0.249633987,8.364907099,3.345388544,0.067393566,0.999200575,744.6 -> 184.1,PCandSM,40271.19477,33288.26222,2714.28019,34283.68226,39851.58225,29833.08207,35687.06256,31654.76234,41077.46319,41251.96242,43610.70316,29417.82204,41129.16269
PCo(34:3),0.093921621,5.680672958,0.470886208,0.492579754,0.999200575,742.6 -> 184.1,PCandSM,5827.548403,5366.776385,1448.020107,4531.540321,5222.040333,4535.720333,5146.340389,5427.860329,6416.800461,6493.080482,5736.500412,5845.680462,6616.060421
PCo(34:4),-0.008070557,6.46998068,0.003489261,0.952896382,0.999200575,740.6 -> 184.1,PCandSM,9799.340641,9683.800651,1920.660141,10150.78065,9796.180527,8513.380592,8154.340603,8592.240486,9635.380608,11432.76083,10353.7007,9729.840698,11057.10077
PCo(36:0),0.190324475,7.367626978,1.943217167,0.163319645,0.999200575,776.6 -> 184.1,PCandSM,19623.37731,16895.96912,2730.260193,15658.341,19966.96121,16296.92102,17897.30142,14175.10086,20711.78131,22231.52163,20434.96156,16117.96111,19105.88107
PCo(36:1),0.207948344,9.298173561,2.323630431,0.127422326,0.999200575,774.6 -> 184.1,PCandSM,75768.94106,64425.2964,6320.740437,63137.00465,76940.04532,59711.46427,64205.90392,60940.784,76151.34494,77311.525,86591.84601,61025.70408,74955.56509
PCo(36:2),0.255443429,7.864578704,3.500907974,0.061335193,0.999200575,772.6 -> 184.1,PCandSM,28392.16197,23375.31775,2889.940186,23084.96157,26731.56196,21138.96159,26772.68164,22056.28174,27820.82201,28562.38207,31213.38211,22034.00179,29422.36213
PCo(36:3),0.162527344,6.701613906,1.415306384,0.234177497,0.999200575,770.6 -> 184.1,PCandSM,12264.86084,10764.56073,1653.080116,9706.380692,12383.52085,10157.74078,10488.76073,10273.36061,12343.16084,13821.22089,13548.56097,9864.100681,12560.30079
PCo(36:4),0.208008699,7.023875309,2.31927993,0.127779165,0.999200575,768.6 -> 184.1,PCandSM,15619.4491,13272.60098,1621.580116,11852.16091,15750.12115,13989.82093,13428.58106,11877.12085,18002.72137,15711.00118,16029.78099,12932.90102,14886.04092
PCo(36:5),0.157118764,6.90131948,1.323392115,0.249984178,0.999200575,766.6 -> 184.1,PCandSM,14088.29703,12408.03687,1637.620117,11423.96091,13633.561,12388.82088,13355.40094,12309.88084,13567.68102,13966.00098,15353.76109,11951.52073,14531.08112
PCo(38:0),0.201931813,6.618578635,2.183615243,0.139486468,0.999200575,804.7 -> 184.1,PCandSM,11694.17686,9987.444682,1818.540134,9632.220657,12224.02103,9510.720615,11384.96077,9648.780636,11527.5609,12091.76089,12461.36092,9053.740612,10872.98067
PCo(38:1),0.21016675,8.293111024,2.371893115,0.123537158,0.999200575,802.7 -> 184.1,PCandSM,37629.96252,31955.56228,4289.42025,31237.08252,37875.56259,31170.44217,33281.54237,29728.2821,38774.42256,41025.30272,41446.3224,26616.70188,36771.96266
PCo(38:2),0.22775246,8.231951293,2.784853751,0.09515938,0.999200575,800.6 -> 184.1,PCandSM,36296.71461,30450.426,3955.900284,29052.66178,35065.58234,26818.66166,31579.62234,27576.56185,35817.30281,38918.74237,43703.88307,29885.50231,35317.1825
PCo(38:3),0.219196475,7.382474981,2.576970256,0.108429021,0.999200575,798.6 -> 184.1,PCandSM,20062.3974,16935.60121,2350.540169,17333.10137,20358.28168,14546.94103,16192.28102,16668.92109,21893.86148,19903.22142,20158.52119,16225.82112,21709.04162
PCo(38:4),0.246178323,7.437387339,3.249936203,0.071426238,0.999200575,796.6 -> 184.1,PCandSM,21095.60953,17476.91722,1891.200134,17807.70118,21663.30172,15626.58104,18502.02121,15803.82118,20802.9015,22642.36156,24097.48174,15504.12111,20412.34149
PCo(38:5),0.242144514,7.56878484,3.145053676,0.076157495,0.999200575,794.6 -> 184.1,PCandSM,23048.16954,19146.18533,2239.600155,17431.12131,22064.40161,18550.10118,20501.30135,18451.64152,23901.90167,24503.20157,24700.46172,16794.8611,24072.78133
PCo(38:6),0.272130258,7.818962234,3.972346965,0.046253262,0.999200575,792.6 -> 184.1,PCandSM,27770.82595,22593.77356,1918.22015,22288.38147,26193.12158,20302.84128,24551.50186,20557.02166,29378.92199,27060.70178,30373.42236,22759.92162,28357.16196
PCo(40:0),0.183765171,7.85920219,1.812978763,0.178151312,0.999200575,832.7 -> 184.1,PCandSM,27765.26983,24019.59369,1891.800129,22107.92167,27458.74186,23115.6818,23898.76197,21172.90141,27168.44148,30729.16212,28791.52155,22972.30147,31508.88229
PCo(40:1),0.143252829,6.190010726,1.097784133,0.294752909,0.999200575,830.7 -> 184.1,PCandSM,8455.280592,7526.532516,1888.720127,7357.620541,8100.400566,6671.68055,8127.300587,7617.760464,7698.520523,9388.880547,9301.280643,6596.720482,9048.900642
PCo(40:2),-0.035120789,6.2494777,0.066023886,0.797216494,0.999200575,828.7 -> 184.1,PCandSM,8268.352589,8327.280618,2178.020149,8774.060684,7865.380596,7153.120461,7766.920506,7943.060627,7989.120495,9391.580685,8753.260681,8374.580631,8967.080666
PCo(40:3),0.180339645,6.312855632,1.740187467,0.187115075,0.999200575,826.6 -> 184.1,PCandSM,9374.524631,8126.264609,1628.600117,8068.540611,9036.400497,7832.180584,8505.98061,8211.860664,9708.54068,9231.840633,10084.64069,7286.900551,9537.060677
PCo(40:4),0.281704253,6.737384575,4.247735743,0.039302699,0.999200575,824.6 -> 184.1,PCandSM,13038.8769,10534.89278,1846.980137,11497.42089,11715.64081,10515.40068,11466.80073,9438.040699,14098.08099,11567.48084,14212.88098,9656.120796,13700.98096
PCo(40:5),0.261155192,7.705668437,3.658289333,0.055790888,0.999200575,822.6 -> 184.1,PCandSM,25556.18184,20957.62541,1924.68013,20831.50134,24673.88182,18427.54132,23689.82174,20174.32137,24477.40155,24039.84172,26755.62183,21314.9213,28184.18226
PCo(40:6),0.15710538,8.084187899,1.325673881,0.249576299,0.999200575,820.6 -> 184.1,PCandSM,32221.49835,28382.81001,1785.580132,25685.00182,29144.88208,27354.88183,29758.36201,28436.76196,35666.04281,31814.24239,33066.16251,28623.16203,33472.04234
PCo(42:0),0.15267456,5.901004414,1.245345495,0.264443328,0.999200575,860.7 -> 184.1,PCandSM,6957.176453,6149.160431,1478.800121,6697.26054,6970.040493,4651.400295,5874.600426,5682.30032,6358.880417,7654.080559,9328.000542,6060.760441,6254.360386
PCo(42:1),0.094102325,5.400585601,0.471874318,0.492126156,0.999200575,858.7 -> 184.1,PCandSM,4773.240318,4393.464328,1437.920094,3827.180298,3761.800213,4187.300316,3584.120232,4772.02039,5361.180347,5948.020443,5948.060425,3232.800194,5211.040371
PCo(42:2),0.246542826,5.311662317,3.233535081,0.072144798,0.999200575,856.7 -> 184.1,PCandSM,4715.544315,3906.744279,1341.880089,3396.500256,5007.020351,3563.240246,4466.920292,4173.680286,4288.680317,5119.380402,4935.360313,3280.920208,4879.740299
PCo(42:3),0.161309269,5.158951262,1.383489987,0.239507569,0.999200575,854.7 -> 184.1,PCandSM,4087.348307,3589.084242,1549.860115,3109.260231,3839.540295,3158.86021,3361.000259,3607.720249,4228.180313,4362.120296,4981.680378,3707.460224,4026.34029
PCo(42:4),0.272697308,5.512943743,3.960154845,0.046589418,0.999200575,852.7 -> 184.1,PCandSM,5467.800387,4440.49231,1537.380108,4381.420341,5328.180378,5012.240341,5074.560387,4193.800259,5417.140396,4129.200306,5893.180382,4485.800304,5625.940392
PCo(42:6),0.218351038,7.245735775,2.556517743,0.109840285,0.999200575,848.6 -> 184.1,PCandSM,18196.13324,15367.64917,2513.960163,13913.08104,16105.02107,14034.06114,14812.24091,15670.50101,18994.46143,19422.54153,20922.86148,13798.06115,20146.08131
PCo(44:3),-0.15950639,6.001251603,1.359870445,0.243559936,0.999200575,882.7 -> 184.1,PCandSM,6708.464487,7345.552511,1433.300114,7259.120453,6960.140484,8060.400631,5809.920341,6012.180443,7096.64061,7135.720455,8028.020538,8260.340572,5647.60046
PCo(44:4),0.130958442,4.673869173,0.907640087,0.340741349,0.999200575,880.7 -> 184.1,PCandSM,2847.952216,2557.83619,1426.320091,2530.820187,2630.180206,2115.660145,2947.880207,2310.140175,2407.000187,2976.940216,2889.180199,2855.620228,3365.520279
PCo(44:5),0.040137869,4.756443067,0.085364281,0.770155376,0.999200575,878.7 -> 184.1,PCandSM,2922.28422,2788.148199,1570.500122,2657.680195,2653.540184,2840.780197,2385.220173,2574.100178,3214.400249,2869.520218,3567.240318,2998.660206,2791.020176
PCp(32:4),0.140307799,9.578077594,1.058459407,0.303566822,0.999200575,738.5 -> 184.1,PCandSM,90228.12231,80480.38123,5420.420383,86169.54515,84346.30511,70225.26453,76627.66632,68543.78508,89439.86624,103937.3662,101105.2269,73525.94524,99621.54697
PCp(36:5),0.198762675,6.398101202,2.11421952,0.145936437,0.999200575,764.6 -> 184.1,PCandSM,10012.18072,8570.5006,1651.000111,8164.580555,9173.160641,8249.840591,9772.940788,7695.18055,10213.32077,10228.1207,10808.14071,8514.780601,10093.34071
PCp(40:6),0.171344148,7.21153378,1.57475728,0.209517484,0.999200575,818.6 -> 184.1,PCandSM,17564.82524,15320.82515,1972.740135,15697.08126,18512.52126,13969.04103,14793.321,13737.64094,17410.04131,18194.94144,19288.72145,15005.42109,17819.52115
PCp(42:4),0.20980936,6.640684561,2.357308223,0.124697191,0.999200575,850.7 -> 184.1,PCandSM,11915.43286,10119.65272,1759.600109,8765.560665,11373.00082,9970.020657,10347.82071,9915.800766,11885.88089,12722.3609,13289.38097,9224.52063,12681.08088
PCp(42:6),0.128884792,8.804272389,0.892854544,0.344704924,0.999200575,846.6 -> 184.1,PCandSM,52736.75953,47392.08308,1784.360138,38142.3424,46468.80328,40692.28275,43401.50337,50074.40424,53549.62369,59427.68298,59739.28384,48623.70303,60524.58345
PE (12:0),-0.033613426,3.967419954,0.059135236,0.807867993,0.999200575,398.2303 -> 257.2303,PE,1575.656108,1583.448116,1525.280117,1531.420124,1721.340122,1517.820095,1637.540123,1819.420135,1593.380085,1332.380096,1394.920105,1716.20013,1531.100105
PE (14:0),-0.135094315,5.103549683,0.970129659,0.324647845,0.999200575,426.2616 -> 285.2616,PE,3566.320271,3840.940269,1343.960098,3901.400272,3787.000305,3834.720272,3593.120243,3943.760231,4318.220333,2891.440228,3401.240253,4633.380341,2732.020222
PE (14:1),-0.245799415,4.645432683,3.193401293,0.073936028,0.999200575,424.246 -> 283.246,PE,2436.104162,2837.324196,1483.340096,3129.060215,2834.920177,2864.340191,2715.340176,2501.380184,2367.300167,2780.68018,2027.020126,2911.16021,2235.940163
PE (16:0),0.041877407,4.118517787,0.092032316,0.761609213,0.999200575,454.2929 -> 313.2929,PE,1793.292121,1709.800121,1721.400127,1617.080124,1938.26012,1917.660145,1668.440121,1704.280121,1707.40012,1746.120117,1745.680122,1563.860096,1906.680122
PE (16:1),0.024830435,4.121528719,0.03237494,0.857207229,0.999200575,452.2773 -> 311.2773,PE,1823.920129,1761.520119,1405.240108,1819.260132,1686.780117,1595.840115,1698.980125,1692.580109,2036.480156,1964.040127,1853.100121,1735.880112,1844.260124
PE (18:0),0.024542225,4.578141221,0.031838315,0.85838298,0.999200575,482.3242 -> 341.3242,PE,2508.232184,2421.652179,1881.940144,2190.180157,2388.580173,2271.680141,2713.040195,2454.240173,2587.20018,2343.760204,2460.82019,2848.400219,2391.52018
PE (18:1),0.159578309,4.152364669,1.335274118,0.24786911,0.999200575,480.3086 -> 339.3086,PE,1842.296132,1619.432111,2326.120163,1554.260101,1872.380138,1430.720093,1654.380116,1782.160118,2055.800129,1782.460133,2077.680157,1547.560108,1551.24012
PE (18:2),0.021039315,3.924809558,0.023138895,0.879096437,0.999200575,478.2929 -> 337.2929,PE,1535.056112,1486.064102,1689.420113,1525.320095,1636.980122,1389.180088,1503.980106,1730.700127,1420.900093,1452.180103,1536.180115,1332.940098,1577.240124
PE (18:3),-0.082342878,4.007710061,0.355288172,0.551134781,0.999200575,476.2773 -> 335.2773,PE,1624.716113,1689.368118,1291.240082,1611.62011,1763.960106,1488.840099,1484.66011,1841.500145,1843.76012,1809.900127,1550.820126,1694.980106,1480.3801
PE (18:4),-0.096120688,4.007551507,0.483993622,0.486618917,0.999200575,474.2616 -> 333.2616,PE,1602.956109,1682.008115,1411.700104,1976.180145,1758.580132,1660.100113,1475.080097,1481.960102,1685.060112,1546.560108,1564.800095,1745.240108,1531.260109
PE (20:0),-0.020409611,4.192603147,0.021896089,0.882363862,0.999200575,510.3555 -> 369.3555,PE,1877.184143,1869.060129,1547.240097,1825.62014,1914.12014,2178.520149,1934.680149,1578.840103,1842.880127,1845.280117,1660.780121,1917.040134,2033.460178
PE (20:1),-0.078006715,3.887473925,0.317948297,0.57284326,0.999200575,508.3399 -> 367.3399,PE,1466.488106,1520.704106,1449.140106,1654.540115,1450.460091,1515.860107,1523.760113,1504.620102,1412.540112,1475.220116,1410.260109,1453.28009,1535.420105
PE (20:2),-0.024344516,3.923791606,0.030994474,0.860252716,0.999200575,506.3242 -> 365.3242,PE,1536.836105,1533.780104,1464.100121,1466.980103,1424.660107,1431.920094,1413.600098,1569.840107,1462.320087,1525.62009,2004.060139,1674.540127,1379.540092
PE (20:3),0.068064917,4.003860607,0.242407009,0.622473026,0.999200575,504.3086 -> 363.3086,PE,1620.35611,1517.272101,2019.860142,1502.240101,1387.32011,1508.720104,1467.240089,1384.640091,1751.040127,1495.240105,1822.840118,1695.520103,1673.340107
PE (20:4),-0.019816879,4.225334073,0.020602661,0.885866668,0.999200575,502.2929 -> 361.2929,PE,1732.372123,1724.19612,3239.940258,1599.520111,1827.200127,1757.420135,1496.000107,1759.040119,1809.820133,1964.980145,1839.640129,1540.020092,1689.200119
PE (20:5),-0.065303694,3.935884765,0.223120764,0.636672272,0.999200575,500.2773 -> 359.2773,PE,1542.260107,1582.932121,1344.260101,1430.520107,1691.92012,1808.540134,1442.920097,1509.340118,1366.2001,1689.140137,1775.260117,1477.120106,1435.000099
PE (21:0),0.013947303,3.882159564,0.010165902,0.919688511,0.999200575,524.3348 -> 383.3348,PE,1517.200104,1475.808102,1372.26009,1509.280102,1642.040108,1485.700108,1654.020119,1408.800098,1412.680084,1425.600094,1371.880108,1549.660107,1505.3801
PE (22:0),-0.012662568,3.864880412,0.008376075,0.927078702,0.999200575,538.3868 -> 397.3868,PE,1484.080105,1468.812106,1373.820103,1610.48011,1502.640106,1744.080132,1321.040096,1285.420097,1423.000092,1342.100094,1579.260109,1361.980095,1594.460121
PE (22:1),-0.042112395,3.848382678,0.092612495,0.760881816,0.999200575,536.3712 -> 395.3712,PE,1452.960096,1468.964102,1351.180092,1544.860115,1501.940105,1437.460098,1466.78009,1338.780098,1544.840103,1503.5201,1449.920101,1520.2001,1301.32008
PE (22:2),-0.157989601,4.338520024,1.314837947,0.251520583,0.999200575,534.3555 -> 393.3555,PE,2014.128146,2207.152154,1390.560104,2048.040142,2230.460148,2030.600147,1718.160126,2316.700138,1931.400143,2433.060184,2002.680149,2207.360157,2187.940166
PE (22:4),0.031589605,4.007219422,0.052171912,0.819326181,0.999200575,530.3242 -> 389.3242,PE,1550.108111,1489.344106,2484.280148,1412.660114,1608.18013,1504.900105,1618.020107,1404.180096,1557.340103,1632.200111,1520.800117,1492.780106,1446.200096
PE (22:6),0.033040816,4.456828192,0.057562791,0.810390362,0.999200575,526.2929 -> 385.2929,PE,2208.856153,2116.416155,2627.720207,1598.840122,1691.940109,2662.040176,1945.620136,1880.920135,2652.400211,2209.400166,2570.280151,2230.880177,2184.040157
PE (24:0),0.038297951,3.779660526,0.076388723,0.782252301,0.999200575,580.3974 -> 439.3974,PE,1369.360098,1308.892091,1760.020153,1344.220097,1351.160103,1361.860092,1349.020084,1282.000095,1361.740097,1279.200081,1503.400108,1277.180092,1281.480095
PE (26:0),0.129511347,3.839340577,0.87529402,0.349493857,0.999200575,608.4287 -> 467.4287,PE,1521.616109,1365.420094,1421.240105,1449.120102,1775.780121,1361.700108,1411.020096,1401.640087,1415.240116,1270.98008,1489.860104,1343.660091,1516.180107
PE (26:1),-0.019514755,3.796774955,0.019855116,0.887942477,0.999200575,606.4131 -> 465.4131,PE,1387.312098,1380.516096,1524.360126,1341.640099,1381.480099,1466.560093,1396.040096,1266.860085,1349.700096,1397.320107,1412.960098,1430.2001,1396.3801
PE (28:0),0.017485013,3.746805324,0.015926357,0.89957387,0.999200575,636.46 -> 495.46,PE,1368.524093,1327.736094,1376.980095,1328.260082,1475.320107,1324.760094,1376.12009,1311.720104,1301.18008,1371.400097,1351.340103,1302.540092,1338.660084
PE (28:1),-0.009848779,3.724297102,0.005050521,0.943344416,0.999200575,634.4444 -> 493.4444,PE,1335.036095,1319.672097,1354.3801,1409.580097,1296.880089,1298.7001,1259.460091,1316.840103,1351.580097,1254.320095,1451.200104,1318.92009,1316.060093
PE (28:2),-0.084652025,3.720120047,0.372908616,0.541423076,0.999200575,632.4287 -> 491.4287,PE,1283.67209,1337.008096,1461.360104,1327.440105,1301.420097,1334.740093,1267.260086,1331.000092,1248.540089,1386.280094,1260.480091,1305.580097,1340.660088
PE (30:0),-0.037131311,3.778939813,0.071886563,0.788609495,0.999200575,664.4913 -> 523.4913,PE,1381.748094,1391.984098,1330.540096,1347.960087,1474.0401,1421.300102,1355.420094,1436.080109,1345.840099,1339.100094,1311.220085,1415.480099,1422.220093
PE (30:1),-0.018209715,3.734128845,0.017269359,0.895448658,0.999200575,662.4757 -> 521.4757,PE,1340.536092,1333.104094,1358.200089,1346.300095,1299.480091,1331.280094,1264.000084,1352.080093,1349.200096,1311.60009,1365.220089,1324.260098,1424.780098
PE (30:2),-0.022482832,3.733601708,0.026325268,0.871108489,0.999200575,660.46 -> 519.46,PE,1338.656096,1335.388095,1351.380096,1396.600094,1293.040096,1326.940094,1362.440102,1369.640095,1323.500084,1295.480091,1364.520096,1288.280102,1349.780102
PE (30:3),-0.108282267,3.794803125,0.611376795,0.434269893,0.999200575,658.4444 -> 517.4444,PE,1359.444101,1438.992103,1370.900105,1492.220112,1420.320103,1432.960098,1315.800091,1442.080101,1294.800091,1403.96011,1363.780102,1423.740093,1402.520119
PE (30:4),0.050335355,3.756976253,0.132035026,0.716331316,0.999200575,656.4287 -> 515.4287,PE,1402.720107,1329.420097,1317.42009,1407.10009,1583.56012,1341.680103,1202.200085,1280.720097,1310.000095,1306.160099,1521.760117,1311.440094,1396.08012
PE (32:0),0.004866342,3.937064008,0.001239254,0.971917834,0.999200575,692.5226 -> 551.5226,PE,1586.392118,1553.52011,1297.180088,1542.32011,1612.440121,1479.280098,1413.7001,1505.120106,1663.420113,1755.880131,1458.580105,1485.000107,1783.820152
PE (32:1),-0.038619535,3.744180937,0.077675178,0.780473014,0.999200575,690.507 -> 549.507,PE,1331.94009,1343.140095,1443.360092,1328.740093,1414.020084,1364.26009,1274.360092,1272.280083,1387.840088,1375.080109,1286.300091,1375.340099,1297.180096
PE (32:2),0.023061943,3.761888984,0.027717379,0.867774995,0.999200575,688.4913 -> 547.4913,PE,1389.064098,1342.272091,1361.300102,1436.420097,1424.660095,1372.180092,1353.860107,1359.320087,1366.980103,1271.000084,1391.060093,1272.440094,1408.760094
PE (32:3),-0.03429629,3.768064876,0.061306902,0.804442126,0.999200575,686.4757 -> 545.4757,PE,1367.440092,1375.068096,1368.960087,1407.320103,1397.640095,1270.640083,1387.380096,1433.760101,1401.380096,1284.12009,1378.380093,1479.500103,1272.420082
PE (32:4),-0.041231759,3.805124231,0.088700957,0.765835161,0.999200575,684.46 -> 543.46,PE,1410.832099,1425.8841,1303.700096,1475.540104,1383.860088,1406.460098,1453.340096,1502.660107,1468.2001,1399.160084,1375.980106,1345.600105,1372.780106
PE (32:5),-0.06278394,3.760011619,0.205391292,0.650403897,0.999200575,682.4444 -> 541.4444,PE,1343.24009,1378.096102,1386.720108,1376.7201,1392.260086,1303.640099,1338.980087,1347.620098,1343.520096,1452.560101,1319.260101,1409.940113,1322.18008
PE (34:0),0.021059908,3.781959758,0.023117078,0.879153009,0.999200575,720.5539 -> 579.5539,PE,1394.068095,1348.984097,1497.12011,1454.680107,1359.500088,1344.12009,1351.820091,1362.040104,1471.580112,1258.76009,1406.640091,1325.320095,1380.800095
PE (34:1),0.065574284,4.00463556,0.224886164,0.635341863,0.999200575,718.5383 -> 577.5383,PE,1591.468116,1493.112104,2261.380169,1605.340122,1476.160107,1480.540096,1595.220116,1345.700096,1566.260098,1478.840096,1813.820152,1555.14011,1505.880108
PE (34:2),-0.01929432,3.817004354,0.019409873,0.889197822,0.999200575,716.5226 -> 575.5226,PE,1389.068095,1382.320102,1704.340111,1479.560101,1359.620098,1382.080112,1338.500088,1395.640099,1419.900089,1324.580097,1435.600098,1329.740101,1391.720104
PE (34:3),-0.065123762,3.955572876,0.221935029,0.637569462,0.999200575,714.507 -> 573.507,PE,1552.056111,1594.644119,1457.960091,1680.020126,1540.360104,1634.740124,1459.46011,1417.620102,1645.540115,1725.620148,1541.580116,1515.220097,1573.340111
PE (34:4),0.131631348,6.174272118,0.926808664,0.335693567,0.999200575,712.4913 -> 571.4913,PE,8192.936586,7353.732508,3009.760197,8189.960552,7450.040524,6610.140411,7461.060661,6763.820473,8166.420624,9192.160603,8760.160545,6012.580502,9127.000576
PE (34:5),0.200331635,4.487238775,2.117624182,0.145612271,0.999200575,710.4757 -> 569.4757,PE,2524.77618,2160.860151,1539.760109,2496.160172,2502.380203,1882.300117,2659.100197,1859.520138,2374.960163,2492.460182,2471.020157,2073.860146,2616.420181
PE (34:6),-0.078211786,3.753132393,0.3185892,0.57245672,0.999200575,708.46 -> 567.46,PE,1319.184089,1367.224098,1471.280106,1406.440102,1357.44009,1441.860104,1343.960083,1280.400089,1295.160088,1296.540092,1290.420101,1410.880104,1308.940083
PE (36:0),0.063125339,3.943806772,0.208446553,0.647987714,0.999200575,748.5852 -> 607.5852,PE,1601.292113,1505.764104,1513.080097,1345.000088,1492.980106,1387.220104,1638.980103,1892.02013,1632.820129,1567.200104,1674.680111,1337.380093,1567.000118
PE (36:1),0.016794693,4.184458475,0.014774053,0.903256552,0.999200575,746.5696 -> 605.5696,PE,1648.916116,1600.324117,3624.400242,1616.500118,1427.180099,1667.940125,1736.98011,1581.300121,1585.640106,1495.960102,1797.620144,1639.92012,1697.160118
PE (36:2),0.03317228,4.03012682,0.057551544,0.810408534,0.999200575,744.5539 -> 603.5539,PE,1571.232104,1507.820105,2558.740189,1411.060093,1519.680111,1653.960114,1618.520111,1389.680103,1592.400105,1590.580109,1484.600098,1493.820107,1640.960098
PE (36:3),-0.082248895,3.843843732,0.353112978,0.552356217,0.999200575,742.5383 -> 601.5383,PE,1415.760101,1471.96811,1453.3601,1475.800114,1412.780094,1569.540131,1330.800091,1323.840092,1422.420097,1660.160126,1425.2001,1330.500088,1487.600121
PE (36:4),0.032405785,3.890563755,0.054824162,0.814871946,0.999200575,740.5226 -> 599.5226,PE,1476.668105,1417.420097,1894.920128,1473.980103,1602.000114,1427.860104,1381.440098,1469.160095,1494.040104,1371.900093,1478.980103,1344.200092,1426.880104
