lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,abe_average,veh_average,Blank,veh_N3,Abe_N3,veh_N4,Abe_N4,veh_N5,Abe_N5,veh_N6,Abe_N6,veh_N7,Abe_N7
TAG(52:1)_FA20:0,0.093012753,3.545029163,0.448606708,0.50299735,0.999200575,878.8 -> 549.8,TAG2,1233.160085,1135.628082,1090.960087,1210.520081,1244.700089,1125.98008,1208.700085,1076.700077,1238.160084,1192.360085,1232.240082,1072.580086,1242.000088
TAG(52:2)_FA 16:0,0.212812135,4.255059903,2.381734648,0.122761166,0.999200575,876.8 -> 603.8,TAG1,2162.696143,1833.668125,1273.220108,1718.240139,2004.900139,1659.380119,2345.960163,2206.30014,1901.540127,1917.720123,2414.440166,1666.700104,2146.640121
TAG(52:2)_FA 16:1,-0.04705368,3.452629665,0.114533723,0.735040441,0.999200575,876.8 -> 605.8,TAG1,1098.19208,1114.320077,1056.460075,1051.540073,1124.300072,1125.760067,1119.240082,1102.480083,1110.700081,1166.860092,1029.200089,1124.960068,1107.520077
TAG(52:2)_FA 18:0,0.029574206,3.533428672,0.045345752,0.831369535,0.999200575,876.8 -> 575.8,TAG1,1195.652087,1150.564082,1097.220081,1210.000084,1332.660103,1002.400063,1146.920082,1131.900085,1277.020092,1130.800087,1078.920074,1277.720089,1142.740082
TAG(52:2)_FA 18:1,0.100020682,4.603823426,0.529117736,0.466978018,0.999200575,876.8 -> 577.8,TAG1,2689.800203,2467.068161,1327.300095,2470.880161,2708.440182,2200.340145,2903.220238,2177.600136,2523.720196,2940.580196,2648.900215,2545.940166,2664.720184
TAG(52:2)_FA 18:2,0.085857398,3.516749984,0.381963665,0.536554185,0.999200575,876.8 -> 579.8,TAG2,1205.052087,1115.508079,1076.160084,1140.200077,1213.680096,1073.820076,1270.480087,1110.48008,1126.340084,1105.000072,1143.34008,1148.040089,1271.420086
TAG(52:2)_FA 20:0,-0.046823596,3.465700666,0.113450371,0.73624962,0.999200575,876.8 -> 547.8,TAG2,1107.004078,1122.760073,1079.220074,1289.460079,1074.760075,1206.620083,1025.940075,1035.200073,1152.720081,1062.440063,1107.840073,1020.080067,1173.760086
TAG(52:2)_FA 20:4,0.00545358,3.431071061,0.001537777,0.968719373,0.999200575,876.8 -> 555.8,TAG2,1102.956075,1079.476077,1033.260082,1070.880074,1142.580067,1026.460083,1094.700077,1050.720078,1141.720085,1204.420086,1058.560074,1044.900066,1077.220074
TAG(52:3)_FA 16:0,0.012289011,3.845678862,0.007889491,0.929222731,0.999200575,874.8 -> 601.8,TAG1,1498.236105,1459.2441,1162.240082,1312.980095,1476.180103,1456.760101,1583.900112,1570.860107,1357.240097,1370.660091,1349.360088,1584.960106,1724.500126
TAG(52:3)_FA 16:1,0.004812457,3.674513317,0.001205648,0.972301066,0.999200575,874.8 -> 603.8,TAG1,1333.844091,1305.056098,987.6000748,1182.260086,1215.860077,1309.520096,1098.220078,1237.44009,1399.220085,1550.400127,1605.80011,1245.660091,1350.120106
TAG(52:3)_FA 18:0,0.069553831,3.438978965,0.250131431,0.616982548,0.999200575,874.8 -> 573.8,TAG1,1131.116081,1057.704076,1062.760067,970.6000671,1092.380077,1144.380093,1067.000084,1064.080074,1182.860081,1064.240067,1227.600082,1045.220078,1085.740082
TAG(52:3)_FA 18:1,0.177762484,3.982934229,1.654900906,0.198293202,0.999200575,874.8 -> 575.8,TAG1,1775.616128,1542.396104,1020.220078,1418.18008,1632.880131,1139.500092,1499.600109,1893.100136,2075.500149,1662.520123,1906.460117,1598.680088,1763.640133
TAG(52:3)_FA 18:2,0.123088206,3.623609594,0.787364405,0.374898263,0.999200575,874.8 -> 577.8,TAG2,1332.472092,1201.324084,1012.740074,1152.460075,1318.060089,1238.240086,1197.920078,1180.220081,1422.980106,1319.140102,1360.440086,1116.560078,1362.960098
TAG(52:3)_FA 20:0,-0.056443556,3.501604977,0.16505897,0.684540919,0.999200575,874.8 -> 545.8,TAG2,1140.328083,1164.364082,1022.320065,1096.000088,1214.720093,1254.960083,1254.94009,1162.380077,1092.120071,1178.480083,1057.120075,1130.00008,1082.740086
TAG(52:3)_FA 20:4,0.028799778,3.487257957,0.042946005,0.835826976,0.999200575,874.8 -> 553.8,TAG2,1154.572083,1110.852078,1090.000072,1129.520088,1189.680084,1112.240074,1049.48008,1162.580078,1171.000092,1024.520073,1197.780083,1125.400078,1164.920078
TAG(52:4)_FA 16:0,0.097349979,3.673982432,0.493131192,0.482533866,0.999200575,872.8 -> 599.8,TAG1,1365.640097,1255.156088,1052.520073,1273.28009,1216.340084,1310.780083,1755.020119,1212.020084,1405.940117,1321.780102,1060.240074,1157.920082,1390.660091
TAG(52:4)_FA 16:1,-0.106108714,3.451315003,0.582428253,0.445362094,0.999200575,872.8 -> 601.8,TAG1,1080.516075,1141.992078,1000.700081,1080.380074,998.5400734,1213.420082,1081.800079,1166.940083,1010.620071,1185.040081,1170.840073,1064.180073,1140.780079
TAG(52:4)_FA 18:0,-0.140491911,3.426338478,1.019563535,0.312622562,0.999200575,872.8 -> 571.8,TAG1,1033.204073,1118.536079,1129.060081,1125.300079,1082.020088,1041.160076,992.2800674,1146.620079,1086.700073,1159.32008,1018.260067,1120.280079,986.7600708
TAG(52:4)_FA 18:1,-0.028800701,3.583197719,0.043071841,0.835590058,0.999200575,872.8 -> 573.8,TAG1,1223.348086,1226.228091,1038.760063,1263.660091,1074.360073,1212.520092,1139.380081,1244.640087,1315.260094,1258.480099,1168.120075,1151.840088,1419.620106
TAG(52:4)_FA 18:2,0.022443995,3.589348606,0.026152796,0.871527723,0.999200575,872.8 -> 575.8,TAG2,1239.928091,1198.816085,1135.360081,1217.460087,1126.600075,1214.600086,1284.560101,1144.400082,1220.160095,1100.000076,1247.000092,1317.620094,1321.320091
TAG(52:4)_FA 20:0,-0.080592024,3.577483899,0.33717964,0.561461729,0.999200575,872.8 -> 543.8,TAG2,1196.568082,1243.312089,1036.120075,1275.660103,1091.700069,1039.340076,1253.200089,1371.600098,1429.320095,1204.120079,1118.840084,1325.840088,1089.780071
TAG(52:4)_FA 20:4,0.103352003,3.725734463,0.556563614,0.455648138,0.999200575,872.8 -> 551.8,TAG2,1428.548106,1306.708097,1017.840069,1412.760109,1626.540112,1306.340099,1687.10014,1280.860104,1326.700111,1390.880093,1252.300076,1142.700081,1250.10009
TAG(52:5)_FA 16:0,0.057475908,3.476762578,0.171000716,0.679223967,0.999200575,870.8 -> 597.8,TAG1,1159.172077,1093.728075,1066.380077,1104.700089,1137.700085,1085.620071,1164.560066,1202.98008,1172.920086,1068.54007,1231.200081,1006.800068,1089.480068
TAG(52:5)_FA 16:1,0.042291342,3.463220658,0.09254968,0.76096045,0.999200575,870.8 -> 599.8,TAG1,1141.476086,1088.41208,1063.600075,1074.200077,1177.280083,1053.520081,1175.140099,1126.720081,1108.000084,1053.300079,1174.12009,1134.320084,1072.840076
TAG(52:5)_FA 18:0,-0.027229612,3.426660591,0.038341925,0.844758145,0.999200575,870.8 -> 569.8,TAG1,1095.196076,1095.512075,960.5200653,967.5600777,1231.62009,1184.020069,1066.280075,1072.900078,1067.700069,1173.340076,1033.400066,1079.740074,1076.98008
TAG(52:5)_FA 18:1,-0.099035909,3.440719879,0.507198285,0.476354219,0.999200575,870.8 -> 571.8,TAG1,1072.932076,1128.348082,1015.200085,1066.640079,1125.160076,1111.340084,1086.440083,1221.320091,1090.600079,1063.140079,1002.720058,1179.300076,1059.740082
TAG(52:5)_FA 18:2,0.023275434,3.462852786,0.028030015,0.867038276,0.999200575,870.8 -> 573.8,TAG2,1130.284077,1091.848074,1093.260067,1039.780071,1156.260082,1166.520077,1040.300072,1117.880066,1043.480068,1118.020081,1184.980083,1017.040073,1226.400078
TAG(52:5)_FA 20:0,0.004506,3.469653751,0.001051002,0.974137785,0.999200575,870.8 -> 541.8,TAG2,1135.468079,1111.648076,1039.000069,1097.840088,1088.440071,1045.420071,1074.700073,1223.640076,1195.44009,1178.460083,1245.480087,1012.880062,1073.280075
TAG(52:5)_FA 20:4,0.007713475,3.626304081,0.003092096,0.955655193,0.999200575,870.8 -> 549.796,TAG2,1269.356097,1239.712089,1140.860081,1139.280079,1228.380081,1156.980083,1168.42009,1479.900108,1319.520103,1249.660088,1386.280109,1172.740086,1244.180099
TAG(52:6)_FA 16:0,0.120756973,3.504343494,0.755395884,0.384773221,0.999200575,868.7 -> 595.7,TAG1,1215.900081,1098.416077,1009.240059,1093.600082,1131.840088,1020.40007,1272.520073,1287.960087,1241.000084,1010.560074,1233.760082,1079.560074,1200.380077
TAG(52:6)_FA 16:1,-0.057234232,3.421791146,0.169295173,0.68073897,0.999200575,868.7 -> 597.7,TAG1,1068.488074,1092.044078,1057.980083,1159.140076,1063.620079,1033.120075,993.260067,1071.940079,1041.660076,1087.540077,1071.800064,1108.480083,1172.100082
TAG(52:6)_FA 18:0,-0.019503893,3.434485447,0.019673728,0.888452145,0.999200575,868.7 -> 567.7,TAG1,1101.52808,1095.70808,992.1600838,1075.480068,1194.620087,1064.940083,1039.080078,1083.140079,989.600071,1040.960075,1242.500092,1214.020096,1041.840073
TAG(52:6)_FA 18:1,-0.083679633,3.413694319,0.361927836,0.547437509,0.999200575,868.7 -> 569.7,TAG1,1063.888077,1107.116079,950.0000725,1129.380081,1092.32008,1082.920082,1153.180077,1135.940079,1007.080078,1013.020065,1052.200077,1174.320087,1014.660072
TAG(52:6)_FA 18:2,-0.068579012,3.464829769,0.243388689,0.621769267,0.999200575,868.7 -> 571.7,TAG2,1102.444075,1135.856084,1036.400066,1166.420078,1095.380081,1103.860088,1143.560074,1129.12009,1139.34008,1216.320091,1059.000072,1063.56007,1074.940067
TAG(52:6)_FA 20:0,0.023889186,3.483194028,0.029554344,0.863505322,0.999200575,868.7 -> 539.7,TAG2,1156.936081,1118.324083,1016.260075,1131.020077,1123.140083,1059.780075,1211.540089,1047.240086,1315.760094,1256.360088,1007.360062,1097.220089,1126.880077
TAG(52:6)_FA 20:4,-0.056306198,3.481706178,0.164100828,0.685408708,0.999200575,868.7 -> 547.7,TAG2,1111.652083,1135.676077,1127.220078,1108.240078,1114.520077,1030.280071,1047.580074,1088.640076,1225.200096,1293.180088,1061.540085,1158.040073,1109.420082
TAG(54:0)_FA 16:0,0.033708696,3.508462416,0.058882833,0.808270461,0.999200575,908.9 -> 635.9,TAG1,1182.116082,1134.54408,1030.000069,1147.220081,1089.080082,1053.280071,1253.300083,1094.240086,1147.720078,1202.620075,1274.980087,1175.360085,1145.50008
TAG(54:0)_FA 16:1,-0.07381926,4.628128831,0.288387515,0.591255706,0.999200575,908.9 -> 637.9,TAG1,2613.256184,2698.3602,1051.440071,2480.320168,3002.600182,2565.160175,2298.260159,2670.220211,2865.960232,2818.860245,2811.740192,2957.2402,2087.720154
TAG(54:0)_FA 18:0,-0.128287289,3.894120845,0.859807409,0.353792592,0.999200575,908.9 -> 607.896,TAG1,1444.972105,1550.576112,1482.320114,1691.020111,1568.300106,1435.160103,1420.440094,1668.700127,1561.840115,1386.680099,1413.840115,1571.320118,1260.440094
TAG(54:0)_FA 18:1,-0.082750051,3.424151213,0.353902472,0.551912305,0.999200575,908.9 -> 609.9,TAG1,1062.156071,1104.17608,1048.300076,1106.700077,1172.440083,1107.660076,981.3000565,1086.760071,1008.360062,1055.900085,1061.180069,1163.860088,1087.500084
TAG(54:0)_FA 18:2,-0.010581357,3.448061907,0.005792199,0.93933437,0.999200575,908.9 -> 611.9,TAG2,1112.088076,1100.160078,1025.560074,1162.120087,1167.760075,1093.600082,1068.520084,1119.620071,1010.54007,1056.520073,1122.820068,1068.940075,1190.800083
TAG(54:0)_FA 20:0,-0.016542258,3.582956252,0.014193927,0.905165812,0.999200575,908.9 -> 579.9,TAG2,1191.444085,1183.528085,1363.800083,1199.440094,1151.540081,1215.520081,1183.400097,1220.900093,1081.560074,1173.880077,1276.460079,1107.900078,1264.260094
TAG(54:0)_FA 20:4,0.001433431,3.42084502,1.06E-04,0.991778063,0.999200575,908.9 -> 587.9,TAG2,1088.852073,1068.016075,1066.400074,1048.340073,1138.780071,1104.960068,1105.280079,1035.220078,1090.68008,1053.32008,1031.380066,1098.240078,1078.140068
TAG(54:1)_FA 16:0,-0.124632459,3.483271124,0.803904697,0.369928487,0.999200575,906.8 -> 633.8,TAG1,1089.272076,1165.724078,1095.680084,1131.180084,986.5600739,1326.560085,1181.520077,1165.820076,1110.340088,1106.980076,1112.340076,1098.08007,1055.600067
TAG(54:1)_FA 16:1,-0.125135252,3.418933158,0.809282033,0.368332603,0.999200575,906.8 -> 635.8,TAG1,1050.344076,1125.480074,968.56007,1030.420063,1038.140076,1034.340069,1078.520081,1194.100079,1033.200069,1227.620087,1045.280079,1140.920074,1056.580074
TAG(54:1)_FA 18:0,-0.090287532,3.50843691,0.422233578,0.515824631,0.999200575,906.8 -> 605.8,TAG1,1122.084079,1172.836084,1118.720066,1140.040089,1159.660084,1165.040085,1160.700085,1172.900078,1065.340069,1126.420078,1136.300087,1259.78009,1088.420071
TAG(54:1)_FA 18:1,0.116226625,3.905514073,0.706568359,0.400585393,0.999200575,906.8 -> 607.8,TAG1,1635.892113,1483.720106,1066.980072,1582.600128,1764.720116,1182.180084,1690.700119,1443.960098,1449.0201,1579.940098,1576.30011,1629.92012,1698.720123
TAG(54:1)_FA 18:2,-0.034048426,3.421467088,0.059929438,0.806607502,0.999200575,906.8 -> 609.8,TAG2,1083.188071,1089.364077,1004.260071,1010.900063,1074.480068,1037.540073,1062.480068,1164.740074,1100.940071,1175.280094,1095.200073,1058.360081,1082.840076
TAG(54:1)_FA 20:0,-0.024489631,3.652737225,0.031147041,0.859912741,0.999200575,906.8 -> 577.8,TAG2,1230.732089,1229.064088,1577.260113,1308.720097,1206.300083,1242.980095,1233.880081,1259.320091,1256.600105,1173.320072,1294.460091,1160.980087,1162.420086
TAG(54:1)_FA 20:4,0.059471399,3.409405901,0.182678436,0.669081468,0.999200575,906.8 -> 585.8,TAG2,1096.796074,1033.184074,1106.380077,1099.820084,1210.000072,1032.800079,998.5200768,1012.140072,1165.200085,1018.620068,1076.140072,1002.540066,1034.120064
TAG(54:2)_FA 16:0,-0.01443792,3.440943768,0.010781455,0.917301254,0.999200575,904.8 -> 631.8,TAG1,1104.520081,1095.664077,1027.360077,1198.540085,1146.540081,1032.600082,1039.800083,1077.520065,1072.120083,1063.100075,1130.960075,1106.560078,1133.18008
TAG(54:2)_FA 16:1,-0.016314567,3.367035609,0.013738494,0.906692595,0.999200575,904.8 -> 633.8,TAG1,1049.152074,1042.048071,969.5000687,1091.740086,1073.700077,1019.800064,1022.560066,1023.360065,1074.160072,1013.980068,1010.440083,1061.360073,1064.90007
TAG(54:2)_FA 18:0,-0.031433763,3.571497736,0.051272896,0.82086296,0.999200575,904.8 -> 603.8,TAG1,1199.016084,1204.632088,1151.860092,1255.800095,1239.900089,1079.280079,1247.680084,1205.820087,1105.160072,1478.360107,1268.180092,1003.90007,1134.16008
TAG(54:2)_FA 18:1,-0.04229148,3.671065305,0.093057741,0.760325277,0.999200575,904.8 -> 605.8,TAG1,1290.98009,1306.296092,1137.640079,1471.680099,1101.500069,1180.580086,1334.2201,1330.500099,1466.740101,1382.480103,1402.520096,1166.240074,1149.920086
TAG(54:2)_FA 18:2,-0.040059601,3.611884045,0.083382552,0.77276476,0.999200575,904.8 -> 607.8,TAG2,1241.768088,1253.824086,1077.960068,1259.020092,1318.480083,1233.12009,1108.800083,1163.960083,1274.920097,1399.720085,1243.200092,1213.300079,1263.440083
TAG(54:2)_FA 20:0,-0.096854366,3.486009857,0.48577104,0.485819836,0.999200575,904.8 -> 575.8,TAG2,1112.96808,1168.912083,1004.480072,1295.320095,1176.300087,1186.600071,1086.800076,1206.360085,1116.640083,1111.720081,1059.780071,1044.560081,1125.320084
TAG(54:2)_FA 20:4,-0.020736654,3.443056338,0.022239887,0.881450711,0.999200575,904.8 -> 583.8,TAG2,1101.316076,1097.380077,1049.040077,1134.18008,1141.680088,1068.800064,1034.780071,1132.400085,1149.720074,1130.080078,1051.200069,1021.440075,1129.200077
TAG(54:3)_FA 16:0,0.037031524,3.531425527,0.071123835,0.789707451,0.999200575,902.8 -> 629.8,TAG1,1211.624091,1159.540081,969.3800583,988.3400726,1198.400093,1121.940075,1192.380081,1372.360104,1338.120125,1155.98008,1153.780075,1159.080074,1175.440079
TAG(54:3)_FA 16:1,-0.048674039,3.369810332,0.122248005,0.726609021,0.999200575,902.8 -> 631.8,TAG1,1030.464072,1046.216075,1051.200085,998.4000702,984.240078,1107.460072,982.4400673,1003.100079,1022.960068,1074.220074,1122.520077,1047.900082,1040.160072
TAG(54:3)_FA 18:0,0.030818879,3.472592989,0.049173499,0.824507738,0.999200575,902.8 -> 601.8,TAG1,1151.596085,1107.532085,1004.140068,1193.340096,1111.68008,1056.280083,1211.720093,1120.720085,1098.180077,1042.880077,1109.200081,1124.440086,1227.200092
TAG(54:3)_FA 18:1,0.150795464,3.953443954,1.189595814,0.2754111,0.999200575,902.8 -> 603.8,TAG1,1677.796117,1486.072102,1365.900085,1474.14011,1485.980106,1245.440083,1958.140144,1587.780106,1643.080109,1528.560112,1569.080109,1594.440098,1732.700115
TAG(54:3)_FA 18:2,-0.07460955,3.552583968,0.28881196,0.590982862,0.999200575,902.8 -> 605.8,TAG2,1179.760084,1219.440086,1009.860073,1147.240089,1181.240074,1363.160084,1224.78009,1234.640083,1120.320084,1255.600086,1263.860088,1096.560089,1108.600082
TAG(54:3)_FA 20:0,-0.031165264,3.553839718,0.050395281,0.822376878,0.999200575,902.8 -> 573.8,TAG2,1196.50008,1199.928083,1033.420078,1171.24007,1181.08007,1220.960094,1101.300068,1130.580078,1283.820095,1112.360073,1197.260086,1364.500099,1219.040081
TAG(54:3)_FA 20:4,-0.040593047,3.568923248,0.085540069,0.769925506,0.999200575,902.8 -> 581.8,TAG2,1210.18009,1221.180084,1001.520073,1288.440098,1175.420082,1341.020081,1180.900082,1217.980076,1229.200092,1060.860077,1340.460102,1197.60009,1124.920094
TAG(54:4)_FA 16:0,-0.121330567,3.592528626,0.764305416,0.381984503,0.999200575,900.8 -> 627.8,TAG1,1188.560085,1271.404092,1067.66008,1492.080101,1067.760071,1109.980076,1345.740093,1179.700085,1153.340084,1282.480099,1104.120087,1292.780098,1271.840092
TAG(54:4)_FA 16:1,-0.084479424,3.375246195,0.368472874,0.543837862,0.999200575,900.8 -> 629.8,TAG1,1034.532073,1077.508076,935.0400581,1135.500069,979.8800697,1026.020073,1019.080078,1111.300083,1151.50008,1068.240074,995.7000618,1046.480083,1026.500076
TAG(54:4)_FA 18:0,-0.071560732,3.466048552,0.26508544,0.606647719,0.999200575,900.8 -> 599.8,TAG1,1109.732076,1145.116077,970.4600754,1180.460083,1091.120083,1058.800064,1152.880077,1235.500084,1078.280071,964.0000687,1123.900074,1286.820087,1102.480076
TAG(54:4)_FA 18:1,0.024133166,3.597499217,0.030227384,0.861975298,0.999200575,900.8 -> 601.8,TAG1,1228.692081,1187.176085,1305.860096,1133.300091,1211.820084,1201.12009,1177.800079,1085.540081,1299.000088,1360.840092,1101.560078,1155.08007,1353.280075
TAG(54:4)_FA 18:2,-0.035866565,3.507840136,0.066636652,0.796298276,0.999200575,900.8 -> 603.8,TAG2,1141.516083,1149.952076,1133.32008,1194.540073,1090.720085,1055.940071,1142.68008,1226.140083,1208.820091,1182.600079,1088.960075,1090.540073,1176.400082
TAG(54:4)_FA 20:0,0.028268423,3.512860586,0.041421334,0.838726803,0.999200575,900.8 -> 571.8,TAG2,1188.368085,1144.600081,989.100071,1087.900089,1109.620075,1130.700069,1341.980103,1147.460087,1095.600075,1147.400074,1239.78009,1209.540085,1154.860085
TAG(54:4)_FA 20:4,0.008004037,3.493423939,0.003317909,0.954066223,0.999200575,900.8 -> 579.8,TAG2,1152.652083,1125.54008,1081.38007,1112.220085,1140.640083,1091.840073,1074.640076,1177.000088,1106.980083,1120.720074,1242.220089,1125.920082,1198.780083
TAG(54:5)_FA 16:0,-0.02008773,3.68607842,0.021012555,0.884744759,0.999200575,898.8 -> 625.8,TAG1,1335.188096,1328.53609,975.0000687,1319.980095,1516.880108,1402.760082,1137.920086,1400.960098,1663.040112,1279.220097,1130.300083,1239.760078,1227.800091
TAG(54:5)_FA 16:1,0.09126208,3.423325041,0.430498234,0.511744574,0.999200575,898.8 -> 627.8,TAG1,1132.528087,1043.564072,1002.520081,1023.120075,1192.820087,1150.140076,1108.180088,1010.780075,1140.400085,1039.620071,1074.400089,994.1600647,1146.840084
TAG(54:5)_FA 18:0,-0.098640922,3.382088913,0.502343273,0.478472314,0.999200575,898.8 -> 597.8,TAG1,1029.732074,1083.080077,981.3000565,1090.420082,1058.360077,1012.360069,1019.540073,1019.460075,1059.620075,1178.540077,1023.940075,1114.620083,987.2000694
TAG(54:5)_FA 18:1,0.08792169,3.63432133,0.401868734,0.52612574,0.999200575,898.8 -> 599.8,TAG1,1323.72409,1222.992085,1043.400074,1314.00008,1461.280102,1165.740082,1273.860081,1160.200073,1458.940094,1130.380089,1123.740078,1344.640102,1300.800095
TAG(54:5)_FA 18:2,0.020911137,3.457502879,0.022621764,0.880444835,0.999200575,898.8 -> 601.8,TAG2,1125.328082,1089.136082,1088.440075,1070.040077,1065.140076,1041.00008,1098.900082,1194.840092,1158.020084,1067.880081,1203.300087,1071.920082,1101.280079
TAG(54:5)_FA 20:0,-0.075940628,3.579168835,0.299374918,0.584274557,0.999200575,898.8 -> 569.8,TAG2,1197.668084,1239.536088,1059.56007,1239.2201,1186.600071,1247.060089,1126.680092,1322.500095,1290.180096,1207.840076,1169.360081,1181.060078,1215.520081
TAG(54:5)_FA 20:4,0.013968426,3.650819083,0.010150487,0.919749215,0.999200575,898.8 -> 577.8,TAG2,1311.104097,1274.528086,1003.860069,1296.28009,1250.720089,1487.100117,1440.960125,1354.240074,1205.58009,1090.940071,1309.880085,1144.080078,1348.380096
TAG(54:6)_FA 16:0,0.058962196,3.602339073,0.180572651,0.670881574,0.999200575,896.8 -> 623.8,TAG1,1273.412086,1200.656091,1103.180073,1236.880096,1566.480122,1026.540081,1072.260071,1361.200096,1275.180084,1368.440109,1303.340073,1010.220074,1149.800079
TAG(54:6)_FA 16:1,0.031283104,3.442306199,0.050626354,0.821976934,0.999200575,896.8 -> 625.8,TAG1,1128.808083,1084.620076,978.9200592,1010.060062,1104.34008,1003.960079,1041.560074,1105.540073,1157.260082,1054.100075,1139.260086,1249.44009,1201.620094
TAG(54:6)_FA 18:0,-0.020205074,3.389891903,0.021089025,0.884536696,0.999200575,896.8 -> 595.8,TAG1,1068.876077,1064.228078,946.8800735,1040.040077,1145.700081,1076.580078,1051.040077,979.7800713,974.900074,1062.420082,1068.640064,1162.320084,1104.100086
TAG(54:6)_FA 18:1,-0.067855414,3.441894051,0.238157379,0.625540131,0.999200575,896.8 -> 597.8,TAG1,1088.12808,1120.41608,996.8600693,1195.600094,1165.820091,1035.440071,1046.140068,1243.200085,1047.880085,1108.560078,1069.98008,1019.280071,1110.820076
TAG(54:6)_FA 18:2,0.025738665,3.465382039,0.034269679,0.853134354,0.999200575,896.8 -> 599.8,TAG2,1125.176082,1085.292072,1161.620087,1012.140064,1217.860088,1156.420071,1117.700081,1075.860073,1051.700081,1111.020077,1033.88007,1071.020073,1204.740089
TAG(54:6)_FA 20:0,-0.051904768,3.486468099,0.13948314,0.708795382,0.999200575,896.8 -> 567.8,TAG2,1120.792078,1140.836084,1098.200077,1168.240093,1140.340088,1114.360085,1101.260075,1183.100082,1167.18008,1095.080074,1110.620071,1143.400085,1084.560078
TAG(54:6)_FA 20:4,0.042023633,3.505076934,0.091521832,0.762251304,0.999200575,896.8 -> 575.8,TAG2,1189.028082,1133.392082,979.4800758,1182.600082,1152.080086,1173.000088,1075.920078,1087.700085,1370.220089,1112.360077,1262.60009,1111.300079,1084.320068
TAG(54:7)_FA 16:0,0.03957112,3.548805065,0.081219156,0.775651997,0.999200575,894.8 -> 621.8,TAG1,1214.880083,1161.088085,1086.980076,1148.760086,1121.900074,1068.200077,1140.180073,1187.740082,1392.7201,1160.980091,1144.380077,1239.76009,1275.220093
TAG(54:7)_FA 16:1,0.045424255,3.442043022,0.106736612,0.743890491,0.999200575,894.8 -> 623.8,TAG1,1133.580087,1078.888079,986.1800766,1222.880085,1098.640079,982.1200752,996.2800674,1050.920078,1281.720108,1097.840076,1174.020092,1040.68008,1117.240089
TAG(54:7)_FA 18:0,-0.006541418,3.447509949,0.002212928,0.962479938,0.999200575,894.8 -> 593.8,TAG1,1104.796076,1089.532078,1102.700085,1006.540077,1211.060085,1023.380074,1052.360065,1167.700085,1131.760082,1116.020073,1122.540081,1134.020081,1006.260067
TAG(54:7)_FA 18:1,-0.016929277,3.386591724,0.014800718,0.903169717,0.999200575,894.8 -> 595.8,TAG1,1061.904078,1055.304076,997.6800804,1128.760086,1109.380085,993.6000748,995.2400742,1042.300083,1108.640076,1120.940067,1079.280083,990.9200706,1016.980072
TAG(54:7)_FA 18:2,0.018241351,3.466939094,0.017221854,0.895591733,0.999200575,894.8 -> 597.8,TAG2,1137.424081,1102.836079,1045.800072,1088.000076,1190.220081,1056.780067,1157.840084,1197.520088,1093.020073,1059.460079,1163.34008,1112.420086,1082.700085
TAG(54:7)_FA 20:0,-0.027214113,3.506504208,0.038372928,0.844696192,0.999200575,894.8 -> 565.8,TAG2,1152.22408,1153.240083,1060.720081,1164.440079,1148.060078,1112.100086,1115.100075,1212.340096,1109.520073,1133.420086,1162.040089,1143.90007,1226.400085
TAG(54:7)_FA 20:4,0.006250455,3.451001672,0.002020389,0.964148166,0.999200575,894.8 -> 573.8,TAG2,1108.536081,1084.456081,1131.840073,1105.82008,1148.220085,1035.940079,1135.500072,1081.140087,1077.600082,1109.48008,1010.240078,1089.900082,1171.120087
TAG(54:8)_FA 16:0,0.06159807,3.460261272,0.196262742,0.657754516,0.999200575,892.7 -> 619.7,TAG1,1138.760077,1071.660081,1127.200081,1078.020084,1065.720074,1039.720085,1096.460079,1034.440071,1178.240074,1093.640076,1170.720074,1112.480091,1182.660084
TAG(54:8)_FA 16:1,0.015164133,3.590156728,0.011944728,0.912970941,0.999200575,892.7 -> 621.7,TAG1,1254.832085,1219.464084,989.340065,1120.560089,1221.940086,1224.240078,1387.580093,1197.300087,1211.540089,1304.480087,1305.880085,1250.740078,1147.220074
TAG(54:8)_FA 18:0,0.08725558,3.430802281,0.393632132,0.530396351,0.999200575,892.7 -> 591.696,TAG1,1138.112078,1051.560072,1001.880066,1121.240078,1232.08009,1067.640079,996.3600616,1054.000069,1198.020077,1020.740074,1145.720081,994.1800613,1118.380081
TAG(54:8)_FA 18:1,-0.014145758,3.447638528,0.010352777,0.918956226,0.999200575,892.7 -> 593.7,TAG1,1113.700081,1104.372078,999.8600693,1130.68008,1153.560081,1031.980064,1025.140083,1181.760094,1134.800079,1099.160072,1164.640087,1078.280079,1090.360073
TAG(54:8)_FA 18:2,0.008374862,3.419275886,0.003624899,0.951990665,0.999200575,892.7 -> 595.7,TAG2,1091.992075,1066.500082,1049.860069,1120.280083,1092.50008,1009.020077,1041.540066,1095.520096,1088.200073,1044.680065,1053.420074,1063.000088,1184.300083
TAG(54:8)_FA 20:0,0.008903563,3.537873232,0.004110653,0.948879158,0.999200575,892.7 -> 563.7,TAG2,1192.300088,1163.256081,1091.080074,1208.040085,1269.980091,1136.66008,1114.340069,1101.50008,1108.120087,1182.960083,1328.160107,1187.120079,1140.900085
