Lipid name,MRM,Ab-medium_12h_N1_acy-carnitines,Ab-medium_12h_N2_acy-carnitines,Ab-medium_12h_N3_acy-carnitines,Ab-medium_12h_N4_acy-carnitines,Ab-medium_12h_N5_acy-carnitines,Ab-medium_12h_N6_acy-carnitines,Ab-medium_1h_N3_acy-carnitines,Ab-medium_1h_N4_acy-carnitines,Ab-medium_1h_N5_acy-carnitines,Ab-medium_1h_N6_acy-carnitines,Ab-medium_1h_N7_acy-carnitines,Ab-medium_24h_N2_acy-carnitines,Ab-medium_24h_N3_acy-carnitines,Ab-medium_24h_N4_acy-carnitines,Ab-medium_24h_N5_acy-carnitines,Ab-medium_24h_N6_acy-carnitines,Ab-medium_24h_N7_acy-carnitines,Blank_acy-carnitines,Veh-medium_12h_N1_acy-carnitines,Veh-medium_12h_N2_acy-carnitines,Veh-medium_12h_N3_acy-carnitines,Veh-medium_12h_N4_acy-carnitines,Veh-medium_12h_N5_acy-carnitines,Veh-medium_12h_N6_acy-carnitines,Veh-medium_1h_N3_acy-carnitines,Veh-medium_1h_N4_acy-carnitines,Veh-medium_1h_N5_acy-carnitines,Veh-medium_1h_N6_acy-carnitines,Veh-medium_1h_N7_acy-carnitines,Veh-medium_24h_N2_acy-carnitines,Veh-medium_24h_N3_acy-carnitines,Veh-medium_24h_N4_acy-carnitines,Veh-medium_24h_N5_acy-carnitines,Veh-medium_24h_N6_acy-carnitines,Veh-medium_24h_N7_acy-carnitines,control_medium_acy-carnitines
PG (38:7),810.5015 -> 621.5015,1487.460121,1285.600094,1398.800087,1618.720112,1349.340092,1525.740108,1478.760101,1340.640079,1486.860104,1376.320095,1334.720104,1426.44009,1479.700096,1592.000126,1505.980114,1640.720108,1396.360107,1375.440094,1522.280094,1429.940094,1486.760117,1320.280083,1522.060104,1403.700104,1429.940102,1506.340111,1562.68013,1456.820103,1413.740101,1512.520103,1525.240108,1482.800106,1457.980106,1396.920094,1434.980103,1404.200092
PGo (38:0),810.6318 -> 621.6318,1529.840111,1430.880112,1440.740086,1337.120098,1509.260098,1469.040096,1434.2201,1617.420113,1493.200111,1456.3801,1358.660095,1466.30011,1515.000092,1337.600086,1622.380112,1326.680096,1349.780087,1463.500114,1445.380089,1369.480099,1394.700111,1429.680107,1638.800121,1375.360096,1558.880108,1552.620117,1593.260117,1363.020096,1520.940102,1534.920116,1351.0401,1449.900108,1547.780113,1283.020084,1574.540119,1454.440094
PG (38:6),812.5172 -> 623.5172,1477.220112,1435.140118,1451.8801,1492.7001,1413.340096,1362.620098,1395.500099,1350.480103,1426.200108,1362.92009,1331.420101,1382.260105,1394.320084,1438.940105,1446.860107,1380.120094,1327.680096,1322.140102,1403.920094,1311.020092,1376.000095,1563.380119,1434.720089,1378.440102,1277.060093,1383.180103,1377.900112,1435.120098,1377.460098,1411.940098,1487.96011,1419.100105,1336.540096,1447.360104,1328.040096,1321.160095
PG (38:5),814.5328 -> 625.5328,1433.540104,1374.780087,1409.5401,1472.160107,1321.440086,1397.900097,1411.240101,1509.360107,1363.920094,1349.760101,1407.120098,1435.720104,1316.280098,1420.220097,1388.300095,1335.540096,1324.820099,1352.280098,1502.540104,1390.920082,1420.360111,1446.400105,1509.200115,1421.000099,1369.920097,1362.860104,1414.480106,1386.160095,1473.560108,1512.960114,1361.280106,1330.180092,1387.500107,1364.680107,1331.480087,1404.400108
PG (38:4),816.5485 -> 627.5485,1348.800098,1332.060097,1335.820099,1399.560097,1481.520111,1417.060108,1358.180092,1378.900085,1337.720093,1473.720116,1442.180092,1427.860104,1339.960098,1434.100117,1294.560089,1412.960094,1294.12009,1387.900101,1388.7201,1450.300102,1439.340103,1507.56012,1411.380108,1424.760101,1298.720093,1472.740112,1366.180096,1421.320095,1381.300098,1380.460094,1366.680092,1354.060112,1353.020092,1400.180103,1350.740108,1424.420101
PG (38:3),818.5641 -> 629.5641,1350.320103,1340.280098,1446.860088,1399.540092,1419.80011,1423.320099,1495.140106,1484.360104,1433.540092,1483.96011,1310.640095,1553.160122,1534.260109,1388.300098,1416.540085,1320.700104,1405.960106,1362.280098,1451.960106,1423.860096,1372.820103,1432.660107,1376.400085,1286.500084,1367.680088,1372.680107,1408.30011,1494.7001,1421.920109,1366.820087,1304.620079,1533.440117,1300.180092,1344.560085,1385.680084,1353.000099
PG (38:2),820.5798 -> 631.5798,1395.240093,1388.740105,1315.640099,1443.30011,1455.240097,1295.620083,1418.040104,1353.280102,1348.860088,1345.020096,1300.600098,1410.8801,1397.500092,1392.880104,1394.440094,1535.700119,1474.520119,1387.700108,1456.480103,1355.260098,1420.440098,1442.060097,1429.820091,1432.960102,1396.640099,1351.500099,1431.120106,1440.360119,1428.780109,1359.260098,1448.740112,1445.180103,1304.480087,1337.900101,1313.100094,1383.880096
PG (38:1),822.5954 -> 633.5954,1444.220108,1456.420109,1437.000088,1395.720104,1309.700077,1478.420113,1357.140095,1288.660084,1376.000095,1468.700108,1385.240097,1410.460098,1453.82011,1379.920105,1351.180092,1293.740089,1345.960098,1419.500099,1444.2001,1394.460098,1377.320099,1326.560104,1503.240105,1368.520111,1463.040104,1398.640106,1364.800095,1448.980099,1407.800098,1410.080097,1418.500099,1404.7001,1317.860096,1338.220097,1424.460102,1428.260109
PGp (40:6),824.5536 -> 635.5536,1484.560104,1466.200111,1394.740101,1365.880096,1396.980106,1367.720089,1407.780106,1451.380089,1349.400101,1384.900097,1471.780113,1329.960094,1402.700096,1575.040119,1758.400124,1526.100101,1294.220097,1377.380096,1506.960098,1542.580101,1387.780098,1414.500092,1555.480114,1344.180099,1332.100094,1350.540096,1490.280102,1333.960102,1515.98011,1401.440102,1380.900082,1450.540112,1502.520096,1413.480095,1304.780102,1316.400097
PG (38:0),824.6111 -> 635.6111,1507.520103,1393.600101,1376.660095,1348.640095,1430.380096,1455.160103,1365.820099,1339.500095,1469.220097,1468.420094,1333.960094,1492.220116,1450.660103,1566.880119,1365.780094,1377.780098,1403.460106,1362.820095,1394.760105,1609.880119,1417.500092,1565.520119,1390.440098,1324.440094,1668.140114,1417.120094,1595.240101,1314.680092,1450.360107,1324.94009,1278.060085,1395.660107,1426.880096,1416.000099,1307.800095,1480.440098
PGo (40:6),826.5692 -> 637.5692,4213.880337,2832.660206,2739.060223,2961.760204,2556.280178,4433.100285,4451.540344,3533.880199,4413.740273,4065.360203,4552.720306,5235.560379,4325.620308,4349.42028,2487.800186,2625.460152,4167.220306,1496.080112,4264.080318,2725.02021,3064.96022,4128.120289,4371.960331,4004.580257,3958.38028,4141.020245,4811.900249,4296.640324,4114.940281,3686.440231,4033.700268,3113.300232,2838.860195,2706.54018,4013.580269,2558.460194
PGo (40:5),828.5849 -> 639.5849,1926.680138,1385.880108,1377.540096,1478.540108,1407.460106,1646.860104,1564.040108,1555.140091,1555.92012,1445.32011,1496.160103,1611.680111,1665.140106,1699.58012,1516.920113,1425.400101,1431.240101,1387.240105,1842.420116,1564.740124,1546.520126,1663.440109,1826.380123,1570.100109,1614.5401,1835.720112,1716.060127,1640.56012,1517.500107,1437.420105,1599.50013,1604.000126,1458.060097,1409.580105,1320.160091,1459.700104
PGo (40:4),830.6005 -> 641.6005,1446.7001,1368.3601,1383.220108,1338.840096,1623.040119,1403.520096,1554.920105,1330.060089,1355.540104,1353.240097,1347.140091,1462.520107,1357.560097,1491.120106,1589.30011,1312.940086,1438.540085,1376.5401,1564.540119,1366.680103,1373.500103,1360.300095,1456.560097,1412.260101,1410.660099,1362.8601,1483.620098,1326.26009,1439.560108,1395.3801,1439.780098,1442.740105,1403.5201,1408.460102,1381.900093,1485.400105
PG (40:10),832.4859 -> 643.4859,1395.540104,1340.180084,1324.220097,1466.500107,1418.160099,1443.500103,1549.440121,1365.740097,1435.200104,1334.660099,1450.020103,1551.520103,1394.12009,1494.960102,1476.860092,1412.240093,1279.040085,1498.820118,1560.380108,1461.380096,1466.840103,1423.040112,1470.480099,1414.380108,1504.660114,1692.120129,1485.040104,1362.620094,1414.820103,1291.100094,1360.660084,1418.140099,1439.140114,1343.680099,1350.320095,1575.220116
PGo (40:9),832.6162 -> 643.6162,1436.480103,1455.460106,1374.320099,1285.560085,1418.960098,1549.680107,1462.440105,1400.360096,1311.080105,1348.000111,1430.720097,1682.140118,1437.060101,1507.5401,1398.660103,1309.3801,1374.760094,1451.660095,1345.800095,1420.840115,1427.820107,1427.280106,1564.940109,1472.440102,1436.760105,1436.7001,1468.120113,1361.680103,1413.400105,1451.920097,1413.340099,1506.82011,1353.680092,1323.680092,1437.400105,1404.780094
PG (40:9),834.5015 -> 645.5015,1421.900101,1606.120117,1327.840103,1424.500114,1321.280087,1429.480103,1453.620098,1354.740097,1355.080109,1335.060101,1454.0401,1428.0401,1526.220116,1417.660091,1356.320091,1330.900093,1421.280109,1435.680115,1526.420097,1319.380089,1368.540092,1310.680096,1776.380127,1310.220097,1506.400112,1402.860104,1309.480091,1422.220097,1419.7001,1381.060097,1265.000092,1453.820107,1334.460094,1562.940109,1383.340096,1455.440105
PGo (40:2),834.6318 -> 645.6318,1396.360104,1435.500099,1512.240089,1328.520092,1284.720097,1379.800098,1409.360107,1406.920094,1433.960102,1492.680092,1397.980083,1258.94009,1318.940102,1392.280109,1508.160099,1394.800102,1441.460106,1421.80011,1455.120106,1413.28009,1324.80011,1442.26012,1357.060093,1441.080105,1299.640095,1383.800091,1425.500099,1276.12009,1629.620117,1320.600094,1535.500103,1516.640118,1330.220104,1399.800102,1358.620098,1331.680092
PG (40:8),836.5172 -> 647.5172,1452.7201,1472.540096,1563.32011,1391.740093,1520.200115,1502.600105,1493.180107,1469.10009,1705.880142,1489.940105,1435.260094,1332.840107,1470.140095,1484.920097,1478.460106,1323.980087,1403.660107,1471.900097,1453.220104,1425.040104,1525.560097,1420.740108,1443.000107,1558.780117,1586.040112,1486.120102,1805.520149,1553.720108,1517.98011,1352.900089,1470.66011,1630.400105,1322.160088,1384.360096,1377.840092,1372.640102
PGo (40:1),836.6475 -> 647.6475,1563.560116,1636.30011,1512.520115,1357.740089,1517.820103,1533.58012,1547.80011,1475.680096,1504.500107,1461.420094,1466.620113,1576.66011,1344.860088,1541.260117,1648.240112,1403.680092,1389.540085,1316.640102,1622.440125,1462.12011,1480.680107,1397.900093,1668.900131,1436.260109,1749.820107,1628.320118,1641.16011,1511.120098,1553.580109,1448.3801,1344.600086,1357.940102,1393.300095,1328.120087,1770.600117,1416.000111
PG (40:7),838.5328 -> 649.5328,1534.900108,1424.180103,1399.640102,1355.060101,1642.600124,1324.880085,1510.140106,1491.120113,1359.120094,1400.800098,1373.560097,1494.080109,1404.160103,1446.720097,1425.440098,1427.080101,1370.040092,1382.460106,1439.380093,1408.640095,1466.920109,1403.260105,1410.020103,1350.420101,1641.58012,1516.480106,1474.520088,1383.560104,1494.840111,1575.80011,1461.000114,1525.100101,1314.720078,1530.120117,1332.160091,1403.7201
PGo (40:0),838.6631 -> 649.6631,1409.820099,1514.980114,1379.440083,1523.060116,1399.080105,1326.460094,1355.740097,1428.320099,1456.180099,1480.940109,1464.420105,1378.380096,1463.020107,1454.5401,1329.900101,1416.880096,1354.340103,1400.3601,1474.160103,1354.260098,1476.960106,1418.960102,1449.600105,1447.220104,1489.32011,1350.140091,1442.900105,1329.120102,1484.580105,1621.66011,1392.260098,1360.940102,1394.260101,1447.620106,1333.840088,1408.300102
PG (40:6),840.5485 -> 651.5485,1345.900085,1309.840096,1304.840092,1510.8801,1471.560097,1329.940086,1397.780121,1365.5201,1362.8801,1422.540096,1446.220085,1420.940105,1351.800098,1353.420082,1460.480106,1658.220116,1394.080101,1397.5201,1428.440105,1411.400101,1405.46011,1354.060097,1481.320103,1542.240108,1489.740112,1406.160088,1366.800095,1422.580097,1305.940098,1325.340088,1355.700104,1465.380093,1358.7201,1324.140095,1306.94009,1287.100094
PG (40:5),842.5641 -> 653.5641,1647.740128,1467.240105,1384.820107,1570.360119,1388.460094,1482.520092,1507.7201,1470.920094,1424.460091,1291.280098,1413.320095,1456.760109,1473.220093,1610.500118,1414.800098,1421.560108,1379.480103,1389.020096,1531.220119,1521.2201,1358.260105,1376.620094,1397.380112,1417.260105,1525.320118,1571.440102,1479.840107,1545.260109,1489.480103,1746.160114,1404.780098,1478.720104,1426.820103,1334.460083,1384.5201,1568.96011
PG (40:4),844.5798 -> 655.5798,1590.720112,1357.920094,1345.740093,1392.340103,1382.180096,1410.080097,1442.540108,1394.7001,1362.820091,1402.080097,1365.980087,1471.340103,1565.220119,1538.62011,1429.420109,1300.8601,1317.880077,1414.120106,1506.780113,1331.680096,1458.600109,1428.080101,1397.740097,1561.920105,1394.040104,1527.200115,1441.800106,1376.120098,1532.420101,1450.900093,1469.560101,1322.60009,1370.360092,1319.240086,1507.280109,1435.640099
PG (40:3),846.5954 -> 657.5954,1396.420086,1333.680096,1340.080093,1436.820107,1392.700096,1394.340103,1395.140099,1488.340103,1532.64011,1341.400093,1360.8601,1350.540089,1379.120102,1457.060101,1381.740097,1375.960098,1395.140106,1297.5401,1370.960094,1401.28009,1306.440094,1458.3601,1461.200108,1479.660107,1500.060097,1389.120087,1509.460098,1512.200104,1319.300098,1345.12009,1395.640091,1369.320095,1475.760113,1522.400112,1330.180092,1562.360107
PG (40:2),848.6111 -> 659.6111,2100.980145,2119.260151,1908.380131,1823.360134,1636.320122,2676.820194,2223.240166,2134.360142,1849.500126,2210.580162,2099.160164,2420.640167,1793.94014,2040.700127,1687.300129,1584.540115,2107.900139,1390.940098,1794.420124,1839.640133,2236.10017,1842.44014,2201.360146,2172.240166,2273.740173,2455.340172,2319.960175,1888.920139,2507.340157,1565.880108,1814.36013,2368.760159,1810.340141,1886.920124,2040.040134,1820.30014
PG (40:1),850.6267 -> 661.6267,1789.100121,1588.540108,1514.320095,1497.120094,1595.080128,1458.820091,1526.540112,1326.8601,1505.020088,1450.400112,1683.920113,1498.520096,1707.200115,1447.360096,1336.520088,1410.480099,1364.680092,1395.600105,1745.020138,1513.320126,1591.200108,1604.700123,1608.820122,1510.98011,1551.140121,1423.600105,1559.560104,1444.860104,1527.560112,1436.640114,1359.720093,1521.14011,1527.8801,1389.920101,1566.820118,1456.66011
PGp (42:6),852.5849 -> 663.5849,3969.920265,3717.020298,4614.160309,4728.660305,4314.520317,2405.88018,3124.340214,3006.620205,2927.900211,3735.220249,2947.66021,3515.680222,2923.780163,4589.280365,4177.340313,4141.700291,2822.240208,1310.080101,2938.260223,4960.020321,3966.720306,3420.180187,3300.660255,4479.060352,2646.460186,3192.920261,3454.140255,3772.800251,2697.540192,4119.080242,2638.840202,2892.580177,4074.000278,3744.220264,1840.860138,1579.30011
PG (40:0),852.6424 -> 663.6424,3156.62022,3677.720287,4526.720299,4009.780296,4795.480324,2575.820206,2751.420235,3333.260242,3068.020176,3143.040211,3689.060257,3386.080265,3092.280216,4513.620338,4424.480274,3934.000267,2984.080231,1459.880104,3309.880245,5341.820366,4561.540321,3520.460224,3584.520237,4052.96027,3870.760303,3468.060246,2846.7402,2365.980164,2959.780228,3146.940228,3063.880199,2553.000187,4083.520283,3427.940258,2196.280155,1577.120113
PGo (42:6),854.6005 -> 665.6005,1618.740112,1779.120136,1585.960121,1695.860126,1840.760132,1538.440105,1476.580109,1477.000107,1595.240101,1565.520107,1573.840107,1446.2001,1422.920097,1701.280113,1586.900116,1667.080109,1773.900135,1323.94009,1865.520142,1707.16013,1612.460121,1610.240124,1470.8601,1409.640102,1512.040108,1502.060101,1533.260101,1545.800102,1649.840115,1609.100121,1529.240105,1598.500114,1585.400116,1747.100113,1440.26009,1349.480103
PGp (42:4),856.6162 -> 667.6162,1311.500092,1408.600109,1338.800091,1390.160091,1343.780098,1313.700092,1477.880093,1463.940113,1348.520081,1385.62009,1387.8801,1403.240108,1354.700096,1469.060101,1357.760101,1366.540085,1264.400085,1450.560112,1423.240101,1409.100098,1417.780087,1365.080093,1461.660099,1305.140087,1321.540092,1378.840092,1528.440109,1385.500111,1357.620098,1351.820103,1436.5201,1350.500099,1286.940094,1440.760098,1308.740097,1390.7001
PG (42:11),858.5015 -> 669.5015,1404.020096,1379.160099,1391.5401,1328.62009,1451.000103,1382.560093,1425.340092,1320.880089,1400.580097,1472.780098,1409.440094,1484.100113,1537.440102,1434.420101,1452.660118,1459.400101,1406.0201,1329.340099,1589.220119,1373.120102,1493.060112,1344.840099,1481.820114,1372.240089,1286.600086,1370.920097,1427.140091,1310.960094,1374.680092,1404.240108,1359.220104,1405.680088,1375.140095,1407.280102,1423.320099,1295.300083
PGo (42:4),858.6318 -> 669.6318,1408.840096,1398.100101,1393.440094,1405.540096,1410.800102,1360.880096,1368.960091,1412.380096,1493.800106,1360.560085,1341.280083,1383.160099,1349.600094,1527.020111,1273.8801,1419.220116,1396.760098,1317.420094,1341.26009,1331.460091,1370.420105,1351.300091,1576.060108,1376.480099,1424.180099,1411.780094,1374.040096,1297.800087,1414.040096,1396.820099,1390.680092,1435.020092,1384.400105,1426.340096,1374.180099,1332.940098
PG (42:10),860.5172 -> 671.5172,1439.040104,1452.460091,1407.660088,1277.200085,1479.520096,1328.880093,1377.600105,1432.400097,1455.880096,1302.320095,1306.400097,1404.880096,1439.300102,1462.000107,1370.540096,1340.900101,1415.140102,1339.200096,1412.240108,1506.780109,1333.220097,1315.640102,1389.520096,1282.040092,1313.960091,1487.440102,1534.340118,1429.500114,1347.26009,1360.820099,1377.720097,1417.180107,1361.740093,1321.980091,1418.48011,1342.600094
PGp (42:2),860.6475 -> 671.6475,1445.240097,1378.420105,1409.98011,1378.120094,1426.400105,1351.800098,1392.980091,1420.900101,1433.300106,1336.260098,1396.400097,1353.040096,1342.540096,1432.840118,1336.600086,1280.580082,1401.7201,1370.440102,1394.660095,1463.460102,1416.200089,1327.940094,1457.000107,1425.720089,1515.400116,1413.820099,1483.840103,1361.440105,1352.380108,1387.600113,1330.460098,1496.64011,1364.920101,1338.660095,1324.820091,1378.16011
PG (42:9),862.5328 -> 673.5328,1493.240101,1361.060093,1373.2001,1690.600105,1455.600109,1434.900097,1451.360107,1431.500103,1345.220104,1475.300106,1369.240101,1430.440094,1350.000092,1360.180107,1411.400093,1426.380112,1278.12009,1427.3801,1410.700104,1453.240097,1397.760094,1453.540104,1485.820114,1378.2001,1366.300095,1393.820095,1478.620106,1277.140091,1455.680092,1443.920094,1432.780087,1391.080093,1348.200096,1377.8801,1434.540108,1480.580109
PGo (42:2),862.6631 -> 673.6631,1434.900101,1414.120102,1410.180107,1387.600117,1459.360111,1426.620094,1406.340099,1430.740089,1344.840096,1406.300102,1501.640118,1313.680092,1390.620087,1431.160099,1389.100105,1352.720093,1324.320095,1368.880089,1415.840103,1381.800087,1444.560085,1365.340096,1360.940094,1347.160103,1357.340099,1629.58012,1354.720108,1346.420101,1474.960106,1383.420094,1412.480103,1349.480087,1440.460098,1334.320099,1294.060097,1387.780094
PG (42:8),864.5485 -> 675.5485,1483.040092,1371.560101,1515.32011,1375.300095,1384.520096,1376.220097,1384.760094,1516.760109,1499.440109,1514.160118,1374.840099,1452.020107,1466.460102,1455.920109,1327.260101,1365.020092,1371.940098,1392.160091,1444.640102,1444.100098,1384.880096,1322.660095,1417.120098,1399.880096,1451.320095,1434.260105,1447.060112,1431.420109,1550.480106,1418.700096,1306.300098,1542.420109,1344.160095,1324.200089,1390.260098,1506.940109
PGo (42:1),864.6788 -> 675.6788,1320.980087,1466.460102,1392.620087,1366.280083,1365.940098,1454.260098,1460.3801,1473.680099,1456.420094,1458.580101,1544.340107,1403.680103,1439.100086,1428.500107,1357.260098,1415.380096,1327.920097,1364.480091,1594.400108,1403.760098,1449.340103,1620.220131,1483.140121,1285.060085,1312.620098,1300.180088,1528.300121,1445.280094,1641.980122,1360.500092,1393.360104,1343.220093,1431.740105,1375.980095,1337.380104,1316.720093
PG (42:7),866.5641 -> 677.5641,1380.080101,1379.300095,1449.660107,1393.5201,1510.960102,1400.540096,1443.180092,1340.380096,1404.000099,1384.2001,1373.020088,1394.320099,1425.420105,1377.840092,1278.980091,1438.500099,1454.360111,1316.020084,1378.42009,1369.620106,1436.080101,1489.380093,1462.440094,1316.880096,1349.940094,1372.96011,1391.560097,1453.12011,1461.840103,1395.0201,1399.900101,1380.0201,1394.660099,1387.860085,1279.220097,1391.060097
PGo (42:0),866.6944 -> 677.6944,1489.420105,1399.980099,1347.140099,1523.780113,1461.400101,1452.640102,1410.880093,1398.960094,1333.780109,1435.940102,1359.5201,1345.180092,1476.320107,1330.700085,1407.940109,1340.180092,1427.000099,1350.240093,1369.860096,1383.900093,1397.340103,1333.480095,1472.540108,1397.960106,1435.8801,1384.020092,1397.620094,1438.0201,1413.400101,1348.300087,1269.620094,1370.680096,1347.880096,1349.520096,1517.680111,1418.480103
PG (42:6),868.5798 -> 679.5798,1371.42009,1352.100101,1303.300087,1334.000103,1436.300102,1315.240097,1444.920094,1371.540089,1482.560093,1525.160107,1292.520092,1486.740093,1348.120098,1306.980091,1424.260109,1413.0201,1356.700096,1396.680099,1437.000099,1302.160091,1487.980103,1308.920094,1557.2001,1468.180115,1412.920094,1425.720093,1378.2001,1360.320099,1410.900105,1407.220093,1478.80011,1374.240089,1421.820107,1393.660103,1416.340096,1455.160099
PG (42:5),870.5954 -> 681.5954,1339.540085,1436.180103,1366.780106,1337.560097,1426.600082,1391.640095,1355.220097,1429.460094,1526.080105,1569.100121,1412.580093,1346.420086,1358.920094,1319.360088,1350.240082,1364.620098,1305.180092,1407.080093,1394.080093,1348.42009,1352.580105,1339.800095,1461.760101,1369.44009,1386.7201,1390.900093,1413.880096,1382.400097,1434.300102,1527.060112,1409.920097,1343.860096,1388.760098,1465.280106,1441.800091,1330.800091
PG (42:4),872.6111 -> 683.6111,1370.3601,1445.140102,1460.700108,1489.280113,1531.140102,1320.480095,1440.500099,1352.720097,1510.340096,1324.260105,1395.740101,1408.98011,1347.720093,1392.620098,1396.760098,1371.560108,1393.420094,1402.220089,1405.7001,1428.480099,1369.5401,1346.240086,1512.940113,1337.400085,1405.820091,1285.62009,1420.260101,1353.160099,1300.92009,1312.760094,1346.860088,1469.040108,1418.220108,1324.260094,1470.840099,1327.480091
PG (42:3),874.6267 -> 685.6267,1783.920143,2758.540207,1835.660114,1944.380142,1825.920128,1465.820103,1626.880135,1673.98011,1716.820122,1717.460121,1718.780109,1755.040138,1887.580132,1874.540154,2123.720139,1978.50013,1672.380123,1269.84008,1852.420135,2131.340145,2153.100163,1768.040134,2119.720158,1801.300137,1738.220135,1508.800106,2148.920143,1791.000118,1678.540119,1689.540123,1672.880123,1835.000134,2064.880131,1913.420124,1580.560116,1530.400097
PG (42:2),876.6424 -> 687.6424,1411.160099,1491.920113,1415.200104,1457.8801,1460.720104,1384.100101,1393.240101,1398.3801,1426.180103,1537.720108,1447.940105,1455.360096,1482.440109,1390.160088,1561.500111,1491.000095,1389.460098,1298.480103,1486.020103,1402.540096,1455.300114,1468.680092,1534.260105,1481.980106,1441.360104,1375.940113,1537.220116,1366.640099,1404.740089,1360.240105,1365.380104,1454.8601,1306.000092,1400.200104,1441.840092,1390.160107
PG (42:1),878.658 -> 689.658,1404.600094,1473.260101,1393.860096,1415.28009,1408.320107,1314.960091,1350.040104,1328.080097,1393.560104,1448.300098,1329.900097,1383.100098,1358.000099,1314.400097,1360.020096,1433.600101,1388.020103,1360.520088,1378.620098,1377.000095,1479.800114,1341.160107,1412.580101,1419.100117,1381.820091,1414.000107,1399.7001,1400.340103,1410.200111,1396.600101,1384.340096,1463.160103,1377.640087,1341.400097,1357.880096,1402.160091
PG (42:0),880.6737 -> 691.6737,1406.280102,1370.360092,1431.040096,1329.560093,1344.500088,1408.760101,1496.960106,1367.960106,1454.560101,1329.120094,1403.800098,1424.740108,1439.64011,1307.580082,1419.720097,1368.600098,1393.000099,1410.420094,1397.360115,1360.240097,1330.180099,1378.980099,1370.080097,1526.280106,1301.500095,1399.340099,1463.000103,1343.520092,1333.800098,1489.420105,1349.60009,1376.980106,1401.740101,1411.420094,1413.600109,1466.860104
PG (44:12),884.5172 -> 695.5172,1368.640099,1329.98011,1307.060093,1396.500099,1485.000103,1628.760109,1462.020103,1343.820091,1415.780094,1428.020103,1339.980099,1429.78009,1314.0201,1460.440117,1362.200096,1455.800102,1398.760105,1434.080105,1440.860111,1293.100082,1400.2001,1395.740093,1404.400093,1330.520096,1346.460087,1381.12009,1332.260086,1309.360096,1312.2001,1407.540096,1293.460098,1382.480103,1356.580097,1416.3601,1374.78009,1358.940086
PG (44:10),888.5485 -> 699.5485,1436.28009,1342.280094,1396.32008,1283.900093,1357.920097,1451.520111,1413.260109,1282.960091,1424.10009,1432.320107,1357.560104,1433.280094,1457.2201,1360.180092,1348.08009,1354.740097,1338.480095,1395.680103,1431.200104,1308.060085,1327.980095,1318.800098,1471.480103,1385.78009,1415.120087,1350.820107,1440.880108,1325.0201,1329.080097,1414.060093,1369.700104,1433.580112,1346.760086,1379.620102,1339.480095,1332.600086
PG (44:8),892.5798 -> 703.5798,1361.880096,1359.2201,1360.920094,1281.140087,1423.080105,1414.860107,1373.360088,1492.060101,1365.860107,1455.340099,1418.500103,1367.700104,1351.240101,1437.140095,1465.380104,1352.720097,1350.520103,1422.880093,1422.480099,1449.16011,1407.540104,1384.940105,1423.320095,1365.220108,1390.220093,1445.7201,1398.820099,1380.140083,1366.900101,1269.640087,1382.160095,1395.140091,1304.580093,1434.440098,1346.60009,1322.500084
PG (44:7),894.5954 -> 705.5954,1403.28009,1417.120106,1400.220104,1439.020107,1383.300098,1380.640087,1340.980103,1366.520088,1338.880104,1318.500099,1414.920094,1344.320107,1311.460079,1457.260094,1357.960091,1414.68008,1270.060101,1297.360092,1361.520103,1324.240101,1453.540096,1331.060093,1404.280094,1315.680092,1342.7001,1383.920097,1348.220085,1261.820087,1442.260105,1331.340092,1325.600086,1324.380093,1400.520103,1342.160099,1349.660099,1425.880104
PG (44:6),896.6111 -> 707.6111,1435.740105,1419.940105,1409.640091,1346.640106,1388.440109,1430.08009,1327.220097,1334.600105,1412.98011,1307.520092,1442.460102,1402.220097,1378.360096,1447.000099,1329.940098,1408.440102,1351.120087,1323.560085,1362.340115,1360.900093,1459.800102,1358.760098,1488.980103,1420.880104,1319.040096,1314.900089,1469.280106,1312.520077,1447.040112,1378.140099,1297.140099,1355.780094,1332.560089,1318.120098,1338.600101,1400.440102
PG (44:5),898.6267 -> 709.6267,1449.020115,1376.820091,1383.700092,1445.280098,1340.500084,1407.44009,1508.680119,1374.200092,1450.240101,1293.840103,1351.2001,1352.180096,1328.160099,1388.960106,1458.260105,1371.2001,1469.680096,1398.540096,1388.180103,1367.760098,1487.960094,1375.000092,1433.940102,1306.900089,1349.780098,1454.420105,1363.460091,1321.960094,1428.340103,1376.540092,1333.440105,1422.020088,1361.760098,1367.240097,1423.460094,1382.840099
PG (44:4),900.6424 -> 711.6424,1361.080097,1338.76009,1372.120094,1385.5401,1304.160091,1331.840092,1425.160099,1335.540092,1368.960091,1287.880096,1388.380093,1362.280102,1364.960102,1402.240105,1405.240101,1315.320107,1325.76009,1340.340099,1371.540104,1327.960094,1413.920097,1346.28009,1532.28009,1451.94009,1469.540112,1351.12009,1427.800106,1351.5401,1432.780109,1359.180103,1470.740101,1439.3801,1317.220085,1480.140106,1326.800102,1388.100101
PG (44:3),902.658 -> 713.658,1389.400097,1315.700089,1333.080093,1310.26009,1459.020107,1315.100101,1377.620079,1370.720097,1314.820103,1321.020096,1390.100105,1320.440094,1319.700096,1359.720104,1427.540104,1310.000095,1455.900105,1425.160103,1469.820103,1393.360092,1358.160099,1262.600082,1410.360096,1342.620098,1478.320107,1370.160099,1348.480083,1436.8801,1309.260086,1337.540092,1304.800087,1332.360096,1397.620098,1440.980091,1342.660103,1385.800114
