Lipid name,MRM,Ab-medium_12h_N1_acy-carnitines,Ab-medium_12h_N2_acy-carnitines,Ab-medium_12h_N3_acy-carnitines,Ab-medium_12h_N4_acy-carnitines,Ab-medium_12h_N5_acy-carnitines,Ab-medium_12h_N6_acy-carnitines,Ab-medium_1h_N3_acy-carnitines,Ab-medium_1h_N4_acy-carnitines,Ab-medium_1h_N5_acy-carnitines,Ab-medium_1h_N6_acy-carnitines,Ab-medium_1h_N7_acy-carnitines,Ab-medium_24h_N2_acy-carnitines,Ab-medium_24h_N3_acy-carnitines,Ab-medium_24h_N4_acy-carnitines,Ab-medium_24h_N5_acy-carnitines,Ab-medium_24h_N6_acy-carnitines,Ab-medium_24h_N7_acy-carnitines,Blank_acy-carnitines,Veh-medium_12h_N1_acy-carnitines,Veh-medium_12h_N2_acy-carnitines,Veh-medium_12h_N3_acy-carnitines,Veh-medium_12h_N4_acy-carnitines,Veh-medium_12h_N5_acy-carnitines,Veh-medium_12h_N6_acy-carnitines,Veh-medium_1h_N3_acy-carnitines,Veh-medium_1h_N4_acy-carnitines,Veh-medium_1h_N5_acy-carnitines,Veh-medium_1h_N6_acy-carnitines,Veh-medium_1h_N7_acy-carnitines,Veh-medium_24h_N2_acy-carnitines,Veh-medium_24h_N3_acy-carnitines,Veh-medium_24h_N4_acy-carnitines,Veh-medium_24h_N5_acy-carnitines,Veh-medium_24h_N6_acy-carnitines,Veh-medium_24h_N7_acy-carnitines,control_medium_acy-carnitines
PG (44:2),904.6737 -> 715.6737,1357.600098,1368.840099,1368.460094,1460.880108,1503.760109,1326.640087,1345.060101,1370.960094,1331.680092,1397.940098,1489.420109,1482.580097,1331.940094,1328.300079,1407.620098,1466.700115,1318.640087,1285.60009,1428.820103,1334.040089,1366.640095,1338.700104,1461.960094,1350.42009,1392.28009,1416.340096,1375.2001,1314.580097,1307.700081,1441.380108,1387.080093,1363.100075,1322.240093,1406.2201,1378.960094,1368.740097
PG (44:1),906.6893 -> 717.6893,1518.860104,1408.940102,1318.320099,1355.7201,1362.640102,1348.7001,1413.920105,1462.7201,1311.760098,1390.680103,1403.220097,1425.680107,1363.720097,1322.840092,1550.860107,1321.080097,1382.580097,1331.280102,1402.800091,1446.8601,1667.540112,1571.8801,1405.200111,1401.7001,1336.62009,1470.120102,1389.060101,1428.240101,1285.400097,1366.200089,1312.120087,1441.500099,1341.800087,1344.620098,1405.940102,1335.0401
PG (44:0),908.705 -> 719.705,1320.080086,1316.360081,1336.800091,1315.200092,1332.280106,1283.360085,1335.840099,1383.320099,1263.020084,1364.900097,1300.880096,1338.280098,1313.560081,1383.100109,1305.380089,1304.520092,1264.580086,1227.92009,1404.800106,1321.400097,1283.3801,1274.340099,1309.740086,1289.28009,1268.860096,1404.160103,1398.760101,1294.800102,1299.900093,1287.60009,1316.2201,1378.340088,1322.860085,1378.380085,1281.380093,1419.500107
Lipid name,MRM,Ab-medium_12h_N1_PI,Ab-medium_12h_N2_PI,Ab-medium_12h_N3_PI,Ab-medium_12h_N4_PI,Ab-medium_12h_N5_PI,Ab-medium_12h_N6_PI,Ab-medium_1h_N3_PI,Ab-medium_1h_N4_PI,Ab-medium_1h_N5_PI,Ab-medium_1h_N6_PI,Ab-medium_1h_N7_PI,Ab-medium_24h_N2_PI,Ab-medium_24h_N3_PI,Ab-medium_24h_N4_PI,Ab-medium_24h_N5_PI,Ab-medium_24h_N6_PI,Ab-medium_24h_N7_PI,Blank_PI,Veh-medium_12h_N1_PI,Veh-medium_12h_N2_PI,Veh-medium_12h_N3_PI,Veh-medium_12h_N4_PI,Veh-medium_12h_N5_PI,Veh-medium_12h_N6_PI,Veh-medium_1h_N3_PI,Veh-medium_1h_N4_PI,Veh-medium_1h_N5_PI,Veh-medium_1h_N6_PI,Veh-medium_1h_N7_PI,Veh-medium_24h_N2_PI,Veh-medium_24h_N3_PI,Veh-medium_24h_N4_PI,Veh-medium_24h_N5_PI,Veh-medium_24h_N6_PI,Veh-medium_24h_N7_PI,control_medium_PI
PI (12:0),534.241 -> 257.241,3521.26022,3157.560226,3685.840267,3912.700294,3560.240246,3577.760246,3597.860256,3654.520241,3493.620232,3492.280251,3526.700237,3163.240231,3276.500221,3111.500217,3884.840282,3800.700275,3139.540215,3206.200222,3661.140266,3426.140247,3187.180202,3504.420238,3604.940266,3394.920242,3659.92028,3395.32024,3668.320282,3485.880241,3280.420238,3496.400249,3088.460224,3486.180264,3179.42025,3518.920238,3145.540226,2947.360195
PI (14:1),560.2566 -> 283.2566,1886.720119,2062.260155,2094.00016,2231.080147,2505.460194,1888.940132,2224.460175,2293.320168,2023.360123,2373.680168,2122.760151,2605.900188,2212.960144,2518.80014,1891.620121,2165.220146,1783.920132,1376.000099,2141.300144,2109.000156,2127.440151,2250.040154,1673.780121,2427.520172,2267.400162,1867.620136,2408.120159,2476.860165,2437.320171,1942.900146,2077.660145,2312.740143,1819.360126,2292.280174,2155.840164,2278.42017
PI (14:0),562.2723 -> 285.2723,1776.380123,1869.720116,1732.760117,1913.88015,1936.360149,1989.400158,2328.280159,1615.060112,1778.240131,2072.860119,1919.580151,1927.140121,1966.820129,1445.560101,1766.080112,1990.100163,1572.480122,1334.020088,1566.580112,1976.060139,1956.980141,1807.760132,1703.76012,1926.860138,1950.900139,1623.600113,1943.220142,1729.200119,2199.600143,1803.020126,1706.440105,1935.36013,1828.520126,1788.320122,1751.460129,1498.420101
PIp (16:0),574.3087 -> 297.3087,1478.520103,1847.260143,1547.080112,1843.480114,1814.460136,1522.540104,1506.360088,1758.080132,1676.56012,1372.880104,1749.440128,1694.980125,1697.040127,1799.580128,1749.500126,1711.42012,1700.800125,1385.880085,1827.200142,1859.920132,1561.300117,1609.020115,1585.760113,1710.360111,1611.62011,1487.560104,1671.080112,1841.580151,1509.000107,1649.760113,1556.62011,1769.100132,2133.800144,1835.220123,1704.380112,1554.160099
PIo (16:0),576.3243 -> 299.3243,1662.180119,1743.280106,1986.660149,2035.440128,1933.640129,1797.26012,1695.800106,1965.140129,1959.580124,1581.240108,2107.120144,1937.12014,1759.94014,1897.020138,1709.600132,1569.06012,1616.020107,1455.080105,1885.260113,1714.460121,1631.840111,1622.180115,1589.640121,1860.36013,1645.680103,1652.700115,1739.680138,1673.160126,1663.620121,1622.840103,1737.840115,1637.840118,1858.980133,1607.14011,1740.140129,1627.600117
PI (16:1),588.2879 -> 311.2879,2134.000153,1886.760128,1976.620144,1993.740135,2028.740143,1784.040119,2091.240147,1702.860107,1981.260132,1711.20013,2137.580158,1932.580135,1628.720119,1680.380112,2086.700146,2130.260166,1539.320114,1416.100105,1797.400139,1869.020153,1973.020145,1698.460121,1692.120117,1477.140106,1916.54015,1803.300133,1805.400124,1711.400116,1931.740128,1846.900154,1817.560135,1829.380123,1763.240131,1699.240128,1512.980103,1559.640106
PI (16:0),590.3036 -> 313.3036,2669.060169,3631.820335,2520.760185,3160.940266,2591.600185,2336.020187,2564.820168,2589.840195,2345.860184,2026.820137,2107.440151,2153.420132,2188.820137,2371.300163,2384.340172,2400.620155,2029.440132,1411.940102,2027.000126,3509.080235,2222.320175,2183.440159,2111.840157,2449.920162,2462.220177,2323.840168,2513.500172,2418.700184,2198.480141,1778.180111,2574.120163,2402.200172,2140.760159,2132.780163,1812.000118,1715.580105
PIp (18:0),602.34 -> 325.34,1583.480114,2035.900135,1996.460125,2100.620148,2030.160145,1601.060116,1548.700111,1851.18013,1694.860138,1630.760117,1816.140133,1855.500137,1478.760105,1686.800091,1800.560139,1812.860119,1656.180126,1454.580109,1609.620121,1475.040108,1674.820114,1625.220119,1606.480114,1661.900124,1777.040123,1748.780117,1697.720142,1800.440132,1848.720131,1764.780125,1872.220135,1624.460117,1923.280144,1877.02013,1644.780117,1744.20013
PIo (18:0),604.3556 -> 327.3556,1524.200119,1796.500141,1679.860104,2062.960133,1846.640144,1593.060116,1655.260117,1552.200111,1548.660126,1482.280102,1556.80011,1847.580139,1526.96011,2003.600113,1900.860134,1620.220116,1757.960117,1365.700096,1694.760117,1503.060112,1652.840115,1463.040108,1667.580116,1662.220127,1643.120125,1430.420101,1850.260113,1561.480106,1408.120094,1653.660137,1853.720116,1827.480145,1643.500111,1485.080101,1355.12009,1531.640099
PI (18:4),610.2723 -> 333.2723,1464.180099,1602.880123,1534.560108,1798.00013,1412.5401,1676.740135,1564.140106,1639.840126,1676.720116,1743.780121,1390.540085,1704.160126,1487.720104,1462.520103,1625.360123,1518.360123,1642.600124,1317.520088,1455.260117,1660.780117,1493.600113,1497.000114,1546.80011,1610.780113,1625.08012,1407.420105,1454.140102,1532.240112,1745.940132,1814.46011,1382.660099,1496.700104,1361.060085,1472.560097,1382.840099,1602.64011
PI (18:3),612.2879 -> 335.2879,1570.380116,1527.440105,1770.580128,1706.32011,1533.560104,1631.920101,1622.620117,1495.600101,1399.300098,1789.140106,1590.000118,1740.100128,1463.64011,1521.960098,1703.96011,1654.900097,1540.62011,1363.940098,1502.100109,1707.380116,1761.320137,1767.040131,1975.200142,1646.980125,1605.620121,1841.040131,1729.020126,1954.640163,1819.660118,1568.2001,1658.520123,1707.580116,1793.68013,1643.140125,1437.880096,1551.560123
PI (18:2),614.3036 -> 337.3036,1514.440121,1783.700134,1898.600136,1654.260124,1557.080112,1916.120152,1675.020119,1544.640121,1952.50016,1644.740112,1573.960117,1448.500107,1458.500103,1648.640114,1999.420139,2138.000141,1546.240101,1387.840099,1920.360119,1912.880142,1634.800117,1639.380116,1470.440113,1731.900108,1558.760113,1665.700127,1555.500111,1779.040115,1864.580147,1800.40012,1903.800129,1738.260139,1469.020096,1636.160114,1428.880108,1643.300125
PI (18:1),616.3192 -> 339.3192,1902.300125,2116.520149,1967.540142,1729.900135,1904.840149,2025.56015,2222.360153,1766.600124,1762.000122,1833.900135,1801.66011,2197.540161,1703.520123,1803.360138,2081.640137,1904.200127,1871.180141,1358.880089,1641.120125,1553.800106,1797.460125,1780.920132,1825.160133,1874.600136,2113.400135,1744.780121,2035.860134,1642.800121,1904.820133,1938.340126,1811.320133,1531.400101,1539.12011,1808.180145,1578.700111,1747.180119
PI (18:0),618.3349 -> 341.3349,1723.940125,1826.260132,1956.160133,2090.44014,2037.080124,1667.980125,1893.880146,1695.760128,1477.260105,2275.280159,1792.98011,1786.080112,1601.440128,1523.600105,1706.880112,1857.280125,1525.680107,1362.240093,1832.980133,2137.260151,1465.680096,1779.300133,1964.860134,1672.500134,1738.18013,1699.26012,1890.620106,1846.560139,1566.740108,1842.34013,1984.140133,1900.360138,2005.580151,1921.560135,2057.980125,1509.840107
PIp (20:0),630.3713 -> 353.3713,9241.420658,15839.36102,11553.40076,13986.10102,12033.56071,6553.680389,7651.220509,9687.060646,8575.380596,7330.780548,7267.920467,8583.920609,6229.88039,8858.980591,10684.22073,8834.060616,7217.560566,1384.160095,7245.90049,12004.52074,10534.68081,7825.940521,9254.600735,7248.280552,8329.340569,6483.560333,9116.58065,6851.400551,6664.98045,7460.380463,7336.660519,8031.180611,11502.20092,7643.960518,5800.140404,7652.520519
PIo (20:5),632.3869 -> 355.3869,2007.240143,2438.820168,2418.640156,2783.640194,2105.220154,1920.920128,1828.240124,1880.540127,2086.40015,2391.540161,1997.260132,2107.680145,1824.020123,2377.520176,2350.86018,2099.740158,2132.680161,1814.660133,2230.280155,2173.540154,2455.860184,3353.980247,1944.080139,2265.820152,2009.860138,2212.480125,1778.140118,1758.980122,1969.840141,2004.140163,1824.700108,2077.940151,1966.920132,2163.440163,2167.120132,1881.320118
PI (20:5),636.2879 -> 359.2879,1658.820129,1392.600094,1496.760109,1447.7201,1539.340107,1661.860104,1724.66013,1456.020107,1471.680096,1634.58012,1489.560104,1393.300095,1472.760105,1454.8801,1674.300114,1552.540119,1673.200115,1413.420105,1756.980114,1720.600124,1548.320107,1632.620106,1568.42009,1449.700108,1435.780094,1385.94009,1652.980118,1429.100105,1501.380112,1736.36013,1538.380108,1552.020107,1582.440113,1506.560104,1348.700096,1531.000111
PI (20:4),638.3036 -> 361.3036,1489.800098,1465.760105,1610.020103,1520.160103,1605.140118,1750.02013,1493.200104,1587.020123,1540.860107,1404.100101,1680.000118,1459.500103,1585.820103,1517.320095,1478.760105,1430.960098,1387.760098,1436.460102,1717.74012,1512.980103,1489.520092,1651.680115,1538.120098,1673.060112,1630.320118,1478.080101,1684.340118,1341.900097,1404.100094,1594.900108,1484.560112,1428.760117,1583.48011,1586.740093,1482.360107,1425.260101
PI (20:3),640.3192 -> 363.3192,3235.080204,1855.180145,1892.920113,1696.06012,1746.880131,3450.180218,2758.660194,2847.600224,2610.580189,2636.480186,2520.400185,2335.240154,2795.660198,2432.260178,2419.880196,2197.180161,2812.380188,1361.160099,2426.76017,1862.980122,2184.540146,2522.680187,2925.740223,2520.500168,2297.280163,2437.280182,2337.240181,3487.000256,2735.300217,1918.060139,2569.300201,2820.440197,1989.200146,2148.760151,2242.700176,2010.320137
PI (20:2),642.3349 -> 365.3349,1954.320122,1983.300137,1922.280125,2000.70013,1784.26012,2019.180141,2082.680141,2169.680145,1846.380119,2042.080112,2104.000137,1848.380135,1827.700115,2164.540154,1707.40012,1955.220139,1909.080132,1296.280094,1695.40012,1719.90012,1469.780098,1820.920143,1901.900135,1842.740128,2278.960163,1615.060123,2088.380142,2294.02018,1977.70015,1788.900124,1622.920094,1827.240124,1590.000107,1815.480137,1697.440136,1636.000114
PI (20:1),644.3505 -> 367.3505,1780.960133,1870.80011,1834.680119,2018.320164,1901.800117,1614.240105,1644.520126,1909.580132,1686.700108,1831.480125,1690.880116,2042.20013,1962.400154,1478.380112,1829.140133,1635.940125,1890.040123,1431.800091,1731.860123,1846.160122,1850.560131,1687.700123,1863.740128,1939.240128,1720.360123,1438.620094,1938.080143,1817.720146,1650.960117,1777.94014,1599.820114,2155.060158,1653.280117,1805.640137,1659.220127,1535.820099
PI (20:0),646.3662 -> 369.3662,2358.960167,2035.400143,2221.480148,2816.000202,2029.140148,2223.820156,2292.840157,2395.700169,2125.22015,2222.120155,2188.980145,1929.100136,1876.00013,2566.640167,2213.460152,2148.980148,1901.360134,1414.280106,2294.58017,2174.660168,2183.480145,2090.160156,2293.040165,2054.360138,1955.62014,2018.260139,2089.220131,2060.480137,2213.360184,2006.860146,1703.360119,1975.180126,2078.640144,2317.880173,2226.70013,1820.680122
PI (22:6),662.3036 -> 385.3036,1640.420105,1937.96014,1793.92012,1879.700134,2010.480141,1759.800121,1699.760117,2044.580158,2164.560165,2127.800156,1653.180103,1884.020134,2334.260155,1906.240116,1805.280121,1574.520126,1581.700123,1474.660103,1843.180122,2035.020142,1571.840111,1947.400146,1934.680134,1664.440109,1544.100105,1837.26012,1880.280136,1781.24012,1832.900124,1650.720123,1650.180111,1720.900131,1912.380146,1689.800117,1561.000114,1576.920109
PI (22:4),666.3349 -> 389.3349,1616.720112,1687.400127,1518.040104,1726.760117,1690.100117,1662.920109,1730.480118,1485.180092,1726.780113,1541.660107,1832.080124,1489.620106,1646.840122,1587.800102,1424.620098,1638.160118,1580.14011,1348.480099,1574.480103,1371.940102,1477.800117,1530.620098,1739.000122,1616.660107,1736.460121,1504.480099,1711.50013,1750.880131,1773.320114,1516.980103,1820.780113,1711.900116,1655.240101,1405.260105,1999.700138,1725.380131
PI (22:2),670.3662 -> 393.3662,4736.12038,3349.840233,2734.70018,3385.540241,3508.320244,6617.380493,4611.560307,4541.960297,5629.74041,5807.480423,5434.800404,4893.760365,4341.4403,5142.080353,3050.980213,4095.340279,5711.560379,1359.300095,3691.040256,3126.380226,3647.460247,4765.180336,5470.26038,5258.300373,4871.540405,4299.300282,6125.320435,4292.080357,5918.92041,3378.580231,5119.700371,4858.980343,3460.460232,4025.560261,6844.24052,3368.700272
PI (22:1),672.3818 -> 395.3818,1956.500153,1899.140114,1706.740116,1993.480137,1547.840099,1819.540123,1788.820122,1760.560123,1741.920128,1797.320141,1627.700119,1695.220127,1848.440128,1832.880135,1673.680111,1553.860119,1612.380116,1456.380104,1834.580124,1694.160126,1476.980099,1881.900135,1796.700138,1856.660137,1742.400135,1555.64011,1793.940125,1686.660118,1798.560131,1654.560112,1774.280117,1796.580109,1684.020123,1534.240116,1702.080112,1611.780117
PI (22:0),674.3975 -> 397.3975,2104.920158,2200.940163,1884.840137,2114.740154,1877.540146,1696.900112,2324.38018,2030.180141,1652.220119,1730.080124,1564.700111,1883.120163,2104.780136,1850.540131,2193.900143,1652.120136,1475.560104,1405.960094,2235.920147,2615.66016,1871.140129,1583.300114,1726.200123,1557.160107,1919.600132,1807.300152,1718.320118,1640.380123,1794.140129,1621.460087,2229.180164,1944.620129,1802.660126,1850.80014,1614.060104,1738.300121
PI (24:0),716.408 -> 439.408,1628.320118,1687.680107,1513.380104,1665.660126,1774.720123,1497.600113,1599.040108,1406.300106,1353.400097,1604.020103,1805.680111,1596.220116,1474.840103,1647.640121,1786.26012,1667.860119,1391.920105,1263.460098,1594.8801,1759.420116,1438.080101,1610.240112,1648.720112,1591.560108,1733.120102,1597.240116,1500.560101,2035.96014,1662.08012,1665.100132,1513.580105,1656.740112,1745.040131,1677.840118,1387.840096,1523.820114
PI (26:1),742.4237 -> 465.4237,1535.62011,1437.700108,1409.280109,1540.660099,1670.000099,1381.000095,1430.900105,1311.060097,1584.760113,1307.960091,1724.06012,1465.400108,1438.100105,1458.680119,1424.960094,1441.5201,1414.200089,1346.320099,1598.160122,1418.580105,1346.880104,1494.920097,1370.500088,1518.66011,1549.820107,1501.640102,1690.620106,1440.460106,1548.380104,1467.160091,1305.380093,1498.340107,1427.680092,1410.8801,1362.940113,1614.80011
PI (26:0),744.4393 -> 467.4393,1526.440117,1473.080105,1669.020119,1519.980122,1676.940121,1312.700092,1571.460114,1706.200123,1535.64011,1405.300091,1497.740105,1421.420101,1695.340122,1398.600109,1551.520107,1501.060108,1508.980106,1449.760113,1633.06012,1520.14011,1353.140083,1741.100098,1866.280148,1628.96011,1422.260094,1502.400108,1441.720116,1520.5201,1541.020107,1532.120117,1453.700108,1643.000114,1473.960098,1626.380123,1570.320114,1375.620113
PIp (28:0),756.4757 -> 479.4757,1515.620113,1362.2201,1633.240112,1369.8601,1483.740112,1614.020115,1379.400097,1316.700096,1361.7001,1416.980099,1415.7201,1497.920105,1354.060097,1513.300106,1417.980106,1471.680111,1625.76012,1296.500095,1380.78009,1335.180096,1429.480103,1453.0201,1539.200115,1428.900105,1407.740093,1339.080105,1360.380093,1374.160107,1382.300102,1366.440102,1462.300095,1403.240089,1431.300095,1606.660103,1532.640087,1383.0201
PIo (28:0),758.4914 -> 481.4914,1597.900124,1409.760101,1497.960106,1404.160099,1379.020096,1401.260101,1393.360088,1345.500103,1422.980106,1368.740093,1597.560097,1367.060089,1448.260109,1430.540096,1343.660107,1542.100117,1486.820107,1334.160099,1451.140102,1494.340103,1383.000088,1632.040104,1432.460102,1440.000095,1451.580109,1383.7201,1533.76012,1421.700108,1364.100094,1456.400097,1478.100109,1464.980103,1636.620125,1450.440102,1363.120094,1381.220093
PI (28:2),768.4393 -> 491.4393,1405.920105,1336.580093,1526.260113,1367.640099,1508.320114,1438.600105,1305.620094,1410.960098,1408.060093,1430.640102,1386.680103,1380.000095,1371.000103,1400.020111,1420.020081,1382.480099,1409.680111,1394.820087,1495.340103,1286.700081,1429.560097,1406.840096,1330.140099,1420.840099,1387.940102,1510.060108,1433.040096,1323.200096,1373.340103,1391.420101,1463.620102,1438.040092,1368.920094,1315.58009,1451.500107,1380.740101
PI (28:1),770.455 -> 493.455,1348.540089,1580.280098,1502.660114,1492.140121,1404.440102,1467.040108,1663.880104,1398.100101,1361.080097,1374.740108,1341.840096,1451.580112,1434.5201,1396.600113,1378.120094,1419.840096,1467.640106,1338.960091,1551.260117,1504.940117,1303.260086,1352.900093,1526.260105,1625.720112,1329.220093,1596.420113,1516.140102,1456.200092,1524.920097,1395.760101,1347.560089,1316.900097,1478.660114,1390.960102,1352.840088,1473.880104
PI (28:0),772.4706 -> 495.4706,1340.440098,1502.300098,1428.540104,1501.220093,1436.760109,1564.800114,1403.0401,1562.140114,1703.40012,1455.240108,1399.880093,1429.940105,1655.58012,1495.160091,1519.080097,1438.640091,1322.58009,1371.860088,1530.320099,1352.900101,1564.940109,1451.16011,1495.840111,1425.060108,1428.000099,1387.700096,1479.680107,1404.140091,1534.120121,1439.920101,1376.160095,1500.780106,1450.100105,1456.820099,1430.900108,1394.44009
PIp (30:1),782.4914 -> 505.4914,1574.500111,1439.100109,1596.060104,1399.620106,1370.440098,1348.980099,1404.520111,1406.060104,1297.900097,1368.040096,1310.400093,1419.840096,1306.380085,1326.620094,1411.040092,1356.040108,1425.780102,1271.240086,1487.920101,1432.060097,1402.360107,1432.520115,1354.700096,1425.820107,1443.100105,1317.280094,1430.100098,1393.180096,1420.300106,1401.580101,1430.080112,1391.30011,1337.400082,1470.000107,1351.620094,1333.600105
PIo (30:1),784.507 -> 507.507,1437.48011,1358.440098,1390.94009,1488.480114,1450.880104,1405.040115,1435.900101,1463.800095,1522.98011,1336.900089,1309.740082,1265.08009,1380.8801,1418.060097,1366.160099,1702.220131,1368.480087,1328.260098,1428.200108,1362.600094,1402.120094,1376.240108,1414.720093,1475.100105,1489.7201,1460.720104,1329.520084,1534.760109,1329.280094,1413.720104,1448.560104,1409.180103,1433.460091,1376.44009,1378.240089,1444.660103
PIo (30:0),786.5227 -> 509.5227,1423.62011,1415.600101,1342.640087,1386.260105,1483.300095,1338.900085,1356.380093,1383.0201,1547.340103,1430.860104,1422.740101,1358.480083,1307.900101,1327.500095,1546.580116,1386.580101,1308.94009,1419.400097,1471.680107,1399.800106,1522.520103,1564.100105,1402.280106,1467.000095,1319.560101,1372.180092,1336.520092,1346.640099,1387.5201,1305.640087,1333.320095,1367.940094,1390.62011,1329.020088,1301.860092,1326.280094
