,lipid,Transition,type,Blank,veh_N1,Abe_N1,veh_N2,Abe_N2,veh_N3,Abe_N3,veh_N4,Abe_N4,veh_N5,Abe_N5,veh_N6,Abe_N6,veh_N7,Abe_N7
1148,TAG(60:5)_FA 18:0,982.9 -> 681.9,TAG1,1116.020073,,,,,1081.740082,1103.200081,1182.300091,1221.900082,1221.28009,1371.660099,1267.520088,1169.600086,1039.020077,1165.900093
1149,TAG(60:6)_FA 16:0,980.9 -> 707.9,TAG1,1159.560081,,,,,1103.40007,1070.940083,1081.480087,1018.600063,1106.020081,1037.920071,1044.300072,1088.420086,1106.840084,1039.620064
1150,TAG(60:6)_FA 16:1,980.9 -> 709.9,TAG1,1075.080078,,,,,1073.440079,1101.480083,1056.460068,1011.940071,1094.440086,1004.180065,1019.300076,1068.540073,1039.860077,1069.320072
1151,TAG(60:6)_FA 18:0,980.9 -> 679.9,TAG1,1100.220074,,,,,1237.760086,1353.560101,1125.360081,1374.48011,1252.880085,1361.5401,1167.120075,1177.820087,1373.020096,1327.800098
1152,TAG(60:7)_FA 16:0,978.9 -> 705.9,TAG1,1055.900078,,,,,1029.100071,1104.820087,1031.280075,1176.040073,1224.080097,1118.780075,1046.940079,1036.740078,1051.660069,1048.500084
1153,TAG(60:7)_FA 16:1,978.9 -> 707.9,TAG1,1054.700069,,,,,1095.640079,1098.820072,1062.620075,1030.420074,1157.000095,1080.640087,1187.340092,1036.720081,1042.540081,1108.200085
1154,TAG(60:7)_FA 18:0,978.9 -> 677.9,TAG1,1004.960075,,,,,1074.40007,1038.200069,1004.660069,1030.700066,1029.880074,1258.560093,1130.140072,1205.600094,1081.300076,1093.860077
1155,TAG(60:8)_FA 16:0,976.9 -> 703.9,TAG1,1042.080074,,,,,1048.800079,1227.960091,1174.780079,1041.280075,1137.940075,1061.860088,1032.380077,1095.560074,1202.280075,1066.90007
1156,TAG(60:8)_FA 16:1,976.9 -> 705.9,TAG1,1034.82008,,,,,1082.060081,1118.020077,1046.240074,1070.54007,1077.300076,1086.16008,1053.080086,1102.040077,1011.200062,1070.940083
1157,TAG(60:8)_FA 18:0,976.9 -> 675.9,TAG1,1080.360065,,,,,1212.840084,1111.800083,1129.180073,1113.78009,1261.400085,1300.720085,1018.360073,1078.700085,1194.160084,1276.000088
1158,TAG(60:9)_FA 16:0,974.9 -> 701.9,TAG1,1062.120071,,,,,1118.000076,1121.960079,1062.620064,1054.620071,1340.060078,1068.260078,1071.380074,1072.580078,1053.100082,1192.900078
1159,TAG(60:9)_FA 16:1,974.9 -> 703.9,TAG1,1061.760078,,,,,1116.080078,1175.460079,1154.06007,1024.960079,1104.160072,1113.340084,1007.020065,1042.740074,1049.820084,1117.760078
1160,TAG(60:9)_FA 18:0,974.9 -> 673.9,TAG1,1064.800076,,,,,1131.160088,1047.460079,1085.220093,1063.540073,1103.720078,1260.240101,984.4600792,1088.940071,1113.82008,1279.60009
1161,STD_15:0-18:1(d7)-15:0 TAG,829.8 -> 570.8,TAG2,1039.160072,,,,,8970.220757,9332.920723,9465.300713,8408.700535,8351.940712,10715.30054,12404.04104,9640.240608,8186.540588,12149.98087
1162,TAG(48:0)_FA 18:2,824.8 -> 527.796,TAG2,1063.420082,,,,,1068.220062,1137.680084,1141.520084,1006.46006,1086.220066,1023.820068,1125.240074,1112.600086,1045.500076,1097.220078
1163,TAG(48:1)_FA 18:2,822.8 -> 525.8,TAG2,1025.300076,,,,,1102.000084,1077.960079,1014.340069,1157.560081,972.9400673,1130.50008,1054.320072,1154.000076,1039.520077,1035.180077
1164,TAG(48:2)_FA 18:2,820.8 -> 523.8,TAG2,1127.260082,,,,,1040.960072,1093.080074,1066.560074,1123.580082,1031.58007,1169.880093,1149.740093,1091.220081,1085.300076,1037.440083
1165,TAG(48:3)_FA 18:2,818.8 -> 521.8,TAG2,1102.840092,,,,,1106.740086,1093.520077,1085.580078,1114.360077,1091.460064,1022.560074,1086.560081,1052.660076,1054.440075,1138.32008
1166,TAG(50:1)_FA 18:2,852.8 -> 555.8,TAG2,990.0400658,,,,,1063.480068,1185.060085,1227.860088,1122.900078,1025.280075,1075.540077,1017.260075,1062.160084,1030.200069,1087.160084
1167,TAG(50:2)_FA 18:2,850.8 -> 553.8,TAG2,1072.020073,,,,,1138.180084,1081.660084,1092.280075,1248.740093,1032.640079,1320.380093,1164.840084,1291.240097,1082.820091,1160.340092
1168,TAG(50:3)_FA 18:2,848.8 -> 551.8,TAG2,1024.440067,,,,,1133.260078,1211.94009,1308.60009,1204.420078,1223.860077,1407.740101,1445.940109,1288.740093,1314.880089,1501.500118
1169,TAG(50:4)_FA 18:2,846.8 -> 549.8,TAG2,1045.680077,,,,,1279.820084,1233.820076,1255.560093,1238.920082,1161.040081,1420.480103,1232.280083,1210.140099,1154.940079,1193.160076
1170,TAG(52:0)_FA 18:2,880.8 -> 583.8,TAG2,1012.200077,,,,,1020.980072,1122.220078,1033.920071,1140.140079,1134.240074,1070.66008,1079.84008,1078.800068,1126.200077,1070.240074
1171,TAG(52:0)_FA 20:0,880.8 -> 551.8,TAG2,996.3800621,,,,,1144.320084,1193.940094,1200.580082,1097.240074,1239.56007,1227.00008,1172.520088,1090.480072,1179.860088,1176.580086
1172,TAG(52:0)_FA 20:4,880.8 -> 559.8,TAG2,1031.82008,,,,,1081.220066,1114.740074,1156.360088,1083.460083,1047.880066,1086.74007,1070.000072,1090.960072,1111.420078,1038.260063
1173,TAG(52:1)_FA 18:2,878.8 -> 581.8,TAG2,1034.060081,,,,,1036.140072,1314.000099,1052.600067,1057.220078,1212.220093,1154.200085,1206.420097,1114.440083,1132.500069,1215.480083
1174,TAG(52:1)_FA 20:4,878.8 -> 557.8,TAG2,1005.620071,,,,,1085.420074,1063.020073,1090.460083,1067.440075,1044.660076,1104.920074,1019.860065,1097.840084,1040.920074,1011.280067
1175,TAG(52:1)_FA20:0,878.8 -> 549.8,TAG2,1090.960087,,,,,1210.520081,1244.700089,1125.98008,1208.700085,1076.700077,1238.160084,1192.360085,1232.240082,1072.580086,1242.000088
1176,TAG(52:2)_FA 18:2,876.8 -> 579.8,TAG2,1076.160084,,,,,1140.200077,1213.680096,1073.820076,1270.480087,1110.48008,1126.340084,1105.000072,1143.34008,1148.040089,1271.420086
1177,TAG(52:2)_FA 20:0,876.8 -> 547.8,TAG2,1079.220074,,,,,1289.460079,1074.760075,1206.620083,1025.940075,1035.200073,1152.720081,1062.440063,1107.840073,1020.080067,1173.760086
1178,TAG(52:2)_FA 20:4,876.8 -> 555.8,TAG2,1033.260082,,,,,1070.880074,1142.580067,1026.460083,1094.700077,1050.720078,1141.720085,1204.420086,1058.560074,1044.900066,1077.220074
1179,TAG(52:3)_FA 18:2,874.8 -> 577.8,TAG2,1012.740074,,,,,1152.460075,1318.060089,1238.240086,1197.920078,1180.220081,1422.980106,1319.140102,1360.440086,1116.560078,1362.960098
1180,TAG(52:3)_FA 20:0,874.8 -> 545.8,TAG2,1022.320065,,,,,1096.000088,1214.720093,1254.960083,1254.94009,1162.380077,1092.120071,1178.480083,1057.120075,1130.00008,1082.740086
1181,TAG(52:3)_FA 20:4,874.8 -> 553.8,TAG2,1090.000072,,,,,1129.520088,1189.680084,1112.240074,1049.48008,1162.580078,1171.000092,1024.520073,1197.780083,1125.400078,1164.920078
1182,TAG(52:4)_FA 18:2,872.8 -> 575.8,TAG2,1135.360081,,,,,1217.460087,1126.600075,1214.600086,1284.560101,1144.400082,1220.160095,1100.000076,1247.000092,1317.620094,1321.320091
1183,TAG(52:4)_FA 20:0,872.8 -> 543.8,TAG2,1036.120075,,,,,1275.660103,1091.700069,1039.340076,1253.200089,1371.600098,1429.320095,1204.120079,1118.840084,1325.840088,1089.780071
1184,TAG(52:4)_FA 20:4,872.8 -> 551.8,TAG2,1017.840069,,,,,1412.760109,1626.540112,1306.340099,1687.10014,1280.860104,1326.700111,1390.880093,1252.300076,1142.700081,1250.10009
1185,TAG(52:5)_FA 18:2,870.8 -> 573.8,TAG2,1093.260067,,,,,1039.780071,1156.260082,1166.520077,1040.300072,1117.880066,1043.480068,1118.020081,1184.980083,1017.040073,1226.400078
1186,TAG(52:5)_FA 20:0,870.8 -> 541.8,TAG2,1039.000069,,,,,1097.840088,1088.440071,1045.420071,1074.700073,1223.640076,1195.44009,1178.460083,1245.480087,1012.880062,1073.280075
1187,TAG(52:5)_FA 20:4,870.8 -> 549.796,TAG2,1140.860081,,,,,1139.280079,1228.380081,1156.980083,1168.42009,1479.900108,1319.520103,1249.660088,1386.280109,1172.740086,1244.180099
1188,TAG(52:6)_FA 18:2,868.7 -> 571.7,TAG2,1036.400066,,,,,1166.420078,1095.380081,1103.860088,1143.560074,1129.12009,1139.34008,1216.320091,1059.000072,1063.56007,1074.940067
1189,TAG(52:6)_FA 20:0,868.7 -> 539.7,TAG2,1016.260075,,,,,1131.020077,1123.140083,1059.780075,1211.540089,1047.240086,1315.760094,1256.360088,1007.360062,1097.220089,1126.880077
1190,TAG(52:6)_FA 20:4,868.7 -> 547.7,TAG2,1127.220078,,,,,1108.240078,1114.520077,1030.280071,1047.580074,1088.640076,1225.200096,1293.180088,1061.540085,1158.040073,1109.420082
1191,TAG(54:0)_FA 18:2,908.9 -> 611.9,TAG2,1025.560074,,,,,1162.120087,1167.760075,1093.600082,1068.520084,1119.620071,1010.54007,1056.520073,1122.820068,1068.940075,1190.800083
1192,TAG(54:0)_FA 20:0,908.9 -> 579.9,TAG2,1363.800083,,,,,1199.440094,1151.540081,1215.520081,1183.400097,1220.900093,1081.560074,1173.880077,1276.460079,1107.900078,1264.260094
1193,TAG(54:0)_FA 20:4,908.9 -> 587.9,TAG2,1066.400074,,,,,1048.340073,1138.780071,1104.960068,1105.280079,1035.220078,1090.68008,1053.32008,1031.380066,1098.240078,1078.140068
1194,TAG(54:1)_FA 18:2,906.8 -> 609.8,TAG2,1004.260071,,,,,1010.900063,1074.480068,1037.540073,1062.480068,1164.740074,1100.940071,1175.280094,1095.200073,1058.360081,1082.840076
1195,TAG(54:1)_FA 20:0,906.8 -> 577.8,TAG2,1577.260113,,,,,1308.720097,1206.300083,1242.980095,1233.880081,1259.320091,1256.600105,1173.320072,1294.460091,1160.980087,1162.420086
1196,TAG(54:1)_FA 20:4,906.8 -> 585.8,TAG2,1106.380077,,,,,1099.820084,1210.000072,1032.800079,998.5200768,1012.140072,1165.200085,1018.620068,1076.140072,1002.540066,1034.120064
1197,TAG(54:2)_FA 18:2,904.8 -> 607.8,TAG2,1077.960068,,,,,1259.020092,1318.480083,1233.12009,1108.800083,1163.960083,1274.920097,1399.720085,1243.200092,1213.300079,1263.440083
1198,TAG(54:2)_FA 20:0,904.8 -> 575.8,TAG2,1004.480072,,,,,1295.320095,1176.300087,1186.600071,1086.800076,1206.360085,1116.640083,1111.720081,1059.780071,1044.560081,1125.320084
1199,TAG(54:2)_FA 20:4,904.8 -> 583.8,TAG2,1049.040077,,,,,1134.18008,1141.680088,1068.800064,1034.780071,1132.400085,1149.720074,1130.080078,1051.200069,1021.440075,1129.200077
1200,TAG(54:3)_FA 18:2,902.8 -> 605.8,TAG2,1009.860073,,,,,1147.240089,1181.240074,1363.160084,1224.78009,1234.640083,1120.320084,1255.600086,1263.860088,1096.560089,1108.600082
1201,TAG(54:3)_FA 20:0,902.8 -> 573.8,TAG2,1033.420078,,,,,1171.24007,1181.08007,1220.960094,1101.300068,1130.580078,1283.820095,1112.360073,1197.260086,1364.500099,1219.040081
1202,TAG(54:3)_FA 20:4,902.8 -> 581.8,TAG2,1001.520073,,,,,1288.440098,1175.420082,1341.020081,1180.900082,1217.980076,1229.200092,1060.860077,1340.460102,1197.60009,1124.920094
1203,TAG(54:4)_FA 18:2,900.8 -> 603.8,TAG2,1133.32008,,,,,1194.540073,1090.720085,1055.940071,1142.68008,1226.140083,1208.820091,1182.600079,1088.960075,1090.540073,1176.400082
1204,TAG(54:4)_FA 20:0,900.8 -> 571.8,TAG2,989.100071,,,,,1087.900089,1109.620075,1130.700069,1341.980103,1147.460087,1095.600075,1147.400074,1239.78009,1209.540085,1154.860085
1205,TAG(54:4)_FA 20:4,900.8 -> 579.8,TAG2,1081.38007,,,,,1112.220085,1140.640083,1091.840073,1074.640076,1177.000088,1106.980083,1120.720074,1242.220089,1125.920082,1198.780083
1206,TAG(54:5)_FA 18:2,898.8 -> 601.8,TAG2,1088.440075,,,,,1070.040077,1065.140076,1041.00008,1098.900082,1194.840092,1158.020084,1067.880081,1203.300087,1071.920082,1101.280079
1207,TAG(54:5)_FA 20:0,898.8 -> 569.8,TAG2,1059.56007,,,,,1239.2201,1186.600071,1247.060089,1126.680092,1322.500095,1290.180096,1207.840076,1169.360081,1181.060078,1215.520081
1208,TAG(54:5)_FA 20:4,898.8 -> 577.8,TAG2,1003.860069,,,,,1296.28009,1250.720089,1487.100117,1440.960125,1354.240074,1205.58009,1090.940071,1309.880085,1144.080078,1348.380096
1209,TAG(54:6)_FA 18:2,896.8 -> 599.8,TAG2,1161.620087,,,,,1012.140064,1217.860088,1156.420071,1117.700081,1075.860073,1051.700081,1111.020077,1033.88007,1071.020073,1204.740089
1210,TAG(54:6)_FA 20:0,896.8 -> 567.8,TAG2,1098.200077,,,,,1168.240093,1140.340088,1114.360085,1101.260075,1183.100082,1167.18008,1095.080074,1110.620071,1143.400085,1084.560078
1211,TAG(54:6)_FA 20:4,896.8 -> 575.8,TAG2,979.4800758,,,,,1182.600082,1152.080086,1173.000088,1075.920078,1087.700085,1370.220089,1112.360077,1262.60009,1111.300079,1084.320068
1212,TAG(54:7)_FA 18:2,894.8 -> 597.8,TAG2,1045.800072,,,,,1088.000076,1190.220081,1056.780067,1157.840084,1197.520088,1093.020073,1059.460079,1163.34008,1112.420086,1082.700085
1213,TAG(54:7)_FA 20:0,894.8 -> 565.8,TAG2,1060.720081,,,,,1164.440079,1148.060078,1112.100086,1115.100075,1212.340096,1109.520073,1133.420086,1162.040089,1143.90007,1226.400085
1214,TAG(54:7)_FA 20:4,894.8 -> 573.8,TAG2,1131.840073,,,,,1105.82008,1148.220085,1035.940079,1135.500072,1081.140087,1077.600082,1109.48008,1010.240078,1089.900082,1171.120087
1215,TAG(54:8)_FA 18:2,892.7 -> 595.7,TAG2,1049.860069,,,,,1120.280083,1092.50008,1009.020077,1041.540066,1095.520096,1088.200073,1044.680065,1053.420074,1063.000088,1184.300083
1216,TAG(54:8)_FA 20:0,892.7 -> 563.7,TAG2,1091.080074,,,,,1208.040085,1269.980091,1136.66008,1114.340069,1101.50008,1108.120087,1182.960083,1328.160107,1187.120079,1140.900085
1217,TAG(54:8)_FA 20:4,892.7 -> 571.7,TAG2,980.6600761,,,,,1293.2001,1124.000084,1133.000076,1044.660076,1233.880081,1119.360085,1029.22007,1061.460083,1148.260078,1199.360077
1218,TAG(56:0)_FA 18:1,936.9 -> 637.896,TAG2,1015.020073,,,,,3013.980202,2616.500191,2431.040157,2349.74015,2630.440178,2585.340206,2823.98019,3162.020214,3000.980194,3011.520229
1219,TAG(56:0)_FA 18:2,936.9 -> 639.896,TAG2,1056.180073,,,,,1200.040092,1367.520096,1279.660095,1205.720085,1249.300102,1284.300087,1167.260086,1502.720112,1147.080078,1189.940086
1220,TAG(56:0)_FA 20:0,936.9 -> 607.9,TAG2,1054.140076,,,,,1631.640118,1478.200104,1513.560116,1565.220093,1529.260105,1526.320099,1641.600121,1606.060116,1469.8801,1457.7001
1221,TAG(56:0)_FA 20:4,936.9 -> 615.9,TAG2,1133.300083,,,,,1202.3801,1094.520073,1092.760071,1116.940086,1214.820084,1070.160088,1055.560078,1070.280075,1094.140076,1054.440079
1222,TAG(56:1)_FA 18:1,934.9 -> 635.9,TAG2,1066.300076,,,,,1108.860077,1107.800083,1328.780087,1134.580078,1152.260082,1222.000092,1155.220081,1131.600079,1238.160091,1179.740078
1223,TAG(56:1)_FA 18:2,934.9 -> 637.896,TAG2,1064.66008,,,,,2071.64016,2228.06015,1686.580112,2244.900166,2595.620186,1957.200123,2519.860176,2709.380219,2236.880161,2053.660156
1224,TAG(56:1)_FA 20:0,934.9 -> 605.896,TAG2,1057.300072,,,,,1173.12009,1162.560074,1105.220078,1169.100086,1062.340084,1112.720062,1178.200081,1211.440086,1214.48008,1171.140091
1225,TAG(56:1)_FA 20:4,934.9 -> 613.9,TAG2,1084.880085,,,,,1065.120079,1083.900074,1064.620075,1110.180069,1190.26009,1038.98008,1006.160069,1113.020081,1131.240089,1110.240074
1226,TAG(56:2)_FA 18:1,932.9 -> 633.9,TAG2,1049.020069,,,,,1083.680073,1209.340096,1114.440067,1187.520088,1039.620079,1099.260082,1070.980076,1147.400082,1093.020073,1077.060085
1227,TAG(56:2)_FA 18:2,932.9 -> 635.9,TAG2,1060.840069,,,,,1019.500069,1141.34008,1128.820087,1070.060055,1127.080082,1058.700085,1098.960075,1059.080078,1089.080078,1123.740067
1228,TAG(56:2)_FA 20:0,932.9 -> 603.9,TAG2,1100.74007,,,,,1222.060085,1098.360069,1093.220085,1063.340073,1107.620083,1130.520084,1153.980083,1083.900078,1149.480083,1033.940079
1229,TAG(56:2)_FA 20:4,932.9 -> 611.9,TAG2,1015.520077,,,,,1039.780075,1083.440079,1230.660088,1056.42009,1078.220074,1072.98008,983.9000664,1039.90007,1053.04007,1022.620075
1230,TAG(56:3)_FA 18:1,930.8 -> 631.796,TAG2,1014.960072,,,,,1082.620075,1330.320095,1055.140087,1168.820087,1150.620083,1046.200077,1269.480087,1038.080082,1059.260071,1183.480083
1231,TAG(56:3)_FA 18:2,930.8 -> 633.8,TAG2,1059.080074,,,,,1050.720081,1052.620079,1142.940071,1056.140079,1125.560078,1009.520073,1123.100075,1128.82008,1137.680077,1079.120064
1232,TAG(56:3)_FA 20:0,930.8 -> 601.8,TAG2,1026.960068,,,,,1102.38007,1066.820076,1111.820076,1214.000088,1088.000072,1114.48008,1248.560085,1136.400078,1105.580074,1058.600067
1233,TAG(56:3)_FA 20:4,930.8 -> 609.8,TAG2,1055.200077,,,,,1078.000084,1027.680069,1116.220078,1066.06007,1086.600082,1144.240074,1048.120064,1118.440083,1054.500076,1058.180073
1234,TAG(56:4)_FA 18:1,928.8 -> 629.8,TAG2,1022.660072,,,,,1213.340084,1203.800076,1154.380077,1025.400074,1107.960072,1141.500084,1197.480087,1124.300079,1129.560078,1121.760075
1235,TAG(56:4)_FA 18:2,928.8 -> 631.8,TAG2,1027.640076,,,,,1015.780067,1096.460075,1091.320084,1034.420071,1074.640072,1071.240082,1066.380074,1153.300076,1078.40007,1112.240074
1236,TAG(56:4)_FA 20:0,928.8 -> 599.8,TAG2,1091.040077,,,,,1182.360096,1272.220093,1218.860077,991.180069,1167.380089,1131.58009,1088.820084,1139.880074,1227.020077,1075.420082
1237,TAG(56:4)_FA 20:4,928.8 -> 607.8,TAG2,1034.120079,,,,,1503.700096,1385.540112,1467.600098,1300.440094,1365.980106,1163.140099,1224.960087,1182.26009,1401.380089,1339.500095
1238,TAG(56:5)_FA 18:1,926.8 -> 627.796,TAG2,1095.780083,,,,,1110.980076,1194.200085,1124.940079,1159.400089,1118.060089,1276.480106,1300.760086,1115.62009,1173.560081,1144.080074
1239,TAG(56:5)_FA 18:2,926.8 -> 629.8,TAG2,1049.140079,,,,,1077.680077,1072.620083,1111.84008,1041.78006,1178.08009,1102.600082,1031.860073,1110.380081,1158.06007,1090.180065
1240,TAG(56:5)_FA 20:0,926.8 -> 597.8,TAG2,1086.780075,,,,,1190.020084,1068.360073,1166.16008,1058.520077,1023.420078,1160.040092,1012.74007,1145.780071,1034.680073,1084.58007
1241,TAG(56:5)_FA 20:4,926.8 -> 605.8,TAG2,1050.120087,,,,,1063.380074,1231.860088,1302.720085,1101.680077,1107.420074,1167.640083,1176.200077,1055.100079,1057.920078,1125.020081
1242,TAG(56:6)_FA 18:1,924.8 -> 625.8,TAG2,1140.380089,,,,,1203.520081,1100.480076,1158.000069,1094.560078,1404.700108,1442.180092,1226.280098,1320.460091,1167.760082,1447.920101
1243,TAG(56:6)_FA 18:2,924.8 -> 627.8,TAG2,1075.560081,,,,,1153.48008,1087.200081,1102.100067,1290.480095,1093.480083,1064.580074,1118.760082,1075.520073,1102.460079,1041.240082
1244,TAG(56:6)_FA 20:0,924.8 -> 595.8,TAG2,1192.540081,,,,,1046.660065,1130.48008,1175.820095,1186.58009,1109.400078,1115.100086,1132.300068,1106.240078,1109.220066,1140.120079
1245,TAG(56:6)_FA 20:4,924.8 -> 603.8,TAG2,1016.880074,,,,,1068.580086,1090.800079,1172.840088,1107.300079,1252.060085,1179.420086,1096.080086,1143.440071,1102.420078,1094.360073
1246,TAG(56:7)_FA 18:1,922.8 -> 623.8,TAG2,1069.380077,,,,,1133.080078,1245.900093,1146.300083,1259.460087,1096.700081,1164.440075,1318.760105,1063.380077,1191.560085,1361.160095
1247,TAG(56:7)_FA 18:2,922.8 -> 625.8,TAG2,1120.840073,,,,,1052.920071,1174.520092,1068.800072,1064.140079,1046.020073,1076.08007,1041.100063,1112.200077,1060.860081,1213.480087
1248,TAG(56:7)_FA 20:0,922.8 -> 593.8,TAG2,1310.940094,,,,,1129.780083,1232.700089,1162.640076,1264.580082,1209.58009,1179.640087,1252.240093,1112.760075,1129.580074,1132.320087
1249,TAG(56:7)_FA 20:4,922.8 -> 601.8,TAG2,1105.020081,,,,,1171.920086,1141.16008,1155.880081,1223.08009,1131.660072,1216.700089,1076.840069,1075.760078,1015.740078,1266.040089
1250,TAG(56:8)_FA 18:1,920.8 -> 621.8,TAG2,1025.380066,,,,,1172.700085,1184.12009,1051.480068,1170.580078,1129.00008,1194.92009,1196.520081,1046.220074,1211.920086,1186.960079
1251,TAG(56:8)_FA 18:2,920.8 -> 623.8,TAG2,1060.780079,,,,,1085.360081,1062.240078,1040.06007,1045.760086,1042.460064,1044.640076,1072.860085,1149.200089,1131.560093,1036.560078
1252,TAG(56:8)_FA 20:0,920.8 -> 591.8,TAG2,1093.880081,,,,,1924.620152,1728.300114,2243.72015,1959.180149,2244.000164,1752.020157,1881.440128,2109.740143,2098.320152,2091.420147
1253,TAG(56:8)_FA 20:4,920.8 -> 599.8,TAG2,1030.24007,,,,,1024.180069,1047.400078,1114.100082,1072.72007,1097.360077,1054.040077,1146.140079,1213.960079,1049.520084,1168.68008
1254,TAG(58:0)_FA 18:1,964.9 -> 665.9,TAG2,1059.420078,,,,,1338.440102,1472.520115,1482.960106,1555.840103,1519.080112,1441.800098,1870.240128,1706.940121,1532.620102,1761.000118
1255,TAG(58:0)_FA 18:2,964.9 -> 667.9,TAG2,1168.980083,,,,,1071.540085,1089.080078,1206.840073,983.180069,1120.260082,1129.120083,1108.440071,1093.040077,1078.140079,1091.720078
1256,TAG(58:0)_FA 20:0,964.9 -> 635.9,TAG2,1078.880074,,,,,1180.580078,1523.280109,1442.520111,1343.420094,1382.78009,1148.740086,1358.420105,1171.060085,1435.920105,1370.580097
1257,TAG(58:0)_FA 20:4,964.9 -> 643.9,TAG2,1096.640076,,,,,1075.180069,1119.360092,1156.240089,1033.280079,1094.960075,1188.880074,1098.500072,1109.040073,1177.180077,1117.620079
1258,TAG(58:1)_FA 18:1,962.9 -> 663.9,TAG2,1107.420074,,,,,6178.420441,5794.7005,6365.920464,6225.120518,6651.140488,6090.640522,7473.660564,6310.440357,6056.980488,7027.080399
1259,TAG(58:1)_FA 18:2,962.9 -> 665.9,TAG2,1054.760075,,,,,1074.240082,1280.100094,1205.740093,1308.840092,1243.720089,1318.580082,1449.520107,1327.720093,1222.340092,1111.780079
1260,TAG(58:1)_FA 20:0,962.9 -> 633.9,TAG2,1081.440075,,,,,1079.740078,1202.940075,1167.880081,1234.740089,1164.040081,1093.48008,1084.440079,1068.100079,1185.180069,1163.040081
1261,TAG(58:1)_FA 20:4,962.9 -> 641.9,TAG2,1029.820068,,,,,1044.920082,1074.540077,1057.740082,1060.220081,1068.600075,1094.000084,1088.620087,1042.540077,1169.92009,1000.38007
1262,TAG(58:10)_FA 18:1,944.8 -> 645.8,TAG2,1058.84008,,,,,1164.880081,1063.840069,1121.500084,1172.800076,1133.380081,1163.060085,1213.600086,1160.600082,1116.500084,1080.200081
1263,TAG(58:10)_FA 18:2,944.8 -> 647.8,TAG2,1085.120079,,,,,1085.640079,1092.900074,1068.360085,1102.540081,1080.44009,1059.780071,1093.040077,1054.260078,1122.82008,1039.400074
1264,TAG(58:10)_FA 20:0,944.8 -> 615.8,TAG2,1011.100067,,,,,1048.660072,1254.960106,1285.200077,1142.260082,1082.620068,1240.500092,1052.280071,1183.080086,1378.340096,1224.640083
1265,TAG(58:10)_FA 20:4,944.8 -> 623.8,TAG2,1015.740078,,,,,1121.520084,1092.660072,1066.380077,1038.74007,1051.120071,1153.180084,1106.480076,1012.620068,1109.820076,1102.860081
1266,TAG(58:2)_FA 18:1,960.9 -> 661.9,TAG2,1050.500072,,,,,1283.460091,1207.080082,1349.440098,1312.820091,1149.880081,1292.180088,1166.540081,1067.700077,1185.160091,1067.180069
1267,TAG(58:2)_FA 18:2,960.9 -> 663.9,TAG2,1053.960087,,,,,3090.920238,2791.980183,2681.960194,2939.760239,2612.720192,2899.620232,3132.96027,3349.880264,2953.720203,2239.780163
1268,TAG(58:2)_FA 20:0,960.9 -> 631.9,TAG2,1141.420067,,,,,1155.26009,1243.620098,1315.780083,1224.020084,1238.220081,1300.180099,1283.360092,1238.360088,1175.280083,1194.700085
