,lipid,Transition,type,Blank,veh_N1,Abe_N1,veh_N2,Abe_N2,veh_N3,Abe_N3,veh_N4,Abe_N4,veh_N5,Abe_N5,veh_N6,Abe_N6,veh_N7,Abe_N7
248,PC (40:6),834.6 -> 184.1,PCandSM,5132.660351,,,167986.2306,149997.9703,160072.4908,120386.7693,158443.5508,170314.5704,191754.4941,220493.6768,245508.1597,250282.4754,127981.8691,109961.1868
249,PC (40:7),832.6 -> 184.1,PCandSM,2049.780136,,,23878.34181,22290.60147,22207.54165,17523.68113,23646.16169,24407.4016,26831.88155,30882.64203,34095.30206,36087.08231,19260.38144,17874.44137
250,PC (40:8),830.6 -> 184.1,PCandSM,2125.840157,,,7378.980515,7041.160408,6215.56044,6448.740482,6517.44046,7415.320492,9517.380791,9101.640545,10695.70078,10114.82074,8184.140514,5392.880314
251,PC (40:9),828.6 -> 184.1,PCandSM,2123.940155,,,7128.720581,7403.400478,7320.020496,6455.360458,7159.440502,8860.260544,7720.180553,8908.600594,9337.000641,9537.920742,6357.420479,4928.800308
252,PC (42:0),874.7 -> 184.1,PCandSM,1418.080109,,,2586.64019,2186.000153,2469.400181,2380.100166,2365.820164,2535.560184,2596.060165,2672.100185,2544.600178,2532.78017,2623.260204,1728.800129
253,PC (42:1),872.7 -> 184.1,PCandSM,1385.040085,,,2409.4002,2333.780159,2302.820156,2294.460144,2541.160179,2246.400166,2707.7402,2676.860199,2883.200222,2101.720146,2298.020157,2132.600147
254,PC (42:10),854.6 -> 184.1,PCandSM,1514.920101,,,3747.320274,3890.640221,4408.760277,3326.280216,4339.060291,3663.260258,3843.440285,4411.100285,4671.120316,5196.720318,4735.280338,3388.480244
255,PC (42:11),852.6 -> 184.1,PCandSM,1438.460098,,,4734.30032,4599.500351,4405.320286,3760.960285,5175.280365,4217.940285,4641.720329,5369.120365,5710.360439,6052.000416,3861.660267,3882.380268
256,PC (42:2),870.7 -> 184.1,PCandSM,1402.440083,,,2096.800152,2125.920162,2403.800152,2113.620167,2246.300137,2016.980148,2351.040157,2830.900188,2818.080177,2533.780178,2677.040199,2221.680149
257,PC (42:3),868.7 -> 184.1,PCandSM,1515.680107,,,2764.640182,2678.540184,2957.340199,3141.420219,2786.700203,2983.600208,2980.120243,3643.540215,3805.760254,3487.100262,3900.820313,3032.460224
258,PC (42:4),866.7 -> 184.1,PCandSM,1466.000111,,,2998.040203,3365.340256,2922.760189,3001.580227,3628.700245,3705.280289,3574.880226,3929.200218,4374.280254,4462.620281,3515.840244,3532.840244
259,PC (42:5),864.6 -> 184.1,PCandSM,1553.180115,,,5170.660378,4864.420353,5063.400375,4972.380352,5773.900463,5789.920341,6079.320377,6943.540581,7171.300655,7622.600491,4483.920322,4658.040325
260,PC (42:6),862.6 -> 184.1,PCandSM,1704.460121,,,9257.560593,8079.760574,8367.720573,6085.780434,9377.78067,10229.76084,9395.300632,11831.94111,11095.02061,12734.14082,8155.880569,5563.460384
261,PC (42:7),860.6 -> 184.1,PCandSM,1658.360123,,,6369.080448,6878.820576,6958.340546,5482.78038,6228.80048,7652.420536,7086.580482,8199.440601,9047.280605,9093.200611,8396.700493,5739.460415
262,PC (42:8),858.6 -> 184.1,PCandSM,1345.620098,,,4239.280277,3859.32029,4856.320419,3434.400276,4150.440308,4338.620316,5061.040379,5552.280338,6475.660503,5901.520508,5430.680374,3088.820221
263,PC (42:9),856.6 -> 184.1,PCandSM,1423.700096,,,4502.7603,3865.400303,4449.64035,3251.020226,3859.540257,3916.160267,4590.120338,4960.680336,5578.260445,6103.640427,5473.680374,2926.240215
264,PC (44:0),902.8 -> 184.1,PCandSM,1397.980091,,,1930.740147,1767.160133,2169.960125,1646.860111,1774.000141,1676.240124,1801.86013,1857.68013,1930.960117,1824.56012,1991.020115,1816.840126
265,PC (44:1),900.7 -> 184.1,PCandSM,1457.760094,,,1736.200115,1707.7201,1683.720104,1679.08012,1485.940105,1574.720104,1621.900135,1870.40012,1635.440109,1705.860119,1617.520119,1916.280148
266,PC (44:10),882.6 -> 184.1,PCandSM,1551.060112,,,4199.440289,6005.9604,6409.860451,6788.860409,5179.800346,5364.480427,4715.580288,5175.400387,4525.560341,5044.920353,10071.50076,4914.420338
267,PC (44:12),878.6 -> 184.1,PCandSM,1345.920082,,,3365.320255,2889.100197,2687.740211,2703.400169,3045.020245,2904.460213,3429.040215,3665.100262,3604.060238,3436.380222,3078.340195,2293.860157
268,PC (44:2),898.7 -> 184.1,PCandSM,1441.660103,,,1905.080139,1855.360142,1885.22015,1726.92012,1854.200138,1733.040123,1757.080124,1609.24012,1893.100143,2160.020145,2099.300137,1814.980129
269,PC (44:3),896.7 -> 184.1,PCandSM,1442.820107,,,1511.000111,1927.220135,1907.800144,1890.200111,2067.300148,1859.580151,1719.380123,2158.980145,2074.360157,1742.960136,1986.020149,1736.720119
270,PC (44:4),894.7 -> 184.1,PCandSM,1368.720104,,,2000.060135,1883.160133,1994.620152,2051.64016,2040.74015,1788.66013,2117.640163,2451.760166,2541.180195,2273.440163,2415.120186,2160.380138
271,PC (44:5),892.7 -> 184.1,PCandSM,1477.720112,,,2190.580139,2252.640156,2128.160145,1751.080112,1836.380131,2026.780121,2165.860153,2610.64016,2963.120209,2158.240143,2724.14019,2106.82016
272,PC (44:6),890.7 -> 184.1,PCandSM,1342.420094,,,1803.640133,1596.120106,1839.820137,1646.540127,1869.36013,2126.680157,2071.540146,2119.820145,2057.900135,1722.56012,2093.440155,1744.120129
273,PC (44:7),888.6 -> 184.1,PCandSM,1362.540092,,,1720.800117,1779.120132,1656.480118,1766.780121,1642.840111,1646.66011,1606.660114,1803.760113,1861.480133,1762.52013,1639.360123,1685.180122
274,PC (44:8),886.6 -> 184.1,PCandSM,1288.280087,,,1663.980137,1934.960144,2136.820129,1706.480114,1983.080135,1875.220139,1995.30014,2333.680161,2231.360142,2386.720184,2375.200169,1743.540119
275,PC (46:0),930.8 -> 184.1,PCandSM,1431.30011,,,1786.040119,1702.220108,1734.600132,1623.420116,1471.740097,1513.340103,1549.48011,2066.20015,1654.820133,1869.820118,1645.640106,1476.480103
276,PC (46:1),928.8 -> 184.1,PCandSM,1376.120102,,,1489.220108,1579.500122,1624.060112,1524.540104,1475.180099,1751.540115,1365.820095,1661.320126,1498.520103,1610.680103,1462.640102,1512.000111
277,PC (46:2),926.8 -> 184.1,PCandSM,1356.520096,,,1555.560123,1519.280113,1829.920147,1613.340118,1547.620125,1907.360134,1517.24012,1634.16011,1567.120102,1696.780117,1633.340118,1509.580105
278,PC (48:0),958.8 -> 184.1,PCandSM,1348.880093,,,1627.24012,1615.560112,1390.620106,1476.420097,1421.800102,1397.260094,1664.5401,1493.040104,1506.180115,1681.08012,1506.880093,1444.640114
279,PC (48:2),954.8 -> 184.1,PCandSM,1332.320091,,,1689.100128,1648.480118,1576.020119,1673.840118,1553.200115,1530.760117,1838.720123,1738.940117,2003.120136,1655.920116,1873.380131,1522.040108
280,PC (50:0),986.9 -> 184.1,PCandSM,1369.180096,,,1433.840096,1410.600101,1501.400112,1486.040096,1420.320095,1388.220104,1593.800102,1518.600105,1362.44009,1566.960106,1355.960106,1432.660103
281,PC (52:0),1014.9 -> 184.1,PCandSM,1279.960087,,,1528.480103,1494.040108,1447.700108,1374.58009,1602.700108,1464.300095,1555.640102,1486.940098,1662.920124,1470.160099,1526.8801,1494.36013
282,PC (52:4),1006.8 -> 184.1,PCandSM,1315.340096,,,1790.660118,1564.380119,1496.880112,1812.940117,1521.340103,1499.100101,1538.920116,1626.280106,1559.440113,1975.680138,1642.000099,1704.840122
283,PCo(32:0),720.6 -> 184.1,PCandSM,4633.240334,,,31514.02236,30027.48188,30064.74235,22976.98164,26762.0418,30760.90235,33077.32211,38479.9032,44760.60297,46934.12346,27971.76168,22000.8016
284,PCo(32:1),718.6 -> 184.1,PCandSM,4366.500328,,,40634.62253,35130.68235,37299.26265,29332.88176,35655.74271,34694.56274,41780.58329,47274.66342,52724.50395,54912.44414,34119.6425,28382.62169
285,PCo(32:2),716.6 -> 184.1,PCandSM,1585.760105,,,9332.46067,9319.180626,9069.820564,6559.800446,9677.400661,8391.120628,11056.84079,11597.62091,12620.92083,13333.48093,7615.140469,7753.000557
286,PCo(32:3),714.5 -> 184.1,PCandSM,1662.920113,,,2788.180206,2517.000183,2729.800175,2358.620163,2459.240158,3127.860237,3327.420246,2995.220238,3174.720238,3110.660202,2610.560184,2072.040146
287,PCo(34:0),748.6 -> 184.1,PCandSM,3175.960247,,,23539.44172,19771.66121,21918.18165,17466.6212,20841.56159,24625.86166,24951.26187,31224.86189,35267.52254,32201.82239,19701.18134,18510.62096
288,PCo(34:1),746.6 -> 184.1,PCandSM,5370.32037,,,87216.7262,77759.0652,79388.48569,61033.26404,76428.72532,81947.78541,96268.28682,109465.948,123070.3884,123605.3295,72303.90431,64958.26477
289,PCo(34:2),744.6 -> 184.1,PCandSM,2714.28019,,,36070.60223,32757.402,37247.4828,25923.9219,35217.64255,37274.24254,41704.3434,46121.56277,47501.54327,53316.36444,30156.38235,27616.14181
290,PCo(34:3),742.6 -> 184.1,PCandSM,1448.020107,,,5082.780376,5325.640388,4564.760342,4210.500298,5083.420368,5242.600342,6385.860481,6083.64045,7019.940514,7563.620529,4580.880329,4418.620304
291,PCo(34:4),740.6 -> 184.1,PCandSM,1920.660141,,,10801.04073,9274.780651,9877.180599,9552.260708,10255.02058,11548.92086,9284.420586,12369.18083,13242.40106,13569.74093,12226.44076,9381.100731
292,PCo(36:0),776.6 -> 184.1,PCandSM,2730.260193,,,17943.60139,16847.24121,17189.98125,13668.90083,17952.32134,19240.10137,22096.50171,22795.86165,25200.76186,25911.86179,15792.54109,13798.90094
293,PCo(36:1),774.6 -> 184.1,PCandSM,6320.740437,,,72130.96565,64178.92467,62531.32424,51827.88402,64301.38411,70976.5051,80434.82639,88235.44594,112950.2069,107203.0683,57423.54368,51275.40367
294,PCo(36:2),772.6 -> 184.1,PCandSM,2889.940186,,,26353.68169,23762.30162,25630.14171,18300.06104,22683.70144,26509.582,28350.9221,34924.92207,36141.86226,38120.28268,21118.78164,19877.82151
295,PCo(36:3),770.6 -> 184.1,PCandSM,1653.080116,,,12523.24102,11260.00078,12062.12099,8565.240677,11408.3609,13293.20085,12733.20086,15175.02111,16451.20128,17257.06112,10515.96066,8679.820606
296,PCo(36:4),768.6 -> 184.1,PCandSM,1621.580116,,,14221.9411,13820.10103,14870.00111,12255.66098,13221.36097,15322.02118,17697.32127,16869.86145,17583.26132,20398.86156,15206.28122,11725.32086
297,PCo(36:5),766.6 -> 184.1,PCandSM,1637.620117,,,13151.32078,12567.20094,13131.74083,10141.68072,13098.50084,12647.80098,15732.40126,16924.16106,17074.42098,18900.18147,10501.90069,11357.08098
298,PCo(38:0),804.7 -> 184.1,PCandSM,1818.540134,,,9611.640633,10143.36082,10506.30084,8978.200642,10987.98069,10015.54072,11133.28086,13157.50097,14692.80104,13591.04096,9004.160641,7191.360405
299,PCo(38:1),802.7 -> 184.1,PCandSM,4289.42025,,,36737.42247,33842.8222,34716.46228,27185.28213,33036.90271,33659.44206,38841.82247,42466.96318,48299.20299,48170.40424,32549.98235,22555.5216
300,PCo(38:2),800.6 -> 184.1,PCandSM,3955.900284,,,34559.64244,31782.90229,30438.90178,23746.54182,31179.52238,32294.42223,39035.02304,41036.46298,43319.4236,47883.42324,27984.22224,21892.18135
301,PCo(38:3),798.6 -> 184.1,PCandSM,2350.540169,,,19614.28142,17073.46127,15792.50108,13409.42077,16805.70124,19423.40141,21431.46145,23843.36166,23590.12158,27364.42213,15826.90119,12184.60082
302,PCo(38:4),796.6 -> 184.1,PCandSM,1891.200134,,,19557.5212,17759.0613,18920.16117,14385.54096,18039.76115,20635.3413,21681.50139,25174.48155,29195.54214,28602.68235,16439.9411,13787.24105
303,PCo(38:5),794.6 -> 184.1,PCandSM,2239.600155,,,22441.92143,19936.10135,21247.90188,16574.96114,22246.0015,22255.16135,23056.34152,27751.32195,28722.14193,30664.38232,17173.44117,15798.56123
304,PCo(38:6),792.6 -> 184.1,PCandSM,1918.22015,,,26869.84203,22270.00164,25608.14193,19317.42127,23173.56153,24180.74168,30532.06184,29034.42183,34382.32252,35486.66262,19209.74124,18164.92127
305,PCo(40:0),832.7 -> 184.1,PCandSM,1891.800129,,,25013.58194,22003.38178,23580.22166,18987.58138,24499.58195,27607.6222,28476.5225,32781.16233,35653.96223,34816.82259,21236.04156,16918.30099
306,PCo(40:1),830.7 -> 184.1,PCandSM,1888.720127,,,8653.300625,7781.280579,7724.100536,5727.400436,7575.020626,7959.400555,9252.200603,9849.500721,9787.54063,9532.40073,7448.94046,5437.080395
307,PCo(40:2),828.7 -> 184.1,PCandSM,2178.020149,,,8010.440624,7678.200611,8607.420544,6350.440502,7621.040497,7484.340588,9079.64061,9280.440712,10458.6608,11341.40082,7382.680534,6099.380421
308,PCo(40:3),826.6 -> 184.1,PCandSM,1628.600117,,,9718.700783,7673.16061,8698.620609,7082.480545,8215.900623,8839.800579,10198.80074,9881.660698,11963.7009,11469.96078,7860.920528,6476.740505
309,PCo(40:4),824.6 -> 184.1,PCandSM,1846.980137,,,11790.24093,10487.40081,11540.44083,9074.780655,11007.42077,11148.70077,12483.86095,14571.08097,17197.88129,15880.8412,10113.08066,8053.240482
310,PCo(40:5),822.6 -> 184.1,PCandSM,1924.68013,,,22009.26162,22856.22171,20528.44157,16396.00101,19063.22154,21710.24154,24884.38154,30118.70218,30237.68192,32875.30228,18295.1613,18311.98109
311,PCo(40:6),820.6 -> 184.1,PCandSM,1785.580132,,,27570.84203,27849.62237,26339.82203,21616.36134,26421.9623,27071.74166,31352.04229,28324.40218,34343.94271,34582.5225,22748.22162,22244.1815
312,PCo(42:0),860.7 -> 184.1,PCandSM,1478.800121,,,7188.880497,7155.160526,7566.860531,4686.04031,6550.980537,8010.020599,8126.240513,9166.100605,9465.50071,9742.620594,6841.640438,6122.960392
313,PCo(42:1),858.7 -> 184.1,PCandSM,1437.920094,,,4191.600334,3928.120232,4513.460304,3842.940254,4179.200298,4530.980328,4266.800304,4921.680309,5321.140446,6928.840492,6361.380402,3428.760242
314,PCo(42:2),856.7 -> 184.1,PCandSM,1341.880089,,,3646.780258,3786.240295,4550.720314,3551.34024,4055.600269,4746.640373,4667.68034,4962.04034,5856.86047,5370.080406,5809.500381,3289.08025
315,PCo(42:3),854.7 -> 184.1,PCandSM,1549.860115,,,3790.740253,3535.680225,3969.660278,3207.280235,4053.28027,4029.180275,4495.220303,4299.480286,4618.720364,4651.180298,4080.82029,3628.780251
316,PCo(42:4),852.7 -> 184.1,PCandSM,1537.380108,,,5307.880379,4071.980312,4278.100288,3684.360275,4776.50037,4843.440338,4741.300293,5893.860394,6816.400471,6259.120483,4116.220272,3172.820221
317,PCo(42:6),848.6 -> 184.1,PCandSM,2513.960163,,,17579.62138,14879.96082,15943.82129,13099.42105,16062.74115,16643.68114,22610.242,26635.74162,24600.90165,25671.12214,13138.50093,12631.22089
318,PCo(44:3),882.7 -> 184.1,PCandSM,1433.300114,,,4528.040344,6290.380432,7739.020561,6195.660427,6151.740402,5333.320385,4399.780304,5249.92041,6403.980518,5488.120419,10153.72069,5097.880314
319,PCo(44:4),880.7 -> 184.1,PCandSM,1426.320091,,,2261.220177,2612.320179,2644.700191,2282.240189,2087.840149,2332.020176,2917.860203,2996.5602,2787.540195,2956.32021,2309.280159,2365.880184
320,PCo(44:5),878.7 -> 184.1,PCandSM,1570.500122,,,2852.400181,3060.420242,2964.140194,2413.560154,2758.120205,3065.120243,3364.380211,3973.700302,3428.560295,4102.640263,2830.180202,2588.980194
321,PCp(32:4),738.5 -> 184.1,PCandSM,5420.420383,,,86189.94595,73683.16515,95480.2478,84024.1654,87269.06609,110304.4884,85492.1656,105754.6484,125216.6894,122472.1288,101863.4675,75393.92497
322,PCp(36:5),764.6 -> 184.1,PCandSM,1651.000111,,,8598.300568,8947.800678,8445.620567,6517.8004,8020.940609,8956.820587,10636.44079,12194.22093,13022.14083,12444.00095,8811.120636,6954.000477
323,PCp(40:6),818.6 -> 184.1,PCandSM,1972.740135,,,17521.80112,14899.26106,15430.0811,13819.20093,15978.48116,15420.70118,18426.42122,22437.52142,22847.34169,24308.10148,14021.94105,11604.38081
324,PCp(42:4),850.7 -> 184.1,PCandSM,1759.600109,,,11067.24075,8838.760658,10652.60078,7649.580582,10647.26086,10755.28073,11989.00079,13514.24104,14853.98108,15816.98112,9693.760761,7058.200497
325,PCp(42:6),846.6 -> 184.1,PCandSM,1784.360138,,,61175.52444,47235.54337,43759.54296,34135.66232,44234.56279,55614.04369,96148.70599,98116.36732,85832.52648,98502.72715,37532.68259,36414.46261
326,SM (d16:1/18:1),701.6 -> 184.1,PCandSM,7750.780533,,,116022.2477,107370.2874,117906.7686,82168.90599,105486.6276,120098.7883,136588.9303,133594.8899,158913.3327,161625.2928,98340.68793,85321.48657
327,SM (d16:1/22:1),757.6 -> 184.1,PCandSM,2773.940247,,,23024.32146,21251.90124,20829.88152,16592.86116,20155.28119,22008.82161,23746.26191,27944.2818,33103.0225,29314.12206,19428.18115,17629.68123
328,SM (d16:1/24:0),787.7 -> 184.1,PCandSM,24085.52167,,,311571.322,267463.3776,287562.2206,217991.1944,284753.8201,276887.1204,337444.0424,367441.3064,487613.5766,445277.9306,289244.4614,202777.9569
329,SM (d16:1/24:1),785.6 -> 184.1,PCandSM,11581.96084,,,138911.1693,126714.45,135968.2886,103442.5876,132284.1687,131878.3703,160822.6115,176865.4109,231066.6548,212762.699,134323.7478,92512.70665
330,SM (d18:0/12:0),649.5 -> 184.1,PCandSM,1622.900112,,,2923.420223,2375.800167,2445.360157,2741.640224,2296.320156,2689.82019,2849.400219,2805.300198,2703.240192,3229.400211,2089.240162,2384.680172
331,SM (d18:0/14:0),677.6 -> 184.1,PCandSM,1899.140129,,,9341.080585,8415.660652,7799.360508,7226.080509,8276.820621,8052.44059,8801.96059,10112.08069,10768.94066,10910.90076,7196.680489,7686.080612
332,SM (d18:0/16:0),705.6 -> 184.1,PCandSM,11424.84096,,,144215.1705,126784.1082,128128.2489,101919.0074,124764.929,127366.8294,147763.751,164191.6112,181142.3719,188425.1327,124030.849,94434.94709
333,SM (d18:0/18:0),733.6 -> 184.1,PCandSM,5672.600349,,,53661.2639,48484.40295,49708.94322,37970.36238,49703.3439,51961.64363,56207.14484,62296.22368,81952.28607,75807.80547,45733.88303,37415.4223
334,SM (d18:0/20:0),761.6 -> 184.1,PCandSM,15156.30092,,,328908.3422,297680.5999,300220.6414,235863.3952,314462.3826,328843.3268,377335.6898,424737.5709,483009.3938,514535.276,276698.2392,244040.5781
335,SM (d18:0/22:0),789.7 -> 184.1,PCandSM,13936.80097,,,222087.793,193165.053,197589.9916,149477.8493,210458.476,209862.0765,245020.2737,280910.2197,337153.9634,323014.2625,182925.5123,149065.6483
336,SM (d18:0/24:0),817.7 -> 184.1,PCandSM,3570.200279,,,23749.82162,19901.68142,21749.14169,16180.32122,21012.98156,21088.86142,21714.14159,28823.38198,31762.52216,31614.12222,18755.32126,13505.02098
337,SM (d18:0/26:0),845.7 -> 184.1,PCandSM,1557.380119,,,5642.960381,5664.780354,5179.000359,4522.860352,4945.440323,5535.620438,7745.100594,8106.320625,7355.020557,8337.12056,5106.96035,4251.200287
338,SM (d18:1/12:0),647.5 -> 184.1,PCandSM,1383.260098,,,2260.020157,2390.580143,2800.920216,2402.700169,2227.700165,2678.080196,2895.900188,2324.960175,2635.200169,3280.560226,2268.980167,1934.480148
339,SM (d18:1/14:0),675.5 -> 184.1,PCandSM,4204.060318,,,37162.94305,33858.30266,35660.42236,29193.32216,33985.02225,36506.84283,41512.04306,45328.30358,48857.44273,47006.56281,34580.34196,27986.98183
340,SM (d18:1/16:0),703.6 -> 184.1,PCandSM,73473.806,,,1089573.456,992752.3169,1014152.296,819136.2739,956190.5253,981291.1036,1121551.457,1258659.974,1436364.726,1432115.875,955917.2485,744371.3354
341,SM (d18:1/18:0),731.6 -> 184.1,PCandSM,15249.26096,,,184498.3927,163258.6705,173333.7314,135859.2901,158231.7523,153852.5129,190718.9143,212355.2349,244138.6942,259670.217,163598.071,127930.6292
342,SM (d18:1/18:1)9Z)),729.6 -> 184.1,PCandSM,5324.720394,,,65518.24461,59396.94416,60801.48395,45150.04359,58351.48392,60254.48425,69938.165,76654.68718,88215.28702,95071.58649,55483.16447,47698.76305
343,SM (d18:1/20:0),759.6 -> 184.1,PCandSM,7768.860558,,,114262.9293,96528.12753,103746.1068,77923.48531,98896.72726,105985.6878,124565.0487,135543.5482,159131.9923,161637.5101,95765.78677,80314.94559
344,SM (d18:1/24:0),815.7 -> 184.1,PCandSM,15955.52107,,,157047.8893,134141.4492,142539.871,110925.2674,135940.5905,134539.089,166994.6328,192473.9936,210317.1346,208491.8353,127172.4292,85980.22588
345,SM (d18:1/24:1)15Z)),813.7 -> 184.1,PCandSM,32264.60178,,,403982.5863,355762.4666,376822.9046,290472.6607,359023.9058,374665.5863,437841.5271,496232.2281,548384.7404,566351.6251,326835.8229,248827.2792
346,SM (d18:1/26:0),843.7 -> 184.1,PCandSM,1862.540131,,,3936.460266,3726.920254,3541.680241,2989.560196,3816.900249,4251.160316,3815.320301,4847.960419,4911.260365,5004.100319,3694.640224,3365.280228
347,SM (d18:1/26:1)17Z)),841.7 -> 184.1,PCandSM,1533.580097,,,7854.860489,7039.480461,7399.080471,6296.600384,6625.960392,7029.180553,8668.100719,9105.440598,9332.660732,8868.600685,6252.020424,4841.24028
348,SM (d18:2/14:0),673.5 -> 184.1,PCandSM,1455.44009,,,3473.920227,3700.880257,3404.720249,3579.700226,3644.88026,3924.740314,4277.640327,4296.280277,4006.480251,4009.800266,3737.720215,2979.180237
349,SM (d18:2/18:1),727.6 -> 184.1,PCandSM,1574.340111,,,2506.140156,2913.040199,2850.100204,2855.700218,2672.880211,3586.760277,3083.660183,3034.760193,3486.600266,3601.800301,3117.100224,2635.680187
350,SM (d18:2/20:1),755.6 -> 184.1,PCandSM,1487.620106,,,8510.620564,9004.420624,10581.50072,9407.56068,8930.300503,10917.06076,9714.300644,11326.1008,11941.28075,11786.74087,9797.340649,8734.42065
351,SM (d18:2/22:1),783.6 -> 184.1,PCandSM,4038.280296,,,53353.12389,44571.94312,48529.70272,38806.32282,46374.34333,47548.78389,57089.88408,63288.08423,76494.62569,69947.36503,40123.86301,39326.02324
352,SM (d18:2/24:1),811.7 -> 184.1,PCandSM,12295.72083,,,220883.7542,193212.2921,213541.2937,159623.4113,208623.9184,225274.517,256422.9581,287293.1848,329620.9805,333510.4044,183232.953,145775.8496
353,STD_15:0-18:1(d7) PC,754.11 -> 184.1,PCandSM,2131.040157,,,24501.7019,24812.24194,30420.80223,27748.08216,30192.38206,34112.32249,27895.02192,31903.02211,38224.58295,36563.38258,34345.66255,25180.26184
354,STD_d18:1-18:1(d9) SM,738.64 -> 184.1,PCandSM,6044.500439,,,110271.4677,100908.2664,125368.0681,117508.8471,116214.5482,147626.9687,120145.9889,148054.4698,166330.6925,173108.0316,142688.0305,108923.2462
355,PE (12:0),398.2303 -> 257.2303,PE,1525.280117,,,1471.800087,1512.720108,1469.500103,1518.66011,1596.060131,1745.160107,1609.820107,1529.180107,1669.680126,1495.660114,1506.520107,1677.520126
356,PE (14:0),426.2616 -> 285.2616,PE,1343.960098,,,3129.760239,4923.980373,3868.540302,4975.240334,3444.20023,4038.940308,2770.920177,2005.880146,1998.300148,1837.98011,5319.520397,4126.220261
357,PE (14:1),424.246 -> 283.246,PE,1483.340096,,,3118.240177,2581.140175,2859.160198,2858.640217,2350.760181,2217.440151,2609.840153,2771.520203,2386.840183,2437.620186,2050.800156,2500.060188
358,PE (16:0),454.2929 -> 313.2929,PE,1721.400127,,,1665.100109,1439.64011,1576.14011,1550.660118,1727.940125,1578.100117,1746.860134,1772.040131,1625.500114,1735.620144,1897.540142,1637.700111
359,PE (16:1),452.2773 -> 311.2773,PE,1405.240108,,,1793.340153,1737.700115,1796.220116,1570.960102,1600.500099,1850.040131,1599.520103,2162.520168,1819.900139,1552.880119,1532.240108,1388.460102
360,PE (18:0),482.3242 -> 341.3242,PE,1881.940144,,,2660.300194,2504.800171,1929.760147,2491.320171,2545.000206,2538.280182,2646.380192,2189.280136,2514.020164,3078.880199,3132.660263,2226.100166
361,PE (18:1),480.3086 -> 339.3086,PE,2326.120163,,,1670.640118,1471.900108,1435.160107,1574.800117,1412.340107,1527.80011,1519.320084,1593.940109,1727.240131,1842.020123,1451.580097,1400.000111
362,PE (18:2),478.2929 -> 337.2929,PE,1689.420113,,,1362.300087,1424.220108,1309.42009,1357.860096,1325.440098,1366.940098,1448.100086,1404.080093,1361.580101,1396.460098,1397.900089,1394.640106
363,PE (18:3),476.2773 -> 335.2773,PE,1291.240082,,,1414.480106,1768.76012,1878.380131,1818.540131,1890.820141,1518.320122,1768.640125,1616.500107,1400.32011,1932.940159,1722.800106,1718.780117
364,PE (18:4),474.2616 -> 333.2616,PE,1411.700104,,,1527.260105,1901.880123,1745.580112,1615.46011,1664.820114,1484.520096,1738.960133,1594.880112,1432.820103,1793.780121,1531.360107,1649.600109
365,PE (20:0),510.3555 -> 369.3555,PE,1547.240097,,,1903.080143,1939.600155,1545.120106,1541.700111,1693.480118,1588.780121,1693.8801,1462.62011,1708.36013,1699.540119,1710.700127,1515.980106
366,PE (20:1),508.3399 -> 367.3399,PE,1449.140106,,,1774.120121,1611.880116,1745.800129,1526.840103,1367.000111,1624.740128,1504.640102,1405.440109,1742.260113,1514.260105,1588.260101,1348.300087
367,PE (20:2),506.3242 -> 365.3242,PE,1464.100121,,,1537.260113,1498.100113,1619.660107,1475.580101,1500.460106,1371.400101,1527.16011,1573.900112,1507.980103,1394.78009,1431.980103,1422.7001
368,PE (20:3),504.3086 -> 363.3086,PE,2019.860142,,,1568.380108,1581.14011,1592.020103,1390.180103,1473.980099,1524.800125,1420.160103,1387.380096,1488.260105,1473.160114,1423.280102,1596.400108
369,PE (20:4),502.2929 -> 361.2929,PE,3239.940258,,,2121.740162,1668.200138,2020.740162,1421.040108,1739.940132,1392.560093,1749.320137,1453.840107,1838.920113,1574.860096,1556.200115,1413.820091
370,PE (20:5),500.2773 -> 359.2773,PE,1344.260101,,,1629.380112,1624.160122,1590.420116,1425.460087,1535.040104,1578.940109,1390.800083,1645.08012,1596.32011,1514.200123,1498.240105,1354.080101
371,PE (21:0),524.3348 -> 383.3348,PE,1372.26009,,,1429.580109,1415.780106,1432.76012,1383.080101,1499.840096,1388.640099,1447.280098,1431.060101,1523.400097,1439.760094,1337.280087,1554.580109
372,PE (22:0),538.3868 -> 397.3868,PE,1373.820103,,,1539.380108,1375.180099,1472.720097,1398.420101,1481.140114,1364.780083,1458.420109,1314.060089,1621.940121,1376.660099,1349.740093,1399.760101
373,PE (22:1),536.3712 -> 395.3712,PE,1351.180092,,,1525.62011,1533.680099,1368.260098,1488.280098,1544.840118,1484.66011,1383.060093,1421.600101,1447.780098,1367.600098,1355.640095,1452.080105
374,PE (22:2),534.3555 -> 393.3555,PE,1390.560104,,,2119.260162,1793.460136,1881.440132,1724.980122,1888.360126,2095.860142,1558.880119,1581.800121,1535.280106,1585.380119,1859.20013,1637.520111
375,PE (22:4),530.3242 -> 389.3242,PE,2484.280148,,,1541.820099,1555.740108,1558.080124,1476.900097,1565.140102,1728.220108,1427.680099,1491.100109,1661.700123,1517.960114,1448.600109,1697.000111
376,PE (22:6),526.2929 -> 385.2929,PE,2627.720207,,,1647.800129,2340.64016,2264.680153,2104.220165,2336.000164,2043.720146,1749.380108,1469.340099,2155.560131,1643.140141,2628.220219,2752.400181
