,lipid,Transition,type,Blank,veh_N1,Abe_N1,veh_N2,Abe_N2,veh_N3,Abe_N3,veh_N4,Abe_N4,veh_N5,Abe_N5,veh_N6,Abe_N6,veh_N7,Abe_N7
113,"Cer(d14:2(4E,6E)/20:1(11Z))",534.5 -> 206.3,cer,2602.420181,,,2556.880169,3089.280228,2510.740189,2737.340199,2701.280178,2559.040176,2757.340183,2724.100189,3028.240246,2897.120182,2729.720207,3114.760223
114,"Cer(d14:2(4E,6E)/22:1(13Z)(2OH))",578.5 -> 206.3,cer,2703.940205,,,2768.420189,2872.620201,2730.120201,2842.540192,2768.960197,2847.200222,2861.680202,2974.160225,2852.140209,2885.5602,3150.640213,2840.540188
115,"Cer(d14:2(4E,6E)/24:0(2OH))",608.6 -> 206.3,cer,2748.360188,,,3249.900238,3273.04023,3134.920235,2967.660198,2833.800205,3050.440216,3024.360222,2944.120224,3599.580238,3302.280254,3120.040199,3307.120239
116,"Cer(d16:2(4E,6E)/22:1(13Z)(2OH))",606.5 -> 234.3,cer,2532.640182,,,2786.880188,2679.720192,2719.260197,2630.220181,2818.480213,3014.32021,2758.240192,2626.4202,2662.380203,2920.680214,2554.660187,2994.10022
117,"Cer(d16:2(4E,6E)/24:0(2OH))",636.6 -> 234.3,cer,2482.080185,,,2924.700207,3150.180222,2890.220177,2806.820175,2844.800205,2889.960197,3082.340229,2979.580196,3558.940266,3497.560276,2714.020184,3613.480247
118,Cer(d18:0/14:0),512.5 -> 266.4,cer,2600.980171,,,3350.140247,3033.100231,2826.860203,3027.920216,2742.880219,2807.580193,2798.440193,2669.440197,2695.920204,2953.540199,2669.400196,3015.040207
119,Cer(d18:0/16:0(2OH)),556.5 -> 266.4,cer,2536.660183,,,3032.620205,3308.960224,2990.260231,3119.420212,3076.70023,2988.140202,3024.680222,2999.120216,2794.860191,3011.580212,2733.800171,2889.740223
120,Cer(d18:0/16:0),540.5 -> 266.4,cer,2845.620197,,,3927.780273,4117.040287,4021.480286,3449.780216,4412.720299,3896.380272,3585.680248,3359.720238,3803.940243,3886.960308,3030.660206,4578.540333
121,Cer(d18:0/18:0(2OH)),584.6 -> 266.4,cer,2726.100185,,,2901.140209,3479.880249,2739.560192,3026.120205,3077.120193,2739.120205,2846.180214,3092.520191,2700.540195,2790.580219,2879.120201,3018.160194
122,Cer(d18:0/18:0),568.6 -> 266.4,cer,2728.08017,,,3443.420258,3502.560246,3099.560219,3268.960243,3260.400227,3691.140278,3102.720226,3735.280239,3252.080238,4079.420284,3225.340218,3209.200237
123,Cer(d18:0/20:0(2OH)),612.6 -> 266.4,cer,3054.500221,,,2921.920208,2772.980198,2810.2202,2873.420216,2791.62019,2821.540199,2857.780193,3320.760242,2864.360203,2948.360214,2777.640198,3180.320229
124,Cer(d18:0/20:0),596.6 -> 266.4,cer,2554.940186,,,5797.820412,7031.020477,5369.640377,5255.580387,5673.420391,6992.160503,8735.140659,8250.320572,7675.320496,7735.240505,4975.200325,7693.980515
125,Cer(d18:0/22:0(2OH)),640.6 -> 266.4,cer,3615.26025,,,2869.240215,2686.060177,2702.820221,2683.440205,2564.680191,2711.120178,2867.320187,2698.660202,2693.700199,3171.820232,2569.720177,2717.160179
126,Cer(d18:0/22:0),624.6 -> 266.4,cer,2528.220169,,,4774.780338,5764.740406,4434.940292,4577.480274,5774.460411,5513.340382,6429.740471,8171.000534,6690.500477,7707.520481,4625.300327,6400.840466
127,Cer(d18:0/24:0),652.7 -> 266.4,cer,2629.680168,,,4353.960335,4291.380322,4438.88031,5464.380409,4187.360306,3705.500278,4559.120296,4053.580299,4332.240322,4120.140316,5285.50037,4558.760273
128,Cer(d18:0/26:0),680.7 -> 266.4,cer,2519.160187,,,3890.660278,3219.020222,4175.800308,3525.16024,3958.960278,3304.480259,5403.380367,4439.780308,5318.980377,4521.320324,3426.180248,3195.700249
129,Cer(d18:0/h24:0),668.7 -> 266.4,cer,2508.880161,,,2876.360203,3022.740219,2636.500202,3061.560215,3004.700233,2852.30022,2885.780209,2607.840176,2841.520214,2572.200184,2558.000187,2992.720215
130,Cer(d18:0/h26:0),696.7 -> 266.4,cer,2528.02018,,,2669.320194,2737.300201,2826.780205,2730.820183,2680.880173,2694.720188,2591.500183,2749.880196,2899.440212,2583.540176,2610.840179,3034.660221
131,Cer(d18:1/12:0),482.5 -> 264.3,cer,2600.460194,,,2713.380188,2693.280201,2545.700172,2683.340191,2854.060196,2475.720177,2670.800186,2758.080193,2935.720211,2714.280197,2718.780209,2653.380169
132,Cer(d18:1/16:0),538.5 -> 264.3,cer,2860.600208,,,5880.500462,7714.560562,6894.120502,7233.780533,6741.320515,7231.120514,6234.500465,6638.780499,7148.280476,6682.740494,6268.640469,6625.620468
133,Cer(d18:1/18:0),566.6 -> 264.3,cer,2551.120178,,,3275.700245,3146.480221,2731.440212,2883.840191,3220.440212,3053.620224,3377.320251,3283.740231,3318.90023,2939.720219,2775.340199,2929.900223
134,Cer(d18:1/18:1(9Z)),564.5 -> 264.3,cer,2617.140186,,,2860.02021,2845.320202,2969.220211,2826.600185,2790.100201,2709.440193,3071.600227,2980.00024,3006.040211,3368.700245,2641.960197,2717.280186
135,Cer(d18:1/2:0),342.3 -> 264.3,cer,2661.460175,,,3871.040291,3091.860241,3756.600288,3472.760242,3490.460262,2782.100189,4504.780323,4823.520355,3539.680225,4429.260311,3690.700245,3364.900238
136,Cer(d18:1/20:0),594.6 -> 264.3,cer,2601.540192,,,5516.680424,5942.980434,4994.700378,5496.620399,5606.320446,6253.200436,6523.360451,7234.440483,6628.180481,6412.90044,4555.940331,5854.720402
137,Cer(d18:1/22:0),622.6 -> 264.3,cer,2553.160183,,,4302.4203,4880.340355,4350.000305,4148.460239,5076.100349,5054.780308,5285.340374,5712.840435,5644.360439,6471.600414,3790.140263,5461.600391
138,Cer(d18:1/24:0),650.6 -> 264.3,cer,2960.760204,,,4999.740334,4760.30032,4749.860363,5182.240368,5194.300358,4384.520306,4607.96032,4547.780293,4694.140335,4870.160313,6029.660469,5238.220383
139,Cer(d18:1/24:1(15Z)),648.6 -> 264.3,cer,2857.880211,,,3249.480244,3446.380234,3245.740215,3246.620224,3685.220249,3531.520279,3625.720261,3330.440224,3598.000233,4183.540268,3069.9002,3757.560272
140,Cer(d18:1/26:0),678.7 -> 264.3,cer,2517.880192,,,3443.920261,3040.320229,3617.120277,3524.020252,3259.600212,3596.240253,4105.740303,4176.420273,3498.620243,3886.300247,3089.800243,3265.240231
141,Cer(d18:1/26:1(17Z)),676.7 -> 264.3,cer,2416.940178,,,2584.400173,2769.900192,2712.980194,2578.560188,2808.280209,2493.62019,2597.260197,2728.600193,2665.400173,2568.200184,2591.040161,2708.260181
142,Cer(d18:2/14:0),508.5 -> 262.4,cer,2425.620159,,,2771.600193,2767.900188,2875.520206,3269.54023,2767.7602,2692.020187,2512.100174,2837.5602,2733.740204,2590.840191,2681.380196,2941.060207
143,Cer(d18:2/16:0),536.5 -> 262.4,cer,2448.640167,,,2738.400181,2732.560188,2752.920204,2673.460178,2571.740177,2925.320198,2850.900208,3063.30022,3080.400211,2871.960197,2869.760193,2755.560192
144,Cer(d18:2/18:1),562.5 -> 262.4,cer,2593.180187,,,2651.840187,2809.360195,2613.100193,2559.400173,2633.080189,2547.980179,2577.620171,2654.060165,2641.140182,2604.900177,2614.180191,2734.120174
145,Cer(d18:2/20:0),592.6 -> 262.4,cer,2733.600197,,,4356.880295,4238.300266,4080.580292,4163.46027,3850.720295,4390.500282,5235.48037,5369.820374,4953.440346,4636.480328,3396.480236,4751.840332
146,Cer(d18:2/20:1),590.6 -> 262.4,cer,2624.80019,,,2684.820202,2564.340195,2519.04018,2640.960171,2663.960186,2624.600189,2553.980175,2788.240192,2871.080181,2714.080173,2618.480183,2570.340176
147,Cer(d18:2/22:0),620.6 -> 262.4,cer,2534.780178,,,3517.580273,3839.02026,3096.420231,3716.840256,3765.200272,3974.580299,3851.260258,4369.520275,3834.740257,4500.360336,3374.700249,3962.400284
148,Cer(d20:0/26:0(2OH)),724.7 -> 292.4,cer,2612.900192,,,3299.280231,2899.220207,2893.560188,3004.060207,2928.380211,2704.940208,2821.300201,2936.980209,2932.040207,2890.180199,2787.780193,2780.5602
149,Cer(d20:0/26:0),708.7 -> 292.4,cer,2536.000191,,,2570.280163,2788.640198,2727.240192,2715.600193,2713.020184,2623.800182,2677.060192,2737.720207,2644.9002,2883.080185,2572.840179,2788.460197
150,Cer(t18:0/16:0(2OH)),572.5 -> 282.4,cer,2562.620197,,,4122.380322,3831.800259,3904.520264,4121.320297,2986.940201,2989.420204,3390.120235,3345.800224,3100.020206,3265.640213,2959.7202,3506.140221
151,Cer(t18:0/18:0(2OH)),600.6 -> 282.4,cer,2600.480179,,,3139.940205,2911.080193,2556.820183,2854.240204,2908.040207,2662.04018,2734.400177,2638.400177,2846.960194,2680.320198,2891.800209,3008.980217
152,Cer(t18:0/20:0(2OH)),628.6 -> 282.4,cer,2624.060192,,,2906.180222,2810.760185,2814.840187,3018.340221,2725.360195,2731.940193,2594.460205,2926.920208,2671.940186,2650.580193,2610.100193,2830.820202
153,Cer(t18:0/22:0(2OH)),656.6 -> 282.4,cer,7291.140526,,,2776.800209,2986.860226,3005.360237,3169.020237,3436.900234,2984.800205,2899.220215,2874.740204,3488.160271,3386.060226,2876.980217,2898.680202
154,Cer(t18:0/24:0(2OH)),684.7 -> 282.4,cer,3771.920242,,,2833.660194,2854.9202,3132.900223,2930.340214,2905.980206,3024.720219,3251.800236,3186.620243,3242.020245,3286.400261,2618.76017,2865.160213
155,Cer(t18:0/26:0(2OH)),712.7 -> 282.4,cer,2660.120186,,,2539.760178,2840.620213,2473.24017,2637.240189,2817.140186,2522.860172,2617.420185,2573.280182,3025.180199,2791.260201,2476.480171,2599.260185
156,Cer(t20:0/26:0(2OH)),740.7 -> 310.4,cer,2529.420177,,,2671.820198,2665.30019,2915.600208,2608.400204,2540.200169,2487.280186,2659.080189,2612.780182,2765.7202,2652.340172,2539.520168,2573.720177
157,CerP(d18:0/16:0),620.5 -> 266.4,cer,2492.520176,,,2741.620201,2752.600197,2663.460186,2797.7402,2627.980202,2822.140202,2732.800186,2512.70018,2781.020187,3087.120224,2679.300186,2986.240211
158,CerP(d18:1/12:0),562.4 -> 264.3,cer,2452.10017,,,2633.820183,2775.980198,2779.02021,2716.100189,3051.36021,2771.500195,2668.200172,2795.320202,3073.620213,2782.360207,2522.900188,2999.380196
159,CerP(d18:1/14:0),590.5 -> 264.3,cer,2610.620182,,,2858.800205,3397.020248,3100.380234,2806.960182,3294.380241,2832.480209,2898.520206,2606.580185,2638.340179,2796.920212,3711.140259,4045.580292
160,CerP(d18:1/16:0),618.5 -> 264.3,cer,2565.440189,,,3101.940201,3183.120228,2747.960182,2951.720215,2881.400211,2645.460186,3026.120201,2626.560192,2730.680187,2819.700184,2480.560177,2932.940216
161,CerP(d18:1/18:0),646.5 -> 264.3,cer,2658.620197,,,2612.560184,2729.5802,2682.780182,2757.64019,2698.420193,2461.640167,2732.560184,2681.500187,2716.140194,2643.440197,2643.36018,2714.680195
162,CerP(d18:1/2:0),422.3 -> 264.3,cer,2573.440189,,,2756.500214,2811.320194,2750.98019,2841.600204,2696.340187,2971.02021,2920.380234,2834.800198,2887.400211,2909.280216,2449.220165,2752.640182
163,CerP(d18:1/20:0),674.5 -> 264.3,cer,2713.960175,,,2779.700207,3077.320232,2762.040199,2920.840214,2841.620201,2728.100185,2592.920174,2677.540207,2886.440208,2785.300209,2833.600208,2629.060188
164,CerP(d18:1/22:0),702.6 -> 264.3,cer,2617.680187,,,2681.540207,2717.640186,2576.700176,2471.680176,2805.240177,2533.760181,2638.200191,2878.380219,2804.620213,2540.380188,2838.480198,2956.720219
165,CerP(d18:1/24:0),730.6 -> 264.3,cer,2451.000175,,,2735.740192,2490.900185,2563.720184,2603.900196,2520.640175,2665.060188,2613.380173,2524.900169,2509.32019,2607.060181,2574.100182,2736.400185
166,CerP(d18:1/24:1(15Z)),728.6 -> 264.3,cer,2551.620182,,,2760.720196,2767.860207,2771.300194,2458.340153,2473.340168,2648.320194,2574.880188,2749.060204,2556.260181,2857.14019,2642.560181,2564.80019
167,CerP(d18:1/26:0),758.6 -> 264.3,cer,2529.120178,,,2641.020199,2821.360199,2588.320187,2578.040188,2605.46019,2675.300194,2695.620178,2698.820198,2670.780186,2601.580193,2561.860184,2612.020172
168,CerP(d18:1/26:1(17Z)),756.6 -> 264.3,cer,2557.180183,,,2611.280186,2746.9202,2605.140198,2488.180164,2622.180183,2610.120186,2513.880184,2760.460178,2581.080162,2631.240192,2517.220184,2648.500191
169,CerP(d18:1/8:0),506.4 -> 264.3,cer,2585.300175,,,3083.120224,4101.680267,3623.360249,3938.720284,3677.680252,3835.480282,2762.62019,3141.30022,2856.240215,3127.940205,3196.240223,3366.700237
170,C12:0,199.2 -> 199.2,FFA,24207.46178,,,178996.0124,174865.7128,138488.9114,143758.6901,123621.0094,171096.1717,194036.5321,206371.9534,211827.4758,214525.4341,141702.1303,180961.0727
171,C12:1,197.2 -> 197.2,FFA,16754.88113,,,105797.5077,104219.4275,82608.54577,89272.78675,79991.42676,96161.00659,109776.5667,116186.8093,119509.4877,127193.3699,79955.46596,104401.3465
172,C14:0,227.3 -> 227.3,FFA,60444.38452,,,865004.8176,806083.8527,699973.4722,673162.1794,623024.7479,822475.625,941936.6582,993640.9647,1146028.758,1063062.944,670963.0077,829951.4193
173,C14:1,225.2 -> 225.2,FFA,45931.26303,,,284722.4202,334302.2444,255868.919,290478.8587,249820.5789,310049.5413,294405.9617,319925.2019,320915.2829,344278.6434,247905.2551,317563.4447
174,C15:0,241.3 -> 241.3,FFA,53257.42375,,,1652429.659,1427380.505,1165706.578,1161993.029,1017904.619,1370024.938,1724308.058,1749308.776,1927628.171,1781597.765,1242719.225,1393669.974
175,C15:1,239.3 -> 239.3,FFA,66221.46466,,,1313184.161,1252611.965,948204.6897,988591.5848,889112.4908,1143057.968,1308702.813,1377655.035,1426183.224,1375836.822,924953.5104,1113619.124
176,C16:0,255.3 -> 255.3,FFA,807194.8112,,,33485529.44,31642132.81,28323090.43,28273906.42,25305046.66,31027267.75,32526695.14,33151316.6,38629765.62,34783955.33,23053831.71,31444191.61
177,C16:1,253.3 -> 253.3,FFA,29582.26213,,,815032.9984,930391.3644,663937.9258,724710.2551,689355.9914,906617.827,856909.0592,958167.468,910875.3651,928592.9046,708282.4329,918004.2228
178,C17:0,269.3 -> 269.3,FFA,70772.08475,,,1673324.032,1603792.781,1295746.387,1309721.301,1144544.479,1520818.065,1784761.193,1686858.938,1872539.02,1730483.344,1195542.303,1548973.955
179,C17:1,267.3 -> 267.3,FFA,29242.36201,,,344318.5644,344331.5047,258873.8589,268288.1188,255999.5589,309751.3638,361328.7258,363258.8459,361037.968,360789.7268,278703.5598,326805.7429
180,C18:0,283.3 -> 283.3,FFA,859046.3831,,,32875827.81,31189661.16,27309472.66,27886431.83,24946453.19,30244118.83,29695489.92,30157946.34,34162821.36,30831282.77,22690331.34,30187176.74
181,C18:1,281.3 -> 281.3,FFA,66694.92464,,,1245317.2,1309130.291,1106776.202,1025310.971,1024696.07,1120573.936,1516166.159,1659343.983,1800330.656,1675508.324,1002725.314,1172692.265
182,C18:2,279.3 -> 279.3,FFA,23350.44178,,,123831.6287,144474.6102,121735.5084,122369.428,125244.4888,129496.7488,171656.0118,183929.7528,192455.874,182202.0727,134605.2298,166858.5528
183,C18:3,277.3 -> 277.3,FFA,16292.34127,,,150832.1313,157749.1708,139967.9502,124073.689,134184.2098,161658.7107,175727.4534,158874.0724,159552.9914,191192.575,155040.4511,172163.4528
184,C18:4,275.3 -> 275.3,FFA,16800.14114,,,286818.0234,305959.4843,242842.0777,248881.1362,221058.3555,323074.7037,303961.5413,363379.2654,400108.3249,381822.3471,208365.0561,307979.9002
185,C19:0,297.3 -> 297.3,FFA,132988.1299,,,1923489.223,1913464.144,1618244.19,1575178.932,1325868.87,1790571.93,1850024.247,1846746.291,2007721.981,1877226.055,1313506.574,1793837.281
186,C20:0,311.3 -> 311.3,FFA,307055.0004,,,1281091.428,1428859.713,1065630.875,1006382.892,803335.7389,1254901.1,1356986.777,1290634.061,1254625.965,1167724.278,968963.5867,1269280.609
187,C20:1,309.3 -> 309.3,FFA,29749.04217,,,363004.9239,350725.9856,279080.4798,267600.8411,253640.9593,310010.9619,349084.8424,333368.2617,334316.3243,327468.2645,278277.1995,336145.3847
188,C20:3,305.3 -> 305.3,FFA,36630.90263,,,144425.7904,157902.8707,125100.8088,126150.2692,131407.1097,155276.1304,157969.9515,167373.5124,169089.911,172913.2721,124109.9087,151899.31
189,C20:4,303.3 -> 303.3,FFA,19692.30137,,,119483.6877,123974.8487,121245.5483,103336.3867,124262.2094,124070.328,138380.0101,129855.9288,142843.8892,141203.9104,114752.7487,127974.0289
190,C20:5,301.3 -> 301.3,FFA,43585.48311,,,246510.7969,216941.875,233146.8549,182751.212,188666.3933,233028.1744,253810.6972,241146.359,251025.1775,257976.639,178227.1923,205460.7744
191,C22:0,339.3 -> 339.3,FFA,190928.454,,,1118260.777,1167669.686,864720.1231,871837.8602,732523.795,910720.3478,1070236.056,1021829.71,1009496.331,919589.6837,838014.5546,1092358.52
192,C22:1,337.3 -> 337.3,FFA,39254.00281,,,370387.3044,387218.6477,317645.422,353227.1061,323529.5025,346243.248,377330.526,362482.2848,321871.9234,344943.6248,310613.5241,369398.2878
193,C22:4,331.3 -> 331.3,FFA,37027.26273,,,120508.2881,127601.6086,110833.2688,110627.6082,113481.7074,117656.7284,131692.3098,127275.7896,125196.4686,132065.8685,109706.5478,117490.0482
194,C22:5,329.3 -> 329.3,FFA,32948.46242,,,277384.5407,279058.8801,243149.4773,239288.7568,250442.9381,246651.1988,315825.0041,305067.1804,292643.8207,307690.0025,254486.3767,247465.1379
195,C22:6,327.3 -> 327.3,FFA,48043.82324,,,345070.4237,360182.7264,319944.2048,278172.2785,342621.0035,342888.5436,437303.8501,426012.0289,420281.3891,398818.1484,315995.6798,358117.0465
196,C24:0,367.3 -> 367.3,FFA,156360.6902,,,1805707.393,1717577.48,1267197.854,1451546.32,1317659.484,1483243.902,1633876.521,1591608.059,1416945.956,1395984.6,1324579.836,1483579.802
197,C24:1,365.3 -> 365.3,FFA,30146.96207,,,1511711.272,1611242.354,1212433.927,1464777.364,1402720.695,1510028.491,1643948.666,1560384.356,1342770.375,1359959.927,1084237.659,1258303.802
198,C24:5,353.3 -> 353.3,FFA,50897.54383,,,844804.399,789037.7944,615869.541,656788.9213,575882.3047,670404.1115,745434.49,696132.4926,686561.091,643288.281,649278.7098,717852.5881
199,C24:6,355.3 -> 355.3,FFA,46765.24342,,,397273.5683,456555.9087,329738.3625,356288.5655,275583.419,414744.4299,359426.5634,334401.6018,344480.9435,319989.925,318644.323,395527.6509
200,C26:0,395.3 -> 395.3,FFA,76516.90511,,,1089033.761,1072836.798,885337.0024,954706.7243,876616.7254,1012028.689,1121220.216,1054579.973,977046.531,979351.7694,784454.6359,872263.6592
201,C26:1,393.3 -> 393.3,FFA,31316.76229,,,1540355.755,1618830.71,1290698.294,1500354.664,1519488.403,1713998.394,1828450.77,1710812.9,1583564.914,1500387.119,1061852.076,1213326.578
202,C28:0,423.4 -> 423.4,FFA,42216.40306,,,832887.0226,888986.6631,680341.2096,833369.881,648785.445,599467.1039,701826.1335,554258.9804,541019.6362,495470.2945,752363.0115,748322.4104
203,C30:0,451.4 -> 451.4,FFA,28527.50211,,,662936.9698,633375.1653,476443.4558,527481.2173,467200.7511,505172.6984,544060.7546,463352.9936,428629.1714,408646.2879,522576.0935,554886.3983
204,C32:0,479.4 -> 479.4,FFA,25028.48163,,,352101.4617,353676.3642,262045.6584,295509.5223,248861.3982,271573.119,276049.8799,239299.9571,229405.7582,215462.1355,283527.5397,297294.9818
205,C34:0,507.5 -> 507.5,FFA,18926.46126,,,424138.6115,517620.7349,395482.8673,412025.9081,324330.2636,365331.9839,285315.2393,226129.3557,249583.0784,210658.3545,391824.2454,457728.1147
206,PC (30:0),706.5 -> 184.1,PCandSM,6065.100365,,,57853.6041,53545.90434,54413.5639,43589.20378,50719.8634,56823.62377,62993.26373,70473.66508,83381.7858,83698.92534,49819.00377,44300.88258
207,PC (30:1),704.5 -> 184.1,PCandSM,24192.88176,,,363756.8691,325421.3012,334166.804,262752.5569,320871.2637,334841.782,385746.5103,428088.4469,496178.7723,496275.895,322434.3834,253714.997
208,PC (30:2),702.5 -> 184.1,PCandSM,3630.80027,,,50367.68395,42705.84229,45275.38305,37072.32285,43220.56298,48137.42296,50648.90343,50854.18344,64052.04385,63420.48383,43062.32335,34751.04265
209,PC (32:0),734.6 -> 184.1,PCandSM,13310.04095,,,162541.071,145859.3287,146865.1306,122076.7289,158286.7922,158635.5329,185914.6543,215248.9358,239911.3971,240237.957,145655.4107,126391.8081
210,PC (32:1),732.6 -> 184.1,PCandSM,11752.90082,,,142887.1102,129087.8095,132638.2305,103579.6858,138356.7695,140403.2096,159711.1899,178360.1924,215514.7145,213111.917,122784.2696,109871.968
211,PC (32:2),730.5 -> 184.1,PCandSM,3583.380257,,,33876.28233,27416.00217,29594.18227,21703.50152,30551.5223,30058.74186,34446.58236,38369.74268,44481.34306,40482.72325,28675.90187,21702.16161
212,PC (32:3),728.5 -> 184.1,PCandSM,1515.440102,,,3162.240227,3255.160206,2976.740231,2068.280151,2771.340179,3487.320232,3700.620251,3117.620197,3984.820286,3832.620308,2902.040199,2658.200169
213,PC (32:4),726.5 -> 184.1,PCandSM,1506.580109,,,2252.360184,2085.560135,2242.440155,2277.680157,2315.420151,2362.840172,1990.440159,2067.520164,1853.700134,2131.160149,1822.860134,2275.38018
214,PC (32:5),724.5 -> 184.1,PCandSM,1454.760105,,,6822.760487,7252.760551,7568.200451,8259.320549,6628.160435,8383.080593,4428.760326,5303.840397,5662.540302,5376.060371,5336.640408,5919.1604
215,PC (34:0),762.6 -> 184.1,PCandSM,7850.040604,,,120297.1492,109382.406,108422.9686,86063.30652,111168.4879,115503.2494,138025.6088,155122.4502,181372.9114,185751.9514,102380.6674,89375.92584
216,PC (34:1),760.6 -> 184.1,PCandSM,37059.8427,,,835760.8658,739689.3724,787687.6793,581641.9799,787909.2164,840157.1398,949028.8014,1069916.928,1254982.968,1281044.684,701543.1855,628748.4872
