Lipid name,MRM,Ab-cl_12h_N1_acy-carnitines,Ab-cl_12h_N2_acy-carnitines,Ab-cl_12h_N3_acy-carnitines,Ab-cl_12h_N4_acy-carnitines,Ab-cl_12h_N5_acy-carnitines,Ab-cl_12h_N6_acy-carnitines,Ab-cl_1h_N1_acy-carnitines,Ab-cl_1h_N2_acy-carnitines,Ab-cl_1h_N3_acy-carnitines,Ab-cl_1h_N4_acy-carnitines,Ab-cl_1h_N5_acy-carnitines,Ab-cl_1h_N6_acy-carnitines,Ab-cl_1h_N7_acy-carnitines,Ab-cl_24h_N1_acy-carnitines,Ab-cl_24h_N2_acy-carnitines,Ab-cl_24h_N3_acy-carnitines,Ab-cl_24h_N4_acy-carnitines,Ab-cl_24h_N5_acy-carnitines,Ab-cl_24h_N6_acy-carnitines,Ab-cl_24h_N7_acy-carnitines,Blank_acy-carnitines,Veh-cl_12h_N1_acy-carnitines,Veh-cl_12h_N2_acy-carnitines,Veh-cl_12h_N3_acy-carnitines,Veh-cl_12h_N4_acy-carnitines,Veh-cl_12h_N5_acy-carnitines,Veh-cl_12h_N6_acy-carnitines,Veh-cl_1h_N1_acy-carnitines,Veh-cl_1h_N2_acy-carnitines,Veh-cl_1h_N3_acy-carnitines,Veh-cl_1h_N4_acy-carnitines,Veh-cl_1h_N5_acy-carnitines,Veh-cl_1h_N6_acy-carnitines,Veh-cl_1h_N7_acy-carnitines,Veh-cl_24h_N1_acy-carnitines,Veh-cl_24h_N2_acy-carnitines,Veh-cl_24h_N3_acy-carnitines,Veh-cl_24h_N4_acy-carnitines,Veh-cl_24h_N5_acy-carnitines,Veh-cl_24h_N6_acy-carnitines,Veh-cl_24h_N7_acy-carnitines
C20:4,303.3 -> 303.3,40042.6627,30423.90199,38090.22271,26323.68176,28428.62202,36071.26273,55685.5841,52317.14392,36134.18254,29704.66212,26629.22178,21367.7415,28258.78196,59136.68398,22238.06157,26242.86188,26406.76187,25437.72178,27910.54195,35959.78257,15376.36107,24489.62159,30217.16211,34792.6624,34000.08242,27754.502,37490.82249,31699.92216,77484.30521,38033.04266,27967.64193,32982.70236,30355.68225,30047.66211,59195.32399,27071.70195,26816.34192,25901.2219,28957.8221,26593.90191,28760.50213
C20:3,305.3 -> 305.3,36827.60271,45315.40314,45414.94306,40758.82299,42842.62316,39902.3428,49243.48366,44312.80322,48718.34325,39660.72264,39433.70279,32922.34241,35001.44236,46201.58321,36315.84258,41145.10286,47835.2233,40783.60301,41099.94292,37116.52259,33952.42229,35550.38233,40147.1228,37723.44281,42154.92315,40276.46294,39708.28279,36955.26257,45894.06314,37025.44255,38697.56272,37008.12248,36933.34252,38041.88277,45788.06336,40811.62303,43544.80306,38128.88271,38687.38279,35504.6024,39264.28274
C20:1,309.3 -> 309.3,79321.72543,95528.18648,78410.12556,59881.28417,64822.06477,68465.66508,93162.68602,56598.14396,98620.14668,70673.94521,84525.26576,57504.98385,86442.44652,59288.04442,42173.84297,77696.70503,63552.48405,61163.44411,50132.98394,58810.94407,19666.6014,48679.24332,61199.92413,53184.54362,64073.16452,61038.08382,81916.28558,53906.56359,56023.94384,59995.36404,58085.22434,51283.60326,58280.4644,73722.26517,60191.30445,60922.94472,48940.66335,55228.04371,67416.88473,57809.20411,63381.16472
C20:0,311.3 -> 311.3,702535.5701,370269.0824,644721.1858,449768.9512,330046.3244,348765.1666,774379.8951,237366.0978,2314808.304,544102.2988,331277.2043,260754.2391,1584512.621,273512.1004,305723.1021,459297.8322,726048.3711,375842.4067,293290.3205,450368.9897,136053.5097,529840.1968,405549.1899,318193.2618,338959.4046,338978.2827,539541.4573,249683.6177,304771.4835,351736.5443,337895.8436,267731.7402,311511.5816,304729.0211,285572.4594,320922.2228,311682.0618,267466.899,352018.2256,316052.142,356790.7645
C22:6,327.3 -> 327.3,91340.92673,85144.08593,99313.647,71841.58496,68508.44507,70459.80536,158909.3717,144377.5501,181392.9728,85532.60572,69765.86531,51538.98342,131495.8098,128937.4483,55970.2841,86176.18579,83748.2462,68481.82512,68755.34451,63467.76456,28799.14204,69083.7852,79389.16576,55413.78389,69090.34481,65379.64445,79202.68544,71073.26532,131499.3298,67867.06519,71284.12487,63199.16415,64192.14452,72631.48505,122263.7088,66959.70439,61953.68401,63098.62437,72860.02527,71242.14513,68566.74483
C22:5,329.3 -> 329.3,54810.22388,63185.62455,75168.24541,51230.06361,59869.32436,56369.24414,92967.58642,103477.408,56269.66391,60428.26383,60391.90462,42222.52285,52918.04394,127831.6094,40676.3229,58920.22379,43939.90318,59084.94385,69219.18509,45294.06308,20488.84146,41565.62288,58213.32429,47258.98341,59650.6043,52670.26369,65505.84466,53622.36376,88731.26597,46517.14326,52760.3035,52219.80387,54994.96402,64799.86472,122111.0685,54976.94389,94159.74631,52918.0235,58444.48393,58450.38424,54345.86425
C22:4,331.3 -> 331.3,44902.0235,54071.26378,59380.66409,52126.48366,53265.36375,54520.80386,57692.48431,60039.44435,53738.12381,51343.06367,49842.30356,48538.5834,52273.0239,65844.22459,47787.30324,53125.56378,49981.48334,53832.92357,51063.82379,47629.7634,30511.36224,44852.82312,52326.42378,53052.1839,55493.36394,51350.46373,52500.48402,45255.08334,65079.52466,50510.50356,52034.72365,50353.98357,50369.10373,51194.50375,61964.82457,52542.68378,54536.12383,50179.64363,55760.7438,49891.72348,50559.52361
C22:1,337.3 -> 337.3,117453.5678,143093.2305,105140.2477,97408.98629,121711.0686,114265.4078,132509.2688,96149.00687,117414.2688,107845.2482,114034.8677,66588.58474,104303.327,102910.0277,69360.125,136871.0492,90740.16637,100990.6273,78859.40578,82020.16618,19997.02141,77829.04531,111287.0281,74611.40529,101216.6872,106874.6876,135225.0497,103748.9069,81251.52589,102044.2872,103384.6475,87044.62624,105000.807,104091.5073,99442.54754,105140.3075,65719.86463,98071.24621,123232.789,99968.84716,107487.6074
C22:0,339.3 -> 339.3,318522.3622,233338.3569,268451.3388,186656.152,182992.1921,197911.9131,363678.4875,145609.7303,1219353.261,250110.3781,191697.9931,125440.7689,841164.8585,171988.3132,144953.4103,283456.72,320089.723,181821.852,166762.7115,186591.2916,52340.34357,193205.0938,244070.0377,152484.531,182855.0931,189731.6736,233036.3166,153498.7706,157957.9316,204409.3549,220699.0746,157766.0109,160935.1115,184800.1729,165388.8119,207561.275,159136.9316,174905.8525,231088.8568,188933.7736,229298.3354
C24:5,353.3 -> 353.3,129173.0087,135541.6901,114974.1083,92685.58679,98822.58722,102801.5873,125064.3886,88594.56567,137479.6096,111528.2673,109902.5877,81347.84573,119613.6087,102434.1271,79001.14601,117941.3079,100067.9273,104107.0076,88959.58608,85741.08627,25363.12189,80181.42587,115720.6886,80472.42579,95345.74728,100976.387,123631.6488,89075.58633,83687.52614,92752.52669,97886.54691,83639.02608,94391.40652,106840.9484,93450.58648,103114.6674,87655.32641,89451.72625,112190.3079,94103.7265,99765.2066
C24:6,355.3 -> 355.3,58645.90405,66672.16457,65165.24463,50808.66381,48917.44321,50276.10374,56977.40409,50819.96358,66373.02456,56424.764,52166.26375,43015.82293,52290.20375,51507.20372,44850.38309,56568.50366,50126.94352,54279.92365,52871.60352,41994.64293,24457.06182,43990.42321,63705.02439,44098.86309,51872.88377,49219.0435,53232.66341,45862.38318,50149.92376,50566.54351,52636.4635,49912.80371,50965.10381,55070.52418,50392.10376,53707.32413,52493.90359,50903.68375,54687.90377,51619.06366,52246.36365
C24:1,365.3 -> 365.3,99176.32693,111644.7079,119449.8689,79390.20594,88657.12638,84703.10635,104911.3474,88960.9464,93188.30689,97527.44732,90938.08714,56117.22381,80914.18604,91564.94656,55756.88373,90372.44637,71539.82506,87944.98584,90860.40639,55261.70388,18553.54129,65548.76456,99149.30662,59019.96442,89195.30568,87085.68633,92117.80693,74957.60538,69080.50494,87039.58639,88318.48631,90016.80663,84431.08606,109701.327,93837.78653,93828.32677,115375.2082,86750.58639,97559.38699,77212.36581,71802.56511
C24:0,367.3 -> 367.3,140155.7104,133142.4893,128376.669,102142.8674,106202.2069,109274.7882,143083.5692,112141.6882,151095.1911,113202.228,108283.1073,71101.36462,139223.8497,121842.9683,78051.10542,121768.5887,102039.1269,121017.8088,111781.9081,95546.38658,44446.70309,87245.36621,137262.2506,86200.26654,112999.1079,105763.4875,128656.2288,92230.8262,87080.92596,109259.1677,105668.3883,96735.767,106578.1876,112199.1878,112883.0079,113133.1476,109934.6879,101184.8268,115508.2484,95933.76717,99089.78703
C26:1,393.3 -> 393.3,635968.5637,734220.049,1024950.114,434862.0098,476382.9739,449406.3332,674891.7877,605062.1844,340536.5832,714567.7275,581656.1212,323047.4436,320111.001,670223.7694,221403.2568,507202.7953,375646.0843,505341.6758,700145.4677,138055.029,22690.64159,350079.3434,638902.4837,256625.4578,593840.1837,508531.0758,441873.511,340810.6633,356813.1664,657946.2071,611713.3233,731997.8298,485869.6926,937298.5066,672929.7266,548746.2603,1301816.148,570516.9775,578324.8005,335896.2845,317046.4016
C26:0,395.3 -> 395.3,289913.8012,330400.9624,408697.8882,196489.5544,215845.8939,199384.2936,300517.6024,269965.7788,180018.7131,310614.3614,263012.3972,145707.7901,175770.3327,289809.6386,106130.6677,242802.6174,166921.7908,224302.3947,287291.9397,88169.72649,18211.26128,156130.9513,280055.1009,138878.2894,268241.299,219439.2759,232061.3161,174675.712,202568.174,293946.7812,278525.0389,302739.0616,246138.1167,397985.545,279358.5207,239739.2982,466855.6115,230893.6354,255182.1983,161210.2714,158352.551
C28:0,423.4 -> 423.4,60392.14441,69035.22453,78355.96568,53174.74376,60627.56407,60303.88447,61800.42436,55823.86371,53833.3838,65240.04485,62318.44418,36127.86245,44584.18328,65419.7047,35304.30249,64453.44442,48038.74345,59640.84415,60087.8641,33042.26227,18981.64135,42505.54306,68807.84505,40705.44302,59541.40405,56164.52416,61195.42413,40495.30277,44253.74307,59784.32438,60671.76441,62554.68437,58734.10414,68674.92485,66963.76476,59307.14423,97298.0264,67342.98496,61812.06429,43049.86315,48529.78328
C30:0,451.4 -> 451.4,76513.68516,84566.92565,94158.04673,48692.8637,61457.70423,62103.90387,84043.52567,70473.34452,44688.5031,93125.52636,72696.74504,37443.70259,40653.48295,82359.96611,36535.84255,84124.4461,49030.7237,76208.74566,79558.84576,34387.06245,12431.66092,49056.32355,81970.98551,43057.76279,64866.64441,59573.1446,60787.72427,53033.18377,52479.4436,88430.34613,81842.16571,81873.94587,63661.36436,113204.2482,88399.94598,58280.70416,139689.4302,78823.18541,71632.36552,63700.66414,56760.40429
C32:0,479.4 -> 479.4,30212.00227,34914.40255,39623.26291,26498.50182,28776.58184,28362.92197,34062.54255,31472.62217,26949.84193,33348.08226,31628.44232,24243.22173,25264.9617,28859.5422,23487.34157,36595.28236,27150.68189,32113.08225,33962.64238,23653.60169,12070.94083,23675.42167,33805.4626,24334.46176,32011.74242,28213.70202,29178.30202,27723.18198,33994.72236,32898.56247,31513.84206,31973.9222,30897.34217,41072.54287,33202.56239,30100.48207,47040.64354,31748.00221,32828.50238,31480.24226,27800.52203
C34:0,507.5 -> 507.5,18639.82124,20869.68144,22032.42151,18913.94142,19892.64132,20391.80143,21558.96152,19925.68137,21504.64157,20832.82147,20184.58136,16336.62117,18851.08143,19241.00134,16484.70114,21495.78155,19406.58136,20315.46142,20111.40138,15896.64112,11506.72088,16345.80119,20318.48146,16392.6411,19053.24133,20333.78139,19647.68136,18656.66133,18238.30132,18512.1013,19092.38144,19632.88154,19598.84145,20999.96146,18769.52128,19516.22133,22770.56168,20140.10139,20966.14156,18293.78129,20304.9215
Lipid name,MRM,Ab-cl_12h_N1_PCandSM,Ab-cl_12h_N2_PCandSM,Ab-cl_12h_N3_PCandSM,Ab-cl_12h_N4_PCandSM,Ab-cl_12h_N5_PCandSM,Ab-cl_12h_N6_PCandSM,Ab-cl_1h_N1_PCandSM,Ab-cl_1h_N2_PCandSM,Ab-cl_1h_N3_PCandSM,Ab-cl_1h_N4_PCandSM,Ab-cl_1h_N5_PCandSM,Ab-cl_1h_N6_PCandSM,Ab-cl_1h_N7_PCandSM,Ab-cl_24h_N1_PCandSM,Ab-cl_24h_N2_PCandSM,Ab-cl_24h_N3_PCandSM,Ab-cl_24h_N4_PCandSM,Ab-cl_24h_N5_PCandSM,Ab-cl_24h_N6_PCandSM,Ab-cl_24h_N7_PCandSM,Blank_PCandSM,Veh-cl_12h_N1_PCandSM,Veh-cl_12h_N2_PCandSM,Veh-cl_12h_N3_PCandSM,Veh-cl_12h_N4_PCandSM,Veh-cl_12h_N5_PCandSM,Veh-cl_12h_N6_PCandSM,Veh-cl_1h_N1_PCandSM,Veh-cl_1h_N2_PCandSM,Veh-cl_1h_N3_PCandSM,Veh-cl_1h_N4_PCandSM,Veh-cl_1h_N5_PCandSM,Veh-cl_1h_N6_PCandSM,Veh-cl_1h_N7_PCandSM,Veh-cl_24h_N1_PCandSM,Veh-cl_24h_N2_PCandSM,Veh-cl_24h_N3_PCandSM,Veh-cl_24h_N4_PCandSM,Veh-cl_24h_N5_PCandSM,Veh-cl_24h_N6_PCandSM,Veh-cl_24h_N7_PCandSM
PC (52:4),1006.8 -> 184.1,1333.520096,1594.620098,1456.260098,1373.060089,1554.340107,1317.620079,1501.76012,1538.96011,1527.780106,1349.940102,1465.320107,1298.000095,1382.720097,1577.380108,1404.560097,1457.300091,1394.140091,1352.2201,1366.300098,1468.400097,1368.060101,1375.520107,1435.060101,1365.420094,1483.360107,1405.100101,1429.560101,1410.680103,1423.880104,1440.0201,1421.020103,1422.340088,1461.12009,1487.860111,1465.820087,1308.400082,1455.160099,1495.820118,1356.120094,1421.360096,1425.520096
PC (52:0),1014.9 -> 184.1,1325.460087,1288.700089,1382.900089,1317.360088,1287.400085,1260.94009,1561.120113,1370.62009,1293.26009,1330.420101,1300.680096,1306.720097,1289.8801,1345.660103,1291.440098,1300.640095,1313.100094,1376.240108,1383.600098,1264.44009,1355.260101,1309.440086,1353.100094,1384.8801,1330.2001,1309.360088,1355.900093,1461.880116,1376.520096,1284.62009,1361.200096,1379.780098,1319.300091,1338.120098,1443.800095,1377.700104,1297.600082,1428.160107,1281.660095,1461.720104,1314.140083
SM (d18:1/12:0),647.5 -> 184.1,1577.040108,1541.66011,1539.840103,1608.46011,1657.100124,1429.060101,2233.600159,1870.760136,1572.840107,1673.16011,1614.120121,1743.700115,1544.960129,2768.900166,1420.660103,1411.560097,1573.520103,1414.440102,1635.660114,1474.5401,1304.540092,1459.520115,1745.720142,1565.96011,1663.860119,1471.500103,1614.920128,2161.040138,2479.800171,1467.12009,1640.920124,1633.260105,1644.900108,1526.820118,2662.940178,1505.560108,1512.620117,1664.240108,1445.440094,1549.500114,1782.620132
SM (d18:0/12:0),649.5 -> 184.1,1489.100094,1587.800102,1494.640121,1821.280132,1529.160107,1402.880096,2375.340153,2282.220165,1746.280121,2012.520138,2119.680149,1821.180126,1813.100128,2495.260204,1600.860119,1648.540112,1696.840107,1531.400124,1566.420128,1606.140099,1535.220119,1624.980122,1464.78009,1672.440128,1715.100124,1643.940125,1488.740116,2456.220188,2561.900185,1898.840137,1742.000134,1753.420116,1771.860126,1652.640118,2458.18018,1526.840103,1469.980095,1614.240112,1488.560097,1629.620113,1662.920113
SM (d18:2/14:0),673.5 -> 184.1,1674.760117,1630.560116,1702.640129,1845.720146,1695.140099,1662.860115,2012.380157,2177.800156,1734.200119,1594.780109,1974.520138,1906.340141,1545.840099,3928.680283,1667.820129,1850.860123,1859.000141,1605.300117,1625.660114,2166.880142,1400.020115,1577.680115,1559.260113,1644.020092,2065.100147,1969.720165,1584.140102,2182.940155,2193.94017,1881.640121,2028.920147,1728.12011,1760.260136,1552.200108,3339.160267,1743.200134,1341.060085,1896.960117,1794.280117,1695.940113,1929.080139
SM (d18:1/14:0),675.5 -> 184.1,7723.000599,6564.520428,6288.80043,9020.580627,7542.460407,7102.480473,20272.22137,30745.58202,6615.520485,8794.980694,9555.400734,8843.120659,5996.880363,39334.92331,6580.260471,6727.340412,5546.740353,5858.980442,7168.480465,9924.300606,1986.300148,7246.620461,8056.600571,6313.440437,11762.40079,7438.160549,5759.50034,23776.52143,33179.94216,8245.160629,7854.160484,9025.340565,8308.900593,4367.760288,34862.42259,8421.660652,4289.540325,8585.30064,6601.660538,5831.640358,8245.880573
SM (d18:0/14:0),677.6 -> 184.1,2387.720169,2720.30019,3163.640247,3165.240189,2698.060188,2887.02018,7478.800545,10534.26076,3297.040222,2909.940174,3638.140247,2641.580193,2027.440151,10871.10068,2739.760189,2398.640179,2688.880188,2502.920189,3050.44022,3292.560246,1580.560116,3253.180229,2668.040199,3244.920204,3596.180275,2811.320221,2350.980141,6875.520481,11251.48083,3349.520245,2851.60022,3731.860249,3565.740292,2047.260139,11977.22078,3549.080276,1751.000114,2964.980217,2367.500195,2226.380146,2616.080162
SM (d16:1/18:1),701.6 -> 184.1,10135.76077,10538.88072,8028.340588,14222.72113,10486.80083,7917.000496,30085.90227,38607.38276,8652.540592,10022.18065,15827.66092,9153.320683,3639.780273,53152.84343,7388.360546,7817.560555,7659.880508,9095.580563,10391.7206,7050.76049,2215.320145,10381.22092,13358.30084,10350.58075,16737.66118,10265.92077,7761.340542,36909.10258,40393.52251,10559.60079,12340.3408,14986.80098,11862.38082,5643.4804,50159.28371,12333.10087,5542.580433,10622.80083,8902.700592,7266.320507,10363.42081
PC (30:2),702.5 -> 184.1,7671.820587,6460.900471,6741.480473,9220.940685,7316.280529,7614.260517,26439.24178,35367.68232,7153.080532,7224.580475,10974.42079,6593.000454,3590.68026,37665.5827,5086.680321,6021.220432,6462.800426,6322.5205,7683.120567,6155.660503,1982.360146,7038.420551,8762.680607,7345.560555,10288.96072,7075.600479,6127.720486,24338.02135,38167.98241,6678.000458,7334.320488,9423.36071,8359.600498,5000.300365,34104.98286,8938.320709,3959.74028,6711.360485,7175.960556,6041.240498,7877.780647
SM (d18:1/16:0),703.6 -> 184.1,386048.8527,359936.8845,388152.9851,425226.2915,453469.0946,421492.2909,1585337.06,2856652.908,260456.2178,370631.5306,504385.0553,335296.383,185524.6724,2424085.994,289700.4807,271418.2184,239416.9784,347894.5051,430627.3887,399031.1516,25272.70166,405086.3477,381984.5287,335715.6436,545848.2608,435427.2342,394103.8674,1285150.222,3052853.637,331773.0256,393461.2896,414560.63,409277.9843,229302.7585,2165713.818,489104.8585,185451.6334,291001.0615,426294.4278,380188.0687,476489.9879
PC (30:1),704.5 -> 184.1,136960.4697,122986.8099,133322.4907,154226.4324,152166.3707,137279.4893,604594.802,1073860.328,102245.4064,139708.9102,185577.0944,120086.4277,67187.20478,904319.7454,98125.40709,93698.78702,84169.72659,115337.9479,140859.9698,141261.1291,11413.40065,146924.73,134921.1501,113569.1683,187038.4126,151443.9306,134337.9889,494117.0721,1132231.727,115414.549,143229.5495,149836.2499,143723.6693,82271.64637,821040.0466,175588.9319,59959.04395,96964.76747,140796.6498,128949.0879,159499.4713
SM (d18:0/16:0),705.6 -> 184.1,99987.16776,90565.08627,109767.6276,112306.0477,84586.76596,81036.28534,319960.6804,649305.8224,63879.06372,98113.72635,137014.41,85573.00644,39536.04256,608131.3624,70775.3252,64701.42519,66269.96413,69007.38516,80002.30604,66765.90496,5430.620316,90582.90682,94240.84756,94471.28625,148348.2701,82443.70606,78403.52536,223118.6947,720384.87,86181.42629,107455.109,123654.6695,120905.0299,42092.92315,544531.639,106139.9284,48522.42299,72503.60535,82612.2062,75763.36541,88846.52595
PC (30:0),706.5 -> 184.1,89050.166,87369.96596,86118.42606,94397.56737,91728.50615,76449.82445,527290.9575,792075.5159,89158.8466,121914.2896,145842.9313,105177.0267,63623.40452,870888.0435,63959.10455,78540.88634,52804.70396,62014.90485,79383.60518,70829.84499,4500.580296,81698.90561,89330.90637,77168.66667,104956.5675,86484.68543,71982.36493,280140.178,956153.0574,110316.4282,127014.7287,125853.7306,123065.0281,71358.40575,836758.6167,91268.76608,39898.08285,53841.1843,72122.16522,66988.22469,81247.22517
PCo(32:3),714.5 -> 184.1,1917.320137,1857.120129,2091.740135,1539.860115,2114.380138,1619.740112,2775.820206,3115.420212,7539.940517,1891.780125,1777.540112,1794.620117,1828.280144,3736.040237,1780.840122,1935.620125,2142.300159,2373.880177,2389.980175,2134.040131,1798.120129,1583.96011,1773.300121,1836.600151,2316.180153,2031.620148,2115.480148,2174.740158,3474.320259,1909.600124,2100.580151,2044.540134,2343.980167,1760.360115,3920.280293,1961.480141,1814.100143,2058.720135,1560.560116,1746.70013,1918.460144
PCo(32:2),716.6 -> 184.1,2891.840225,2898.860172,2334.740135,3227.760216,3163.420254,2873.540195,10560.78064,12365.24081,4201.760311,4181.04031,4606.020351,2974.080212,2314.860153,15997.80118,2375.480148,3128.060253,2366.260159,2349.120174,2395.320179,3303.200218,1508.420097,3297.700211,3557.060261,2518.740166,2833.9002,2437.860161,3098.280235,6667.600464,13158.52094,2923.100189,3502.140221,3224.200214,2970.460209,2715.600201,13735.72107,3434.820244,2123.60014,2271.66016,2086.940174,2367.200184,2650.960186
PCo(32:1),718.6 -> 184.1,19189.98122,21757.38163,14624.76109,21450.34142,20856.02148,18710.32133,93847.26607,140192.8711,28315.12213,32037.82248,30680.24217,29381.90198,12610.14086,184012.1731,17805.28137,23096.00159,12428.74102,14170.60086,20069.40139,22499.34159,2495.440189,39229.70302,21244.12157,17048.68119,22651.76144,19148.34129,16614.20126,65042.00457,146129.5505,21671.4015,24815.86193,22674.10152,21554.10154,16278.48117,169410.7917,27403.60204,8832.860569,11961.00097,16902.48128,14224.56107,17027.02117
PCo(32:0),720.6 -> 184.1,48917.60352,47132.12304,41014.18237,46964.16377,54830.60371,47272.04315,220358.3152,316495.8448,40632.84319,56945.46432,55277.7639,46390.80336,33304.72261,528434.5986,33545.70203,54744.22463,26946.06199,35111.66255,42649.8633,47644.66309,3401.420216,44802.28297,49457.70344,39127.92244,65015.604,50234.26367,39903.50296,102397.4075,381304.4067,49187.90358,53121.7039,52151.90333,50500.74339,38950.26292,488726.0735,45652.48285,25380.92175,28991.4418,44803.66325,37954.36242,48920.40358
PC (32:5),724.5 -> 184.1,12148.24092,12618.8608,7242.76054,9461.000702,6923.96048,4975.800343,23428.56185,45455.92346,8072.180637,13666.70088,13170.74107,10912.60085,4596.940296,73318.44455,9406.460754,10727.1008,5965.660404,4889.600349,6164.220531,4498.400341,1583.700092,10036.28064,11184.52081,8998.560619,10742.72073,6425.560501,5327.280361,13679.62084,55344.78304,12126.18097,13575.50094,13617.94092,12741.70095,5015.300415,68878.90445,15188.961,7330.500511,6577.980408,5474.060394,4973.640396,6642.720463
PC (32:4),726.5 -> 184.1,2412.460148,2849.920181,2365.380146,2372.76017,1801.760124,1974.800129,3544.020279,4604.02034,2144.680161,3012.70023,2385.880165,2111.280144,1897.180141,7651.780567,2390.940155,2256.64016,2116.620155,1875.160126,1925.380154,1725.380116,1585.060104,2460.320187,2773.260185,2444.300194,2594.880203,2008.260132,1981.72015,3570.720242,7203.680645,2132.860157,2454.10017,2375.60017,2163.160152,1731.780117,8873.840588,3567.500225,1680.080116,1878.380127,2261.42017,2105.320152,2112.840145
SM (d18:2/18:1),727.6 -> 184.1,1748.980122,1565.260105,1884.020149,1823.580139,1620.520107,1672.300125,2267.900154,2844.940247,1898.480133,1671.200108,1797.340126,1959.300159,1486.720097,3469.180264,1678.960133,1724.320118,1536.960106,1648.580116,1666.540115,1588.220112,1420.400093,1809.860115,1752.020119,1690.620121,1828.16013,1817.580135,1596.220108,1951.620148,3222.740215,1657.780094,1948.600132,1974.220161,1641.320103,1410.580101,4131.880329,1530.680107,1589.600117,1615.020103,1678.740112,1638.700123,1603.16011
PC (32:3),728.5 -> 184.1,2254.720169,2492.980175,2294.820164,3211.920261,2048.960125,2364.880199,5711.960423,6934.400429,2391.400173,2538.460213,3422.700302,2302.160141,1867.420147,9889.06065,1842.180126,2667.040184,2268.580154,2192.880157,2108.940151,1793.820129,1470.660118,2409.920189,2628.420197,2466.100174,3471.940235,2152.560146,2211.780167,4326.160297,8867.460598,2835.180214,2847.56023,3091.680199,2159.820152,2105.600113,9542.320644,2822.460205,1804.200127,2536.880165,2286.48016,2379.680161,2210.800175
SM (d18:1/18:1)9Z)),729.6 -> 184.1,4456.120316,3394.900249,4245.980278,3812.360264,3383.740257,3438.320248,9803.460686,12602.56087,3976.4203,4246.040298,5238.380383,3507.680237,3007.400204,18381.14108,2529.840187,3339.700203,3662.64027,3170.000233,3531.540237,3041.000198,1999.360138,3610.100254,3977.880291,3417.260239,4843.640373,4209.440266,3217.94022,10825.10061,15037.94094,4017.160259,3875.1203,5332.720352,4754.220329,2599.220173,16573.92108,5086.660355,2622.040176,3889.880219,4057.42033,3394.920242,3610.660255
PC (32:2),730.5 -> 184.1,8082.300652,8528.500526,8045.240589,12635.30088,7614.980541,7891.78054,52676.02351,71677.26535,16228.86108,12116.44086,28235.40198,13207.24084,6213.380424,62982.9655,7911.660629,7448.0406,5633.660389,6518.460461,8206.620579,7717.840538,1772.50013,13601.6809,12141.02092,9175.740631,9266.50074,7844.100548,6691.500565,52409.16428,92020.62657,10526.58071,10347.9008,12484.14088,11830.08086,8004.500637,59680.06403,12560.60093,4405.180279,6469.020405,6160.900471,5604.840439,6625.120518
SM (d18:1/18:0),731.6 -> 184.1,48624.88365,45816.12265,47476.62372,47758.58284,53217.96347,49907.84346,224851.5373,451086.7554,35873.98275,44644.0231,56973.66412,34327.00292,26703.86232,387819.9271,39164.96268,36898.58268,31458.50194,49215.02364,59031.58474,54020.86298,5767.88044,47271.38322,46573.00342,42350.42327,57162.16437,55282.76378,47151.04362,136463.5696,499321.8292,38542.50305,46065.52345,46882.22344,46333.90303,25252.58154,348000.2037,51766.84348,24372.8416,35052.34222,58398.50465,58598.52497,63762.76456
PC (32:1),732.6 -> 184.1,122211.0494,127453.8095,105713.3274,145337.6102,126539.5693,106310.6062,707637.6097,1123935.484,163727.2328,167046.5507,283649.6401,177143.3116,86253.48615,988218.0261,92227.42592,104865.7073,76222.32531,85588.58609,125578.7276,106312.1862,5122.940353,198410.4561,147381.8319,110435.7462,143541.0706,120210.4881,102061.1084,572175.8576,1266451.979,138447.3712,146658.2312,161035.0317,145015.2293,93720.66626,943321.1521,168788.1728,48517.30325,77668.30533,99306.8265,92515.70601,110387.4072
SM (d18:0/18:0),733.6 -> 184.1,54019.70352,59555.20459,52896.74324,66533.58487,57635.24426,48733.42379,296089.7814,495717.0219,68324.94443,75612.06517,118675.4693,74853.36551,34932.16232,448491.5316,42313.48268,46919.32304,36498.10229,39290.82264,54653.3637,48110.26271,3610.380245,82482.84599,67349.94525,49206.14333,70386.74539,56979.80321,43353.46321,211287.1367,534089.1973,63491.80484,65657.22424,73940.84428,67779.92534,39472.64257,427390.7283,72446.56445,28683.26189,39326.0829,45323.58322,44382.1831,53104.26468
PC (32:0),734.6 -> 184.1,288961.7217,263184.5602,279012.077,290457.345,349831.9645,320268.6007,1089140.725,1709661.655,191595.0117,266638.2373,318495.0843,216079.9348,204677.1534,2430660.777,181879.7751,218609.3167,169276.9513,231060.9566,272976.1352,236064.5979,9970.000717,184458.0325,274159.5389,252947.9552,359347.4255,327252.2037,301908.6617,498869.6169,1796594.863,257860.1161,305124.8625,299254.2597,291518.682,185667.0139,2208285.903,219372.0561,144387.5506,198764.7145,283164.7767,253447.9385,330573.2064
